loc,v_g,ev_g,iv_g,n,v,l,d,i,e,b,t,locode,locomment,loblank,loccodeandcomment,uniq_op,uniq_opnd,total_op,total_opnd,branchcount,defects,source_project,locodeandcomment,problems,branch_count,call_pairs,loc_code_and_comment,loc_comments,condition_count,cyclomatic_complexity,cyclomatic_density,decision_count,decision_density,design_complexity,design_density,edge_count,essential_complexity,essential_density,loc_executable,parameter_count,halstead_content,halstead_difficulty,halstead_effort,halstead_error_est,halstead_length,halstead_level,halstead_prog_time,halstead_volume,maintenance_severity,modified_condition_count,multiple_condition_count,node_count,normalized_cylomatic_complexity,num_operands,num_operators,num_unique_operands,num_unique_operators,number_of_lines,percent_comments,loc_total,c,loc_blank,complexity_score,decomposition_depth,decomp_index,decomp_depth_qcut
17.0,2.0,1.0,2.0,34.0,141.78,0.15,6.5,21.81,921.55,0.05,51.2,8.0,3.0,2.0,0.0,9.0,9.0,21.0,13.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0061384407057329,1,15.961986754966889,2
12.0,1.0,1.0,1.0,28.0,106.61,0.24,4.13,25.84,439.75,0.04,24.43,6.0,2.0,1.0,0.0,6.0,8.0,17.0,11.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072300979844551,1,5.308381742738589,1
13.0,1.0,1.0,1.0,28.0,106.61,0.24,4.13,25.84,439.75,0.04,24.43,6.0,2.0,1.0,0.0,6.0,8.0,17.0,11.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072300979844551,1,5.750746887966805,2
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0170245056125102,1,0.0692101341281669,1
5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,1
40.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002453886605448,1,0.0,1
51.0,6.0,1.0,5.0,147.0,776.95,0.07,14.44,53.79,11222.67,0.26,623.48,37.0,6.0,6.0,0.0,12.0,27.0,82.0,65.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0112507267173965,1,558.0908450704226,4
10.0,1.0,1.0,1.0,18.0,68.53,0.29,3.5,19.58,239.86,0.02,13.33,5.0,1.0,2.0,0.0,7.0,7.0,11.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0081311194729216,1,2.3549828178694154,1
69.0,7.0,1.0,5.0,227.0,1191.28,0.04,22.85,52.14,27216.16,0.4,1512.01,55.0,7.0,5.0,0.0,12.0,26.0,128.0,99.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0144471692053371,1,2004.837073170732,4
5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,1
26.0,5.0,5.0,3.0,61.0,299.32,0.07,13.71,21.83,4104.96,0.1,228.05,14.0,7.0,3.0,0.0,16.0,14.0,37.0,24.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011092630700209,1,109.61014084507042,4
6.0,1.0,1.0,1.0,19.0,74.23,0.19,5.25,14.14,389.71,0.02,21.65,4.0,0.0,0.0,0.0,9.0,6.0,12.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058700642576767,1,2.331832460732984,1
5.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,3.0,0.0,0.0,0.0,6.0,4.0,7.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088707222833453,1,0.5519637462235649,1
15.0,3.0,1.0,3.0,25.0,95.18,0.22,4.5,21.15,428.33,0.03,23.8,13.0,0.0,0.0,0.0,7.0,7.0,16.0,9.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0080365084595836,1,6.460180995475113,2
21.0,3.0,1.0,1.0,62.0,284.27,0.07,15.36,18.5,4367.39,0.09,242.63,13.0,0.0,2.0,1.0,13.0,11.0,36.0,26.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062269120339043,1,84.07985915492958,3
29.0,4.0,1.0,1.0,77.0,353.04,0.05,21.86,16.14,7718.78,0.12,428.82,23.0,0.0,2.0,0.0,13.0,11.0,40.0,37.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0073819107521319,1,200.74823529411765,4
17.0,2.0,1.0,2.0,63.0,262.71,0.07,13.75,19.11,3612.2,0.09,200.68,13.0,0.0,1.0,0.0,10.0,8.0,41.0,22.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058013173720328,1,62.90239436619718,3
32.0,7.0,1.0,1.0,86.0,399.37,0.04,25.5,15.66,10183.98,0.13,565.78,27.0,0.0,3.0,0.0,15.0,10.0,52.0,34.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091188395395506,1,311.7034146341463,4
42.0,5.0,1.0,5.0,183.0,938.66,0.05,21.86,42.93,20522.49,0.31,1140.14,33.0,0.0,3.0,4.0,13.0,22.0,109.0,74.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0122457118860722,1,773.0141176470588,4
11.0,2.0,1.0,2.0,26.0,96.21,0.11,9.0,10.69,865.9,0.03,48.11,9.0,0.0,0.0,0.0,9.0,4.0,18.0,8.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005164448821543,1,9.534324324324324,2
40.0,9.0,1.0,8.0,113.0,559.82,0.08,12.14,46.1,6797.87,0.19,377.66,28.0,0.0,2.0,8.0,10.0,21.0,62.0,51.0,17.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012041946465099,1,276.45432098765434,4
27.0,5.0,1.0,4.0,62.0,276.48,0.11,9.35,29.58,2584.07,0.09,143.56,19.0,0.0,2.0,4.0,9.0,13.0,35.0,27.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0080824056417353,1,67.2518918918919,3
32.0,5.0,5.0,2.0,123.0,650.1,0.06,17.81,36.5,11579.99,0.22,643.33,24.0,0.0,6.0,0.0,15.0,24.0,66.0,57.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131373762092911,1,341.0360655737705,4
26.0,4.0,1.0,2.0,85.0,394.73,0.05,19.5,20.24,7697.19,0.13,427.62,20.0,0.0,3.0,0.0,13.0,12.0,49.0,36.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075913419078163,1,201.2349019607843,4
11.0,2.0,1.0,1.0,43.0,175.76,0.08,12.86,13.67,2259.78,0.06,125.54,7.0,0.0,1.0,0.0,10.0,7.0,25.0,18.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051318741905633,1,23.86864197530864,2
12.0,2.0,1.0,2.0,26.0,96.21,0.13,7.58,12.69,729.6,0.03,40.53,8.0,0.0,2.0,0.0,7.0,6.0,13.0,13.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054944543199986,1,8.813129770992367,2
20.0,2.0,1.0,1.0,43.0,182.66,0.07,15.17,12.04,2770.36,0.06,153.91,8.0,0.0,5.0,1.0,13.0,6.0,30.0,14.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051802168702543,1,51.45352112676056,3
26.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008528784648187,1,0.0,1
26.0,3.0,1.0,1.0,160.0,827.19,0.04,24.64,33.57,20384.28,0.28,1132.46,25.0,0.0,1.0,0.0,15.0,21.0,91.0,69.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0098046324887928,1,524.559512195122,4
8.0,1.0,1.0,1.0,22.0,85.95,0.17,6.0,14.33,515.71,0.03,28.65,4.0,0.0,2.0,0.0,9.0,6.0,14.0,8.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055502737171326,1,4.021052631578947,1
32.0,4.0,1.0,1.0,61.0,279.68,0.07,14.77,18.93,4131.68,0.09,229.54,21.0,4.0,4.0,0.0,13.0,11.0,36.0,25.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065563905511681,1,126.05295774647888,4
30.0,7.0,1.0,1.0,70.0,312.16,0.04,24.5,12.74,7647.93,0.1,424.88,20.0,2.0,5.0,0.0,14.0,8.0,42.0,28.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084803008580766,1,228.409756097561,4
56.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015286942558316,1,0.0,1
22.0,2.0,1.0,1.0,98.0,510.53,0.08,12.78,39.94,6525.86,0.17,362.55,15.0,0.0,5.0,0.0,14.0,23.0,56.0,42.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0070200820057894,1,138.66246913580247,4
16.0,1.0,1.0,1.0,49.0,196.0,0.09,10.93,17.93,2142.0,0.07,119.0,9.0,0.0,5.0,0.0,9.0,7.0,32.0,17.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048767195334002,1,34.46153846153846,2
26.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006758157910128,1,0.0,1
18.0,2.0,1.0,2.0,59.0,280.54,0.06,17.0,16.5,4769.15,0.09,264.95,10.0,0.0,5.0,0.0,17.0,10.0,39.0,20.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059494986236933,1,82.78229508196722,3
33.0,1.0,1.0,1.0,98.0,430.45,0.07,13.88,31.02,5972.45,0.14,331.8,22.0,4.0,7.0,0.0,9.0,12.0,61.0,37.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0061709696185745,1,200.0683098591549,4
4.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,2.0,0.0,0.0,0.0,6.0,4.0,7.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088707222833453,1,0.4415709969788519,1
9.0,1.0,1.0,1.0,36.0,152.93,0.21,4.67,32.77,713.65,0.05,39.65,7.0,0.0,0.0,0.0,7.0,12.0,20.0,16.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0068016698715744,1,6.5230805687203794,2
28.0,4.0,1.0,4.0,72.0,360.0,0.11,9.24,38.97,3325.26,0.12,184.74,24.0,0.0,4.0,0.0,13.0,19.0,45.0,27.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0080764133447987,1,90.8108108108108,3
9.0,1.0,1.0,1.0,51.0,194.18,0.11,9.0,21.58,1747.58,0.06,97.09,6.0,0.0,1.0,0.0,7.0,7.0,33.0,18.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051448469803153,1,15.744324324324326,2
61.0,3.0,1.0,2.0,131.0,682.44,0.06,16.7,40.85,11399.82,0.23,633.32,45.0,4.0,7.0,0.0,15.0,22.0,82.0,49.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0087062966230862,1,682.44,4
27.0,4.0,3.0,2.0,110.0,568.69,0.04,27.38,20.77,15572.12,0.19,865.12,23.0,0.0,4.0,0.0,19.0,17.0,61.0,49.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0110708584929326,1,374.5031707317073,4
29.0,3.0,1.0,2.0,60.0,275.1,0.07,14.77,18.62,4063.94,0.09,225.77,20.0,0.0,5.0,0.0,13.0,11.0,35.0,25.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063532087215102,1,112.36478873239436,4
13.0,2.0,1.0,1.0,38.0,140.62,0.09,11.2,12.56,1574.91,0.05,87.49,10.0,0.0,1.0,0.0,8.0,5.0,24.0,14.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0049958478922881,1,20.088571428571427,2
9.0,1.0,1.0,1.0,36.0,150.12,0.2,5.09,29.49,764.23,0.05,42.46,7.0,0.0,0.0,0.0,7.0,11.0,20.0,16.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065932767769634,1,6.721791044776119,2
40.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091698117024771,1,0.0,1
18.0,3.0,3.0,2.0,38.0,164.23,0.08,12.07,13.61,1982.53,0.05,110.14,13.0,0.0,3.0,0.0,13.0,7.0,25.0,13.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074286167715391,1,36.49555555555556,2
17.0,2.0,1.0,2.0,88.0,423.05,0.04,23.33,18.13,9871.1,0.14,548.39,14.0,0.0,1.0,0.0,16.0,12.0,53.0,35.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0070915463794273,1,175.4109756097561,4
15.0,2.0,1.0,2.0,50.0,237.74,0.09,10.77,22.08,2560.32,0.08,142.24,12.0,0.0,1.0,0.0,14.0,13.0,30.0,20.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056935557320222,1,39.18791208791209,2
6.0,1.0,1.0,1.0,24.0,96.0,0.17,5.83,16.46,560.0,0.03,31.11,4.0,0.0,0.0,0.0,10.0,6.0,17.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055847923679589,1,3.3684210526315788,1
24.0,2.0,1.0,2.0,85.0,354.44,0.05,18.75,18.9,6645.82,0.12,369.21,18.0,0.0,4.0,0.0,10.0,8.0,55.0,30.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065039559236209,1,166.79529411764705,4
47.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056242282768817,1,0.0,1
48.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008046440272505,1,0.0,1
30.0,1.0,1.0,1.0,133.0,687.6,0.09,11.35,60.6,7801.62,0.23,433.42,21.0,2.0,5.0,0.0,10.0,26.0,74.0,59.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077482575607168,1,226.6813186813187,4
29.0,3.0,3.0,2.0,83.0,422.26,0.05,18.37,22.99,7755.5,0.14,430.86,20.0,0.0,5.0,0.0,19.0,15.0,54.0,29.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089391550186589,1,240.1086274509804,4
22.0,2.0,1.0,2.0,34.0,149.34,0.14,7.15,20.89,1067.77,0.05,59.32,12.0,3.0,5.0,0.0,11.0,10.0,21.0,13.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059897685758424,1,23.30127659574468,2
30.0,5.0,1.0,3.0,80.0,396.34,0.06,16.39,24.18,6497.07,0.13,360.95,22.0,3.0,5.0,0.0,17.0,14.0,53.0,27.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0080891394241119,1,194.92131147540985,4
26.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008528784648187,1,0.0,1
18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006758157910128,1,0.0,1
24.0,4.0,1.0,4.0,50.0,235.02,0.12,8.5,27.65,1997.69,0.08,110.98,20.0,0.0,4.0,0.0,13.0,13.0,33.0,17.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00751446957545,1,46.61553719008265,3
16.0,3.0,1.0,3.0,37.0,157.17,0.13,7.56,20.78,1188.62,0.05,66.03,13.0,0.0,2.0,1.0,11.0,8.0,26.0,11.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065245527816296,1,19.196335877862595,2
23.0,3.0,1.0,1.0,80.0,339.83,0.04,22.29,15.25,7573.45,0.11,420.75,16.0,2.0,2.0,0.0,12.0,7.0,54.0,26.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067327857190134,1,190.63634146341465,4
32.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0061659745015743,1,0.0,1
37.0,12.0,3.0,3.0,102.0,569.67,0.05,18.48,30.83,10526.44,0.19,584.8,28.0,6.0,1.0,0.0,25.0,23.0,68.0,34.0,21.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138178024997598,1,413.29,4
25.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058630466322103,1,0.0,1
30.0,5.0,1.0,1.0,51.0,236.84,0.09,10.62,22.31,2514.11,0.08,139.67,23.0,0.0,5.0,0.0,12.0,13.0,28.0,23.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067145522948439,1,78.07912087912088,3
25.0,5.0,5.0,3.0,65.0,312.48,0.08,12.13,25.75,3791.4,0.1,210.63,16.0,2.0,4.0,1.0,13.0,15.0,37.0,28.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0112413053004607,1,96.44444444444444,4
9.0,1.0,1.0,1.0,12.0,33.69,0.3,3.33,10.11,112.29,0.01,6.24,6.0,0.0,1.0,0.0,4.0,3.0,7.0,5.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0081632149523245,1,1.0073421926910298,1
15.0,6.0,6.0,3.0,59.0,286.62,0.07,13.46,21.3,3857.44,0.1,214.3,11.0,0.0,2.0,0.0,17.0,12.0,40.0,19.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0123404483830481,1,60.553521126760565,3
12.0,2.0,1.0,1.0,24.0,96.0,0.08,12.1,7.93,1161.6,0.03,64.53,8.0,0.0,2.0,0.0,11.0,5.0,13.0,11.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0045118407520589,1,14.22222222222222,2
12.0,2.0,1.0,1.0,24.0,96.0,0.08,12.1,7.93,1161.6,0.03,64.53,8.0,0.0,2.0,0.0,11.0,5.0,13.0,11.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0045118407520589,1,14.22222222222222,2
25.0,5.0,5.0,3.0,67.0,325.48,0.07,13.53,24.05,4404.89,0.11,244.72,17.0,2.0,4.0,0.0,14.0,15.0,38.0,29.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0112421243762072,1,114.6056338028169,4
22.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008528784648187,1,0.0,1
20.0,7.0,7.0,5.0,88.0,403.48,0.02,40.07,10.07,16167.89,0.13,898.22,14.0,3.0,1.0,0.0,17.0,7.0,55.0,33.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0168921705058352,1,384.2666666666667,4
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
16.0,1.0,1.0,1.0,46.0,198.81,0.12,8.5,23.39,1689.87,0.07,93.88,9.0,0.0,5.0,0.0,10.0,10.0,29.0,17.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0053086101781268,1,26.28892561983471,2
37.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051254751596747,1,0.0,1
5.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,3.0,0.0,0.0,0.0,4.0,4.0,7.0,6.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089020353612999,1,0.5891238670694864,1
22.0,1.0,1.0,1.0,97.0,455.94,0.1,10.0,45.59,4559.43,0.15,253.3,12.0,0.0,7.0,0.0,8.0,18.0,52.0,45.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065403350153308,1,99.31366336633664,4
30.0,3.0,1.0,2.0,102.0,490.35,0.04,24.23,20.24,11881.56,0.16,660.09,19.0,2.0,7.0,0.0,15.0,13.0,60.0,42.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0080399060952326,1,358.7926829268293,4
16.0,1.0,1.0,1.0,22.0,85.95,0.3,3.33,25.79,286.51,0.03,15.92,5.0,8.0,1.0,0.0,6.0,9.0,12.0,10.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084806797376047,1,4.568770764119601,1
24.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063617997494173,1,0.0,1
15.0,1.0,1.0,1.0,75.0,368.02,0.15,6.64,55.4,2444.68,0.12,135.82,8.0,1.0,4.0,0.0,9.0,21.0,44.0,31.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067970352235643,1,36.55827814569536,2
15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006758157910128,1,0.0,1
68.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028803258378573,1,0.0,1
