wall_type,roof_type,bed_net_available,bed_net_used_last_night,proximity_water_body_m,household_size,education_head,income_level,eave_open,floor_type,num_windows_screened,target
Brick,Concrete,0,0,228.97527613181023,2,None,High,1,Cement,0,0
Wood,Iron Sheet,1,0,767.6777660899589,7,Secondary,Low,1,Tile,4,1
Mud,Tile,0,1,912.4730179110841,3,Tertiary,Middle,0,Cement,0,0
Concrete,Iron Sheet,1,1,738.1060435218332,13,Tertiary,High,1,Cement,6,0
Wood,Iron Sheet,1,1,242.0500009703861,15,Primary,Middle,1,Earth,0,1
Wood,Iron Sheet,0,0,837.8955803749508,4,Primary,Low,0,Tile,2,1
Concrete,Tile,1,0,1502.3560956168362,3,None,Middle,0,Cement,0,0
Wood,Concrete,0,1,142.01532906651093,3,Secondary,Low,1,Earth,1,1
Concrete,Tile,0,1,160.3600281638069,4,Tertiary,Low,0,Tile,5,0
Brick,Thatch,0,1,709.5425836719685,5,Primary,Middle,0,Tile,4,0
Concrete,Tile,0,1,1883.4514232378501,1,None,Middle,0,Tile,3,0
Concrete,Tile,1,1,1337.1452934458282,4,Tertiary,Low,1,Tile,5,0
Concrete,Tile,0,1,1357.3399133451296,12,Primary,High,0,Tile,2,0
Wood,Tile,1,0,723.83998167573,12,Tertiary,Low,1,Tile,4,1
Wood,Concrete,1,1,1187.3215824170768,11,None,Middle,1,Cement,6,0
Concrete,Thatch,1,0,20.262368055486757,8,None,Middle,1,Cement,4,1
Wood,Concrete,1,1,1272.1920928190843,10,Tertiary,High,1,Cement,1,0
Mud,Concrete,0,1,1826.5738951524734,7,Secondary,Low,0,Cement,6,0
Mud,Tile,0,0,1225.1469366896383,9,Tertiary,Low,1,Earth,5,0
Wood,Iron Sheet,1,0,1747.3971869326901,5,Primary,Low,0,Cement,5,0
Wood,Iron Sheet,1,0,1447.9461109321876,13,Secondary,Middle,1,Tile,0,0
Concrete,Concrete,0,0,241.1168328073805,15,Primary,Low,0,Cement,6,0
Brick,Concrete,1,1,1804.9066145716833,10,Tertiary,High,1,Cement,1,0
Wood,Tile,0,0,132.88768871154977,4,Secondary,Middle,0,Tile,0,1
Mud,Concrete,1,1,1067.9349450955276,8,Primary,Middle,1,Cement,0,1
Concrete,Tile,0,0,284.27424758691535,9,Tertiary,Low,1,Cement,4,1
Wood,Iron Sheet,1,1,23.41322146180813,13,Tertiary,High,0,Cement,5,0
Mud,Iron Sheet,1,1,844.068520255278,7,Secondary,Middle,1,Earth,0,1
Mud,Thatch,0,1,590.0814153083124,14,Tertiary,Middle,1,Cement,2,0
Brick,Iron Sheet,1,1,972.0009875952061,7,None,Low,1,Tile,2,0
Concrete,Concrete,1,1,1154.3997734691015,5,Primary,Low,0,Tile,5,0
Concrete,Iron Sheet,0,1,87.47814461789471,4,Primary,High,1,Cement,2,0
Brick,Tile,1,0,246.00659024749126,14,Tertiary,Low,1,Cement,4,1
Brick,Iron Sheet,0,1,1117.2847929008508,10,Tertiary,High,0,Cement,1,0
Concrete,Thatch,0,0,686.3347063453165,1,None,Middle,0,Tile,3,0
Concrete,Iron Sheet,1,0,1458.3469750988959,10,Secondary,High,0,Tile,0,0
Wood,Tile,1,1,1304.5832971838793,10,Tertiary,High,0,Earth,3,0
Wood,Tile,1,0,1691.2087259798136,7,Tertiary,High,0,Earth,1,0
Brick,Concrete,1,1,1384.9856533384507,1,Tertiary,Middle,1,Earth,1,0
Wood,Iron Sheet,1,0,859.8621547802962,1,Tertiary,Low,1,Tile,4,0
Mud,Tile,1,1,1345.9332447888648,5,Primary,Middle,1,Earth,2,1
Wood,Thatch,1,0,550.762348510837,13,Tertiary,Low,0,Cement,2,1
Wood,Concrete,0,1,612.6269975564254,9,Primary,High,1,Cement,1,0
Mud,Thatch,1,1,1577.9703198415866,6,Tertiary,High,0,Tile,4,0
Brick,Iron Sheet,0,1,892.8390328031644,3,Secondary,High,0,Earth,4,0
Mud,Iron Sheet,1,1,1596.760681036705,13,None,High,1,Cement,5,0
Wood,Iron Sheet,1,0,1644.8447473365568,3,Secondary,High,0,Tile,6,0
Brick,Concrete,0,1,1715.1246753225676,7,Tertiary,Low,0,Earth,0,0
Wood,Tile,1,0,1833.2704716824146,6,Tertiary,Low,1,Cement,6,0
Mud,Concrete,1,0,861.9704410265924,9,Tertiary,High,0,Earth,2,0
Mud,Thatch,0,0,637.7336366422777,6,Secondary,Middle,0,Tile,1,1
Wood,Concrete,1,1,1164.3974931882278,5,Tertiary,Middle,1,Earth,5,0
Concrete,Thatch,1,0,742.3448468752551,10,Secondary,High,0,Tile,3,0
Concrete,Concrete,1,0,1202.148333600466,7,Primary,Low,0,Earth,2,0
Mud,Tile,0,0,1411.1717252876492,1,None,Middle,1,Cement,0,0
Mud,Thatch,1,1,1376.8100369842737,12,None,Middle,1,Tile,4,0
Concrete,Iron Sheet,1,1,749.1057740402427,7,Secondary,Middle,1,Tile,1,0
Concrete,Iron Sheet,1,0,333.72040339750566,3,Primary,High,1,Tile,2,0
Wood,Concrete,1,1,861.0586769244151,14,Secondary,Middle,0,Earth,3,0
Wood,Iron Sheet,0,1,285.18828816381745,9,Primary,Middle,0,Earth,0,1
Concrete,Thatch,0,0,1780.1940703676166,15,Tertiary,Middle,1,Cement,0,0
Wood,Iron Sheet,1,0,691.7549214757148,6,Primary,Middle,0,Tile,5,0
Wood,Tile,1,1,308.91949444664755,9,Primary,Low,0,Tile,2,1
Brick,Tile,0,0,50.89551981150176,13,Primary,High,1,Earth,3,1
Wood,Concrete,0,1,1291.6447725729686,15,None,High,1,Earth,0,1
Mud,Thatch,1,1,1273.8046349094864,5,Primary,Low,0,Cement,1,0
Wood,Tile,0,1,681.2083331625834,7,Tertiary,Low,1,Cement,0,1
Wood,Tile,1,1,143.42377769530202,13,Tertiary,High,1,Earth,3,0
Concrete,Thatch,0,1,819.257789790464,14,Tertiary,Middle,1,Tile,4,0
Mud,Iron Sheet,0,1,622.4349901267872,4,Primary,Middle,0,Cement,4,0
Wood,Iron Sheet,0,0,1354.2412794700188,15,Secondary,High,1,Earth,5,0
Wood,Concrete,0,0,1211.5584989053807,7,Secondary,Middle,0,Earth,2,0
Brick,Iron Sheet,1,1,729.18745639508,13,Tertiary,Low,0,Tile,3,0
Wood,Thatch,0,1,435.7851085099802,1,None,Middle,0,Earth,5,0
Wood,Tile,0,1,1976.0719323111837,7,Secondary,Middle,1,Earth,6,0
Brick,Iron Sheet,1,0,908.0032423922297,8,Primary,Middle,1,Cement,0,1
Concrete,Concrete,0,1,1376.5484715604741,5,Secondary,High,1,Earth,6,0
Wood,Iron Sheet,0,0,281.10593515672156,2,Tertiary,Low,1,Earth,0,1
Brick,Thatch,1,1,971.1793993187956,5,None,Middle,1,Cement,4,0
Mud,Concrete,0,1,55.07343973893097,6,Secondary,High,0,Tile,5,0
Concrete,Iron Sheet,1,0,1010.9102358208999,12,Secondary,Middle,0,Tile,4,0
Mud,Concrete,1,0,1928.0348142354046,2,Tertiary,Low,0,Cement,1,0
Mud,Thatch,1,1,768.4134259716004,14,None,Middle,1,Cement,6,1
Brick,Tile,1,1,77.99202514982318,6,None,Low,0,Tile,6,1
Wood,Thatch,0,1,61.911581838687056,6,Tertiary,Middle,0,Tile,4,1
Brick,Thatch,1,0,775.973519893739,1,Primary,Low,1,Tile,1,1
Brick,Thatch,0,0,320.0498729263881,14,Secondary,Middle,1,Tile,0,1
Brick,Thatch,0,0,46.70419265637182,1,Primary,Low,0,Tile,5,1
Brick,Tile,0,0,1512.4272279003537,14,Secondary,Middle,0,Cement,1,1
Concrete,Tile,0,0,917.0460177637814,11,Secondary,Middle,1,Earth,5,1
Wood,Concrete,0,0,578.489543945309,10,Primary,High,1,Tile,6,1
Mud,Iron Sheet,0,1,1800.1663660329614,3,Tertiary,High,1,Tile,5,0
Mud,Tile,0,1,232.27792040105123,14,Tertiary,Low,1,Earth,6,1
Wood,Tile,0,0,1911.8376579106384,10,Secondary,Middle,0,Earth,1,0
Mud,Iron Sheet,0,1,627.9334347547057,10,Tertiary,Low,0,Earth,6,1
Wood,Tile,0,1,1776.8073446173626,15,Secondary,High,1,Earth,2,0
Mud,Thatch,1,0,1205.8857529589231,12,Tertiary,Low,0,Earth,6,1
Brick,Thatch,1,1,1653.414719482975,3,Secondary,Low,0,Earth,4,0
Mud,Iron Sheet,1,0,1968.0263264209286,4,Tertiary,High,1,Cement,1,0
Wood,Concrete,0,0,576.8108756374914,2,None,Middle,0,Earth,0,1
Wood,Concrete,1,1,1922.270970815186,9,Primary,Low,0,Earth,5,0
Wood,Iron Sheet,1,0,778.9637898048408,10,None,High,0,Cement,3,1
Wood,Iron Sheet,1,0,771.0238094738446,12,Primary,Middle,1,Earth,1,1
Wood,Thatch,0,0,680.7742085090114,11,Primary,High,1,Tile,4,1
Concrete,Concrete,0,0,1082.8152146951704,14,Secondary,Low,0,Tile,6,0
Concrete,Tile,0,0,308.2900863569742,7,Primary,Middle,1,Earth,5,1
Mud,Thatch,0,0,1107.4229707160223,7,None,Middle,1,Cement,2,1
Wood,Iron Sheet,1,0,1083.409624820008,15,None,High,1,Tile,0,1
Mud,Concrete,1,0,1523.80362520974,6,Tertiary,High,0,Cement,2,0
Wood,Tile,1,1,1667.299923875171,15,None,High,0,Tile,3,0
Wood,Tile,1,1,880.8827006248481,3,Tertiary,Middle,1,Earth,1,0
Concrete,Thatch,0,1,604.6664987029875,6,Primary,Middle,0,Cement,5,0
Concrete,Concrete,0,0,518.669794634189,15,None,Low,0,Cement,1,1
Brick,Concrete,0,0,389.24767340974387,14,Primary,Middle,0,Cement,4,1
Concrete,Iron Sheet,1,1,115.29516439804976,12,None,Low,0,Tile,1,0
Brick,Concrete,0,1,684.8959576694267,8,None,High,0,Tile,0,0
Brick,Concrete,0,1,540.4953842615665,8,Tertiary,High,1,Tile,3,0
Brick,Thatch,1,0,1932.8347717328147,11,Primary,Middle,0,Earth,2,0
Brick,Concrete,1,1,1115.4176525000878,13,None,High,0,Tile,3,0
Brick,Tile,0,1,694.554078061015,9,Secondary,High,0,Earth,5,0
Mud,Thatch,0,0,1160.935201987392,15,Primary,Middle,1,Cement,1,1
Concrete,Thatch,0,1,278.39340269139103,1,Primary,Low,1,Cement,5,0
Brick,Iron Sheet,0,0,888.0874984044058,14,Primary,Middle,1,Earth,2,1
Wood,Concrete,0,0,1252.4686428421276,1,Tertiary,Low,0,Tile,5,0
Concrete,Iron Sheet,0,0,977.7956635849027,3,Secondary,Middle,1,Earth,4,1
Concrete,Tile,1,1,803.5576013086485,3,Primary,Middle,1,Cement,3,0
Brick,Thatch,1,1,1987.6967777993964,10,None,High,1,Cement,2,0
Mud,Thatch,1,0,1760.629524297854,8,None,Middle,1,Earth,2,1
Brick,Thatch,0,1,1246.8119163188803,15,Tertiary,Middle,0,Tile,6,0
Mud,Tile,1,1,1138.7547223645656,10,None,Low,1,Tile,2,1
Wood,Tile,0,1,1241.3209596491681,1,Primary,High,1,Earth,6,0
Concrete,Iron Sheet,0,1,402.6242156448665,13,None,Low,0,Earth,0,1
Wood,Iron Sheet,1,0,790.2754865286372,2,Primary,Low,0,Tile,6,0
Mud,Iron Sheet,0,1,78.91906578179864,2,None,High,1,Cement,3,0
Mud,Concrete,0,0,951.0920749736533,3,Secondary,High,0,Earth,5,0
Wood,Thatch,1,0,1086.0491679153263,13,Tertiary,High,1,Tile,6,0
Mud,Thatch,1,1,455.49947220641917,6,Tertiary,Middle,0,Tile,2,0
Wood,Iron Sheet,1,0,1928.0576943310275,1,Secondary,High,0,Cement,3,0
Concrete,Thatch,0,1,1818.909221874484,2,Secondary,High,1,Cement,6,0
Wood,Iron Sheet,1,1,1444.2864709118116,13,Tertiary,High,0,Cement,6,0
Concrete,Concrete,1,0,1066.7732575307252,15,Secondary,Low,1,Cement,2,0
Wood,Concrete,0,0,1739.9383192953699,13,Primary,Low,0,Cement,4,0
Mud,Tile,1,0,261.3046876469258,1,None,Middle,1,Earth,4,1
Wood,Concrete,1,0,1581.0195885497699,5,Tertiary,Low,0,Tile,6,1
Mud,Iron Sheet,1,1,249.6416279336966,13,Secondary,Middle,0,Earth,4,1
Wood,Concrete,0,1,1588.421325098811,13,Primary,Low,0,Earth,1,0
Wood,Tile,0,1,551.535136502714,7,Tertiary,High,0,Earth,2,0
Brick,Thatch,0,0,1754.1811620363778,8,Secondary,Low,0,Earth,1,1
Mud,Iron Sheet,0,0,1888.0841876507957,10,Tertiary,Middle,1,Earth,3,1
Brick,Thatch,1,0,297.5919388102313,1,Secondary,Low,0,Cement,1,0
Mud,Tile,0,1,925.3512101307871,7,Tertiary,High,1,Cement,3,0
Brick,Tile,0,0,1961.9747563253702,13,Primary,Middle,1,Tile,6,0
Concrete,Tile,1,1,966.8148719462932,5,Primary,High,1,Earth,3,0
Wood,Thatch,1,0,1727.0950450290902,10,None,High,0,Tile,3,0
Mud,Thatch,1,1,1177.4630442626396,1,Tertiary,Middle,1,Cement,5,0
Mud,Thatch,0,1,750.6598158392037,3,None,High,0,Cement,1,1
Wood,Thatch,0,0,571.5671110517404,7,Tertiary,High,1,Cement,5,0
Mud,Tile,0,0,406.44618217217453,10,Secondary,Low,1,Earth,6,1
Mud,Tile,1,1,1523.5963827553944,1,Secondary,High,1,Earth,2,0
Brick,Iron Sheet,1,1,773.0810136460558,7,None,High,1,Cement,1,0
Mud,Iron Sheet,0,0,1022.5509244015024,5,Tertiary,High,1,Tile,2,1
Concrete,Thatch,1,0,984.6509600023638,1,None,High,0,Tile,2,0
Concrete,Concrete,1,1,1154.5580584662625,1,Primary,Middle,1,Cement,3,0
Wood,Concrete,1,0,1731.1542912491045,14,None,Low,1,Tile,1,1
Mud,Tile,0,1,1961.478687166859,1,None,High,0,Cement,2,0
Wood,Tile,1,1,815.1684171476339,11,Secondary,High,0,Tile,4,0
Concrete,Tile,1,0,1655.0378442126062,9,None,Middle,0,Cement,2,1
Mud,Iron Sheet,0,0,1529.0555893094354,11,Tertiary,High,1,Tile,4,0
Mud,Iron Sheet,0,0,1147.0579029111466,13,Secondary,Middle,1,Earth,1,1
Wood,Tile,1,0,1912.094287223866,3,None,Low,1,Cement,6,0
Concrete,Tile,1,0,400.94903105680555,15,Primary,Low,1,Cement,5,1
Mud,Tile,0,1,218.52842061924284,13,None,High,1,Tile,1,1
Wood,Concrete,0,1,1707.9239339108442,5,None,High,1,Cement,5,0
Concrete,Iron Sheet,1,0,878.2996332674966,11,None,High,0,Cement,5,0
Wood,Concrete,1,0,1693.9377084141208,10,Secondary,Middle,0,Cement,1,0
Brick,Concrete,1,0,1786.1804103908298,12,Tertiary,High,1,Earth,2,0
Mud,Tile,1,1,124.91518723814288,9,Primary,High,1,Earth,0,1
Brick,Tile,0,0,1766.9295259721214,6,None,Low,1,Tile,2,0
Concrete,Thatch,1,0,896.6381107388444,12,Tertiary,High,1,Earth,2,0
Brick,Thatch,1,1,1020.8649780084644,9,Tertiary,Low,1,Tile,6,0
Brick,Concrete,0,1,1253.1850221864204,8,Secondary,High,0,Earth,3,0
Concrete,Iron Sheet,1,0,1852.7652134601735,8,Primary,Low,0,Tile,3,0
Wood,Tile,0,0,38.23218885952806,1,Secondary,High,1,Earth,2,1
Brick,Tile,1,0,953.6869366356342,13,Tertiary,Low,0,Earth,4,1
Wood,Concrete,1,1,1375.4440848611214,9,Tertiary,Middle,1,Tile,6,0
Brick,Thatch,0,0,1445.413915396457,6,Tertiary,Low,1,Cement,5,0
Wood,Iron Sheet,0,0,1385.064863074216,9,Secondary,Low,1,Cement,3,0
Concrete,Thatch,1,0,268.87025881624373,3,Primary,Low,0,Earth,2,1
Brick,Thatch,1,1,598.7911767433625,12,None,High,0,Tile,6,0
Concrete,Thatch,1,1,717.4310508340269,3,Secondary,High,1,Cement,0,0
Brick,Thatch,0,0,1608.87441535901,6,Tertiary,High,0,Tile,4,0
Concrete,Tile,1,0,557.519744829106,9,Secondary,Middle,0,Cement,1,1
Concrete,Tile,0,1,421.4099277344063,7,Tertiary,Middle,1,Tile,2,0
Brick,Thatch,0,1,1914.8960380761923,14,None,Low,0,Earth,6,0
Brick,Iron Sheet,1,1,17.7265702269378,13,None,Middle,0,Tile,2,1
Brick,Concrete,0,1,1995.6417113639563,3,Primary,Low,1,Cement,5,0
Mud,Iron Sheet,1,1,1353.6425977147912,3,Tertiary,Low,1,Earth,4,0
Wood,Iron Sheet,1,1,1656.9385988982342,2,Primary,Low,0,Tile,3,0
Mud,Iron Sheet,1,1,589.2387926923864,9,Primary,Middle,1,Cement,3,0
Mud,Thatch,1,1,28.630555334119954,13,None,High,0,Earth,3,1
Concrete,Tile,1,1,1475.7390371230601,15,Secondary,Middle,1,Tile,1,0
Brick,Iron Sheet,0,0,1668.2891940013515,3,Secondary,Low,1,Cement,6,0
Wood,Thatch,0,0,1480.9522639070383,11,Primary,Low,1,Tile,4,1
Concrete,Iron Sheet,1,0,285.7005746016772,5,None,Middle,1,Tile,4,1
Mud,Iron Sheet,1,1,1506.855844513938,14,Tertiary,Low,0,Earth,3,0
Brick,Thatch,0,0,1537.845564215282,14,Secondary,Low,1,Earth,3,1
Concrete,Tile,0,1,1317.0810313401098,9,Primary,Middle,1,Cement,5,0
Brick,Tile,0,1,1532.2318655911724,8,Secondary,Middle,1,Earth,0,0
Concrete,Concrete,0,0,1691.8428793554642,2,Secondary,Middle,0,Cement,0,0
Brick,Thatch,1,1,1227.208228474917,3,Tertiary,Low,0,Tile,2,0
Mud,Concrete,1,0,177.20942793935814,2,None,Low,1,Tile,2,1
Wood,Concrete,0,0,975.2556193344217,8,Tertiary,High,1,Cement,4,0
Mud,Concrete,1,0,155.29866934321012,6,None,High,1,Tile,4,1
Wood,Tile,0,1,815.0860620648617,6,Secondary,Middle,1,Earth,1,1
Brick,Thatch,1,0,814.2129782512553,12,Primary,High,1,Tile,1,0
Concrete,Concrete,0,1,132.01968828048317,15,Tertiary,Low,1,Earth,0,0
Mud,Thatch,1,0,697.6410679389586,9,None,High,0,Cement,2,1
Wood,Thatch,0,0,221.99619758262966,8,Secondary,Low,1,Cement,0,1
Mud,Tile,0,0,1616.4704200184444,4,None,Middle,1,Tile,0,1
Wood,Concrete,1,1,1895.3760519289415,15,None,Middle,1,Tile,2,0
Mud,Concrete,0,1,144.6329505158772,12,None,Low,1,Earth,6,1
Wood,Thatch,1,1,1910.2304145834028,4,Secondary,High,1,Earth,1,0
Wood,Iron Sheet,1,0,1045.1531986734904,9,Primary,Middle,1,Tile,5,1
Brick,Tile,0,0,599.1313559077478,1,Primary,Middle,0,Tile,5,0
Wood,Tile,1,1,153.72415055232702,13,Primary,High,0,Cement,5,0
Brick,Tile,1,1,1001.2485361408357,2,None,High,0,Cement,2,0
Wood,Tile,1,1,1589.0310889814973,2,Secondary,Low,0,Cement,3,0
Concrete,Concrete,1,1,1414.1729545333963,13,None,High,0,Tile,3,0
Concrete,Concrete,1,1,100.45202292794752,13,Primary,High,0,Tile,3,0
Concrete,Iron Sheet,0,1,145.80367073580703,6,Primary,High,1,Tile,4,0
Wood,Tile,1,0,805.7465652652742,15,Secondary,Low,1,Cement,1,1
Brick,Tile,1,1,590.5809880958866,4,None,Low,1,Tile,1,0
Brick,Thatch,1,0,464.76864611209567,13,Tertiary,Middle,1,Earth,6,1
Wood,Concrete,1,0,562.0089978174271,11,Tertiary,Low,1,Tile,6,0
Concrete,Tile,1,1,1606.9654865937694,10,Primary,Middle,1,Tile,4,0
Concrete,Iron Sheet,0,1,1858.4561072637077,13,Secondary,High,0,Tile,0,0
Brick,Iron Sheet,1,0,810.2053890551329,3,None,Middle,1,Tile,6,0
Concrete,Concrete,0,1,1812.2220042649942,3,None,Middle,0,Tile,5,0
Mud,Iron Sheet,0,1,642.991402495764,3,Primary,High,0,Earth,3,0
Brick,Iron Sheet,0,0,952.8739726875832,6,Primary,Middle,1,Earth,5,1
Concrete,Concrete,0,0,452.05799563199946,14,None,Low,1,Tile,3,1
Brick,Tile,1,0,1280.952084351688,8,None,Low,1,Cement,5,1
Mud,Tile,0,1,1957.9622303496178,11,Primary,Low,1,Tile,0,1
Brick,Iron Sheet,0,0,1206.9861920867572,7,None,Low,1,Tile,5,0
Brick,Iron Sheet,1,1,715.6281682270977,14,Tertiary,Middle,1,Tile,5,0
Brick,Tile,1,0,1295.6348919810569,4,Primary,Middle,1,Cement,2,0
Brick,Concrete,1,0,245.84135693077513,11,None,High,0,Cement,5,0
Mud,Iron Sheet,0,0,1777.3181605307973,12,Primary,Middle,1,Cement,2,0
Wood,Thatch,1,1,1006.1679015596727,4,Secondary,Middle,1,Earth,1,1
Brick,Concrete,1,1,898.6994840792842,11,Primary,Middle,0,Cement,4,0
Brick,Iron Sheet,0,0,1171.7295769070383,10,Primary,High,1,Earth,5,0
Concrete,Iron Sheet,1,0,1249.5677255788048,15,Secondary,Low,1,Earth,1,1
Brick,Thatch,1,0,143.55161245302605,11,Tertiary,Middle,0,Cement,6,0
Concrete,Thatch,1,1,1365.234442446805,11,None,High,1,Cement,6,0
Wood,Tile,1,0,483.86336063105915,14,Secondary,High,1,Cement,2,0
Mud,Concrete,0,1,1427.9052650131796,11,Primary,High,1,Earth,5,1
Mud,Concrete,1,0,1645.0695887683935,2,None,Low,1,Tile,5,1
Wood,Tile,1,0,1607.9170151050405,14,Secondary,Middle,1,Cement,0,1
Mud,Concrete,0,0,1105.0019348157782,1,None,High,1,Cement,1,1
Wood,Concrete,1,0,1040.3397846215023,9,None,Low,0,Cement,3,0
Wood,Concrete,0,0,285.75192267882346,12,Secondary,High,1,Earth,3,1
Wood,Concrete,1,0,1550.692300806271,15,None,High,1,Earth,0,1
Mud,Concrete,0,1,542.8187608934287,12,Tertiary,High,0,Tile,2,0
Concrete,Thatch,0,0,993.3908456358931,2,Secondary,High,0,Cement,3,0
Wood,Concrete,0,1,568.5481858550335,13,Tertiary,High,1,Earth,3,0
Brick,Thatch,0,0,267.65672599938625,8,Primary,Low,0,Tile,6,1
Mud,Concrete,1,0,1259.115393783473,15,None,Middle,1,Cement,6,1
Wood,Tile,0,1,108.66406964580766,9,Primary,Middle,1,Earth,4,0
Wood,Iron Sheet,1,0,1497.2904682524,4,Primary,Middle,0,Cement,1,0
Brick,Thatch,0,1,635.1735905222333,8,None,Middle,1,Cement,2,1
Concrete,Concrete,0,1,0.26938600897064013,9,Secondary,Low,1,Earth,5,1
Concrete,Tile,0,0,1022.2582784744596,10,None,Low,0,Earth,1,1
Concrete,Iron Sheet,1,1,93.70381705520626,10,Primary,Low,0,Earth,2,1
Wood,Thatch,0,1,552.3391156417989,5,Primary,High,0,Cement,3,0
Wood,Iron Sheet,1,0,1413.9529749114324,13,Secondary,High,0,Cement,4,0
Wood,Tile,1,1,125.37924324373174,14,None,High,1,Tile,1,0
Mud,Thatch,1,0,1678.6769847120047,7,Primary,Middle,0,Cement,3,0
Brick,Iron Sheet,1,0,7.639845317166216,10,Tertiary,High,0,Earth,2,0
Wood,Concrete,1,0,493.6477384038045,4,Primary,Middle,0,Cement,1,1
Brick,Thatch,1,0,1481.808112304143,1,Primary,High,0,Tile,5,0
Brick,Iron Sheet,1,1,632.5402994586136,3,Secondary,Middle,0,Tile,1,0
Concrete,Tile,1,0,203.78477613202705,5,Tertiary,High,1,Earth,3,0
Mud,Tile,1,0,720.4678376008558,3,Primary,High,0,Earth,1,0
Wood,Thatch,0,1,540.7865727690511,12,Primary,Low,1,Tile,5,1
Concrete,Iron Sheet,0,0,1685.4238043211099,13,Tertiary,High,0,Tile,4,0
Concrete,Thatch,0,0,626.6958351702863,11,None,High,0,Tile,4,0
Wood,Thatch,0,1,1577.8649435520144,7,None,Low,0,Earth,3,1
Brick,Iron Sheet,0,1,1783.7442896214695,12,Primary,Middle,0,Tile,2,0
Concrete,Iron Sheet,1,1,867.634839153059,9,Primary,Low,0,Tile,3,0
Brick,Concrete,1,1,1819.886287708784,15,None,Low,0,Earth,4,0
Mud,Iron Sheet,1,1,754.6361079263856,12,Secondary,Middle,0,Cement,0,0
Brick,Tile,1,1,1928.1568329802164,6,Tertiary,High,0,Cement,0,0
Mud,Thatch,1,1,178.57904905114586,13,Tertiary,Middle,1,Tile,1,0
Brick,Thatch,1,0,1374.0385330064855,10,Secondary,High,0,Cement,5,0
Concrete,Tile,1,1,987.6280809138574,1,Secondary,High,1,Cement,6,0
Concrete,Iron Sheet,0,1,775.2976109112941,7,Secondary,Middle,0,Cement,6,0
Mud,Tile,0,1,1265.423757497202,15,Secondary,Low,1,Cement,6,1
Wood,Tile,0,0,1407.7141832686623,3,Secondary,Middle,0,Tile,1,0
Mud,Concrete,0,0,8.726539300618175,5,Secondary,High,0,Cement,0,1
Mud,Tile,1,1,333.9061774943974,10,Tertiary,Middle,0,Cement,4,0
Brick,Thatch,1,1,1426.0921012686374,4,Secondary,Middle,1,Earth,1,0
Brick,Tile,1,1,1332.770827156413,10,None,High,1,Tile,6,0
Mud,Thatch,0,0,1932.0950102573545,5,Secondary,Low,1,Earth,6,1
Concrete,Thatch,1,0,1522.075580501566,5,Secondary,Middle,1,Earth,3,1
Brick,Thatch,1,1,1901.5454154626761,6,Tertiary,High,0,Tile,6,0
Wood,Iron Sheet,1,0,1405.0810030696139,14,Tertiary,High,0,Cement,5,0
Brick,Concrete,0,1,596.1044172788863,10,Secondary,Middle,0,Earth,6,0
Brick,Thatch,1,0,210.72984450171296,12,Tertiary,Low,1,Tile,3,1
Wood,Thatch,0,0,1563.6477266898712,10,Primary,Middle,0,Cement,6,0
Mud,Iron Sheet,0,1,1288.298442951832,13,Tertiary,Low,1,Tile,5,0
Wood,Thatch,0,1,96.37202478659246,13,Tertiary,Low,1,Earth,4,1
Mud,Tile,0,1,720.1009318019567,11,Tertiary,Low,1,Cement,1,0
Mud,Tile,1,1,1913.5996309685722,6,Tertiary,Low,1,Cement,5,0
Mud,Concrete,0,0,1000.8022914204024,8,None,Middle,1,Tile,3,1
Wood,Thatch,0,0,865.4582720394093,8,None,High,0,Cement,1,1
Mud,Iron Sheet,1,0,915.399210318588,11,None,High,1,Earth,1,1
Concrete,Tile,1,1,417.7654480103274,9,Secondary,High,1,Earth,3,0
Wood,Iron Sheet,0,0,737.4143417295904,8,Secondary,High,0,Earth,0,1
Concrete,Iron Sheet,1,1,739.6265119743532,13,Primary,High,1,Tile,6,0
Mud,Tile,0,0,104.7100403749448,11,None,High,1,Cement,5,1
Brick,Iron Sheet,0,1,1535.1352570358365,2,Secondary,Middle,0,Cement,3,0
Mud,Tile,0,1,833.008863807758,14,Tertiary,Low,0,Cement,4,0
Concrete,Iron Sheet,0,0,1644.3597736328466,14,Tertiary,High,0,Earth,2,0
Concrete,Tile,1,1,1700.6960022397907,12,None,Middle,1,Cement,3,0
Wood,Thatch,0,1,423.9881093973161,10,Primary,High,0,Earth,6,0
Brick,Concrete,1,0,1314.7069643402572,12,Primary,High,0,Cement,6,0
Wood,Tile,1,1,944.5636083259634,11,Tertiary,Low,0,Earth,1,0
Concrete,Tile,1,1,1760.31347584297,15,Primary,Low,1,Cement,1,0
Mud,Concrete,1,1,431.4813583529082,1,None,Low,0,Tile,3,1
Brick,Tile,0,0,1355.6264006200884,10,Tertiary,High,1,Tile,2,0
Mud,Tile,1,0,1215.504244505445,2,Secondary,High,1,Earth,3,1
Mud,Iron Sheet,0,1,590.6029551436656,2,Secondary,High,0,Earth,2,1
Brick,Concrete,1,0,273.20180730234523,12,Primary,Low,1,Cement,2,1
Wood,Thatch,1,1,1303.2795209545532,3,Tertiary,Middle,1,Cement,6,0
Mud,Tile,0,1,1477.1949162646613,10,Tertiary,High,0,Tile,6,0
Concrete,Concrete,0,1,631.2546875267,7,Secondary,High,1,Cement,6,0
Mud,Iron Sheet,0,1,1289.6652080446277,2,Tertiary,High,0,Earth,4,0
