battery_soc,vehicle_speed_kmh,road_incline_deg,ambient_temp_c,engine_load_pct,altitude_m,trip_duration_min,avg_speed_last_5min,elevation_gain_m,generator_rpm,efficiency_ratio_kwh_per_l,optimal_trigger_soc,generator_active
15.75,22.44,13.87,7.79,30.98,140.06,158.45,74.96,109.69,3925.62,2.5,49.84,1
56.22806479818737,51.02,14.97,18.01,63.51,1061.72,47.26,91.2,357.05,3030.65,2.5,51.73,0
12.35,124.26,0.37,35.93,12.35,1497.93,98.59,101.3,368.96,1503.15,2.5,41.79,1
79.35,104.93,14.09,25.93,41.94,2120.68,108.63,119.46,122.46,2891.87,2.5,54.77,0
56.7,0.0,5.88,-5.05,16.66,366.81,135.15,0.0,340.65,2396.82,2.5,42.34,0
68.64,122.37,-7.56,1.68,86.11,2354.23,16.31,90.6,49.53,2996.28,2.5,51.81,0
37.962348860885214,47.36,-2.37,18.0,21.24,777.47,151.56,42.68,234.07,3902.3,2.5,36.75,0
6.95,122.51,5.95,-0.47,64.55,675.5,31.77,109.43,91.66,3726.23,2.5,54.11,1
69.38,0.0,-11.04,-4.33,97.37,2038.35,151.38,0.0,373.25,3251.72,2.5,44.9,0
49.54,74.97,-1.1,5.32,25.78,464.81,4.94,51.27,484.93,2039.1,2.5,40.91,0
64.9,29.82,8.2,30.64,31.17,1148.49,174.5,3.56,110.88,3216.12,2.5,40.98,0
67.33,21.49,11.58,17.88,73.7,1636.38,97.46,7.53,279.56,3760.61,2.5,43.1,0
23.35,8.74,-14.99,6.42,60.97,251.45,89.25,87.42,452.2,3904.0,2.5,49.93,1
64.43,0.17,5.88,-2.13,36.15,1439.72,95.76,89.79,60.42,3027.02,2.5,39.05,0
27.5,5.46,-12.77,34.03,60.73,1979.24,12.04,10.83,25.49,1776.71,2.597,42.0,1
51.4,50.43,4.27,3.52,66.37,742.81,37.66,34.51,82.68,1782.17,2.7465,42.05,0
51.03,95.69,-12.22,35.17,76.42,2172.95,89.4,65.66,166.11,2351.48,2.5602,51.36,1
21.33,125.4,0.71,39.12,88.65,1411.62,59.69,117.1,44.8,2047.5,2.8483,42.5,1
59.64,61.85,10.46,30.52,17.57,195.46,45.7,91.3,253.29,1833.1,2.5,49.3,0
57.84,98.47,2.61,27.28,75.22,1896.88,24.55,123.05,415.41,2282.43,2.9859,40.7,0
88.07,55.48,13.91,-6.79,71.76,354.27,107.37,42.14,197.15,3253.65,2.5,59.1,0
40.48,108.37,14.07,2.27,71.07,1659.31,77.76,1.86,178.61,1975.83,2.5649,59.16,1
43.51,76.33,-7.94,-2.27,73.51,261.34,41.77,118.05,99.11,3462.0,2.5,52.72,1
54.817019177624594,0.0,10.85,-7.56,37.02,63.77,41.42,0.0,56.78,2571.31,2.5,49.92,0
92.44,53.69,9.35,2.65,85.91,1943.23,5.42,98.31,368.03,2032.95,2.5,46.47,0
75.68,125.75,-0.4,19.65,25.59,514.94,4.56,92.4,250.57,3900.62,2.5,43.96,0
81.5,53.88,-8.57,0.08,64.19,1241.65,158.24,19.6,368.27,3879.14,2.5,47.99,0
91.83,124.98,-0.57,5.87,89.69,125.09,19.74,71.29,38.18,1537.54,2.5232,46.51,0
30.22,38.82,-5.74,-5.6,48.61,845.13,51.39,12.76,138.49,3088.25,2.5,45.92,1
70.56,29.2,-7.71,15.3,88.63,1602.82,37.53,108.33,37.45,2468.01,2.5542,39.42,0
50.84,127.81,3.55,29.12,48.23,2291.17,152.93,97.23,345.87,2076.07,2.6833,44.42,0
58.04,22.72,-13.14,25.36,93.06,658.17,21.33,94.93,372.73,2643.42,2.5183,47.07,0
88.0,46.72,0.65,-0.52,37.02,1754.95,36.9,24.99,479.64,3008.43,2.5,36.87,0
64.98,71.91,-11.57,24.94,48.24,2388.62,102.79,23.85,413.52,2740.43,2.5,47.4,0
30.372866528905806,6.8,-0.95,27.78,68.92,1602.87,36.55,82.36,282.4,2133.06,3.1042,28.72,0
31.19,0.0,11.61,-5.76,71.13,934.93,91.94,0.0,258.36,3161.8,2.5,48.37,1
16.51,27.19,5.6,17.11,72.15,559.16,14.09,77.52,292.54,2336.22,3.033,38.74,1
19.79,31.15,-3.51,0.45,77.6,1005.02,136.31,60.51,57.5,2098.49,2.85,39.62,1
35.79,92.66,-1.37,44.45,11.25,1613.78,173.69,91.82,253.28,3713.61,2.5,39.11,1
68.84,74.5,1.49,-6.46,92.51,2492.91,91.9,69.04,457.09,2502.5,2.5,41.98,0
32.83,112.7,-0.5,3.23,61.31,2160.3,45.53,26.42,226.45,2929.63,2.5507,41.99,1
55.41,125.02,0.88,27.14,21.16,1910.73,21.94,102.11,289.11,3093.75,2.5,41.66,0
28.38,61.63,-7.18,36.19,88.33,2322.82,89.94,87.22,243.23,1996.75,2.5027,41.08,1
49.626195585822806,49.01,-12.02,20.47,36.49,1654.06,11.53,116.57,374.53,2683.15,2.5,46.77,0
43.87,93.86,4.98,26.37,65.52,1428.41,96.76,86.32,374.24,3510.33,2.6936,43.95,1
34.08660177121628,50.3,1.4,31.65,94.55,2026.59,73.09,15.31,351.71,2735.17,2.6155,33.43,0
23.78,116.62,6.82,12.7,61.18,2346.37,12.21,47.15,370.86,2970.92,2.5171,46.95,1
88.41,125.87,0.38,26.39,67.24,509.16,7.42,123.89,209.28,3108.74,3.0102,43.96,0
16.08,74.77,9.03,14.89,76.67,832.34,37.47,110.73,467.94,1668.49,2.6944,47.8,1
7.69,96.57,2.52,23.11,73.48,2446.45,34.14,3.95,167.23,2789.68,2.7902,39.27,1
41.47,28.13,6.26,2.02,61.86,1985.22,142.22,90.25,29.82,3109.92,2.5,39.98,0
54.39,0.0,11.01,-1.93,73.33,2141.83,65.63,0.0,106.44,2938.71,2.5,43.7,0
79.73,91.68,1.06,22.0,65.09,1124.92,83.42,104.94,233.78,2563.66,2.9793,39.6,0
71.02,49.05,13.37,37.25,75.11,1548.59,174.87,49.75,65.36,2260.28,2.7101,48.61,0
75.47,6.25,-0.31,22.71,50.79,2054.28,37.4,74.25,34.13,3648.02,2.5,26.98,0
72.91,44.96,-2.58,6.21,47.8,1895.53,100.85,18.85,102.29,3514.73,2.5,36.01,0
70.82,105.35,-0.35,13.26,85.79,365.91,41.93,110.25,469.53,3082.72,2.6962,41.84,0
38.06,104.3,0.11,40.95,33.62,2322.2,144.74,95.57,377.96,2902.23,2.5,37.52,0
54.15465699722435,17.06,12.02,-4.73,27.73,188.56,99.52,73.19,256.97,3015.03,2.5,51.91,0
47.56750249488666,43.58,9.21,39.98,98.66,483.59,112.97,40.39,453.16,3860.37,2.5,45.11,0
77.2,121.03,0.46,-4.8,65.21,472.87,78.4,109.64,163.46,2855.51,2.7448,49.49,0
87.45,58.32,7.1,22.61,15.72,756.09,34.41,91.43,68.06,1885.75,2.5,43.74,0
47.75223323695266,81.7,-6.35,33.39,12.91,2137.43,8.76,49.99,142.36,2639.45,2.5,42.77,0
68.7,116.59,9.77,44.41,60.84,2320.7,111.51,69.72,432.98,3512.22,2.5,50.54,0
92.84,19.37,-4.48,26.25,99.14,1194.25,139.27,105.97,117.68,1836.74,2.5898,35.22,0
68.24,87.6,8.12,19.9,22.16,2065.52,156.31,43.1,314.84,3870.05,2.5,45.72,0
19.85,70.07,12.74,20.14,43.96,76.2,88.72,115.69,444.87,1647.73,2.5,53.22,1
55.42,102.1,-0.76,-0.4,88.19,1100.9,98.68,116.46,141.13,3354.21,2.5,44.65,0
37.25,114.97,-0.31,36.85,30.37,2244.7,77.71,10.67,486.06,3317.93,2.5,39.15,1
45.48,124.38,-0.42,24.65,72.48,1162.44,144.61,115.07,423.99,2918.7,2.9192,42.53,0
78.28,118.66,5.27,12.91,89.7,1408.18,110.32,73.0,459.52,3966.32,2.5,47.2,0
94.68,9.04,-8.21,36.9,95.77,1014.81,106.85,32.85,332.8,1677.94,2.5,38.87,0
84.95,80.61,10.33,-4.11,55.13,2230.06,100.04,50.16,37.06,3141.53,2.5,52.88,0
73.11,113.0,-0.57,42.98,43.41,1603.61,68.98,129.9,200.99,2242.75,2.7222,40.52,0
52.4,83.66,-2.62,44.19,94.09,816.59,167.57,44.54,298.51,3226.57,2.5,41.16,0
40.28,60.17,-1.46,13.47,97.47,114.87,170.5,78.69,163.08,1521.32,2.6257,38.46,0
33.96,78.96,-4.14,18.26,89.24,2061.39,129.06,87.72,192.7,3895.49,2.5,39.96,1
48.84,59.35,10.96,33.72,62.33,1286.02,51.41,89.05,256.72,3129.02,2.6005,47.43,0
50.678700560435885,9.62,14.72,23.24,21.73,1247.47,81.09,20.35,37.61,3712.92,2.5,46.28,0
42.96707114640962,27.57,5.92,29.43,52.46,21.4,126.71,127.28,453.1,1910.44,2.9188,40.24,0
56.94,72.87,9.98,39.07,15.63,2091.16,77.75,78.51,194.97,1715.03,2.5,46.2,0
78.58,103.87,-0.12,13.37,52.63,1622.75,132.4,101.39,361.09,1653.68,2.6787,38.88,0
81.71,67.62,13.23,17.35,70.14,124.12,69.4,20.14,402.81,2638.18,2.82,53.43,0
18.85,106.51,0.91,-1.2,45.28,2115.02,12.22,97.14,217.96,2910.12,2.5,43.63,1
69.75,28.09,2.07,38.44,79.51,1079.68,48.67,85.9,168.58,3597.7,2.5864,33.57,0
50.23,37.64,14.97,43.35,35.09,288.58,153.55,88.16,418.91,3304.82,2.5,51.73,1
69.09,53.27,-3.35,-4.84,52.67,1690.02,29.83,54.98,27.21,2814.35,2.5332,42.72,0
42.65,104.35,0.6,38.15,13.77,1314.26,142.01,123.81,207.01,2224.7,2.5,40.13,0
71.08,0.0,-2.21,-2.28,81.78,878.09,30.1,0.0,458.97,3204.79,2.5,35.81,0
18.17,109.55,-0.85,29.68,48.71,651.0,59.45,101.67,261.76,3619.05,2.5945,42.36,1
70.71,83.85,8.39,18.47,82.47,1266.2,122.7,75.35,1.8,3085.22,2.5278,47.21,0
13.24,56.45,-12.62,20.86,46.32,212.81,145.53,61.3,19.55,2420.11,2.629,51.23,1
47.87,25.79,8.81,-3.57,11.15,834.69,170.95,129.71,365.4,3459.26,2.5,47.31,0
71.56,0.0,9.59,-2.05,25.72,164.37,157.76,0.0,29.7,1700.18,2.5,46.0,0
29.27,113.94,-12.65,8.51,39.62,2206.89,135.9,81.41,433.43,2537.88,2.5,54.51,1
8.18,25.51,7.46,35.51,83.88,1400.43,86.53,60.88,430.11,3061.75,2.5094,39.09,1
57.41966326755225,77.38,14.07,30.5,91.25,728.89,65.43,104.68,440.37,1665.22,2.5,54.35,0
80.68,60.69,-3.9,16.44,20.52,989.71,38.73,38.65,196.65,2130.03,2.5,39.7,0
27.83,86.46,2.56,-0.64,58.48,2464.11,10.05,88.33,82.44,1873.76,2.556,42.38,1
52.31,100.53,-0.27,-0.18,80.36,475.41,110.01,114.41,416.71,3176.23,2.6204,45.04,0
19.5,26.9,6.27,43.27,53.94,968.82,1.47,31.81,359.1,1751.01,2.6588,38.69,1
9.62,9.33,0.33,32.01,82.13,1368.6,106.23,13.11,92.81,3283.32,2.595,28.74,1
89.09,68.06,12.61,10.45,14.96,1406.82,17.75,33.52,285.88,3603.6,2.5,50.17,0
67.23,109.87,13.15,-1.79,10.66,1541.22,175.21,88.86,474.26,1932.08,2.5,60.09,0
64.07,27.38,-11.18,20.35,93.88,703.47,81.62,6.78,111.43,2039.51,2.5357,45.17,0
8.31,6.22,-3.7,33.0,56.66,299.13,28.46,60.93,1.58,3056.22,2.7113,34.56,1
31.57,116.51,-0.34,-1.26,93.0,1489.23,54.02,127.34,120.54,2683.19,2.5153,45.38,1
5.88,75.62,5.28,-3.51,36.05,917.92,90.62,40.13,404.33,2890.55,2.5,48.63,1
82.58,91.25,-0.63,23.79,36.08,596.9,72.98,109.18,210.84,3306.4,2.5779,40.09,0
89.34,100.37,-0.03,27.64,76.96,1051.26,54.57,92.52,225.39,3041.82,2.8779,39.51,0
87.11,111.41,0.25,-3.93,94.85,132.93,172.01,49.67,79.87,3451.66,2.5,48.46,0
51.69486998050522,70.72,-8.26,1.38,59.99,310.47,167.85,127.09,54.89,2262.23,2.8202,50.9,0
46.34,92.7,3.9,33.04,41.38,912.94,98.81,85.98,57.59,2518.12,2.6672,43.55,0
89.71,112.86,0.53,41.62,79.56,1463.17,31.99,124.47,197.36,3364.4,2.5286,40.73,0
28.35,119.14,0.84,11.97,53.21,690.64,140.19,90.44,222.86,2087.35,2.9124,43.37,1
67.79,68.47,-11.47,23.49,10.92,1531.82,28.82,54.0,255.42,3326.63,2.5,48.6,0
13.01,52.88,-0.47,-9.75,54.94,1728.19,54.67,106.09,188.38,2169.26,2.6202,41.11,1
5.97,50.09,-11.28,14.43,13.69,480.88,99.41,78.64,438.09,3043.98,2.5,48.35,1
70.05,68.96,-3.07,33.2,73.88,914.78,1.62,3.95,286.35,3541.66,2.6391,39.81,0
89.72,13.65,6.91,29.97,31.52,778.71,152.75,9.67,301.94,2945.62,2.5,38.31,0
58.64,52.54,-12.01,-2.42,37.97,1532.82,35.43,128.18,470.5,2517.86,2.5,52.38,0
42.28,124.23,13.85,26.67,83.41,1562.88,118.35,39.62,171.75,2918.41,2.5,57.83,1
68.77,92.28,5.98,-3.44,71.5,1690.68,110.75,108.54,472.42,1797.6,2.589,49.82,0
63.24,103.59,-9.79,9.94,32.58,1131.99,37.31,36.21,368.54,3435.28,2.5,51.46,0
20.19,109.37,14.89,0.92,84.4,2057.66,151.59,8.84,441.17,3193.08,2.5,60.0,1
44.43,73.47,10.66,15.91,57.59,1608.47,57.12,104.29,332.69,1634.69,2.5,48.05,1
86.02,24.43,7.95,31.46,48.66,1619.83,159.61,99.49,77.45,2498.31,2.5189,39.12,0
60.769546827479786,57.18,13.95,-6.03,75.99,70.97,84.04,13.91,358.28,3080.0,2.5,59.61,0
16.43,105.24,-4.07,34.15,38.44,2372.85,54.5,23.28,143.9,3344.26,2.5,42.28,1
27.41,0.0,6.44,-8.9,15.43,1411.03,92.62,0.0,137.09,3665.47,2.5,42.47,1
27.67,9.96,-7.89,-5.62,61.65,313.79,115.42,61.77,160.04,3555.54,2.5,46.24,1
10.78,32.48,12.97,39.68,17.5,916.56,96.3,105.88,298.88,3478.01,2.5,47.48,1
47.045544306893504,119.87,0.76,10.86,94.27,669.49,6.34,106.33,120.62,2193.47,2.7799,43.4,0
34.62,129.08,-0.07,2.25,52.46,1653.36,54.02,121.35,392.17,2543.94,2.7485,44.77,1
78.35,40.44,-2.33,32.49,39.84,1019.44,24.1,74.09,494.64,3088.02,2.5341,35.42,0
67.31,12.18,5.44,38.98,76.22,1168.18,156.68,44.17,420.9,1738.54,2.8844,35.6,0
61.41,71.21,-1.25,-4.94,21.45,201.13,27.08,11.75,142.77,2815.77,2.5,45.29,0
79.43,53.52,-11.91,6.06,10.6,2030.73,145.44,77.42,409.65,1823.07,2.5,47.98,0
9.54,102.09,5.39,44.03,58.52,2171.23,95.6,2.98,320.9,3247.98,2.5,43.91,1
33.1,67.46,-2.32,-6.78,83.71,2160.36,69.39,37.84,323.36,3535.5,2.5,42.96,1
5.02,4.26,-5.64,1.35,93.45,1640.1,157.04,118.7,30.54,3753.67,2.5,37.44,1
27.72,110.79,10.3,28.45,31.66,2069.15,83.67,56.52,226.06,3219.07,2.5,51.01,1
93.26,25.19,-5.39,-5.21,27.17,131.43,141.02,26.74,363.0,2048.26,2.5,45.2,0
93.81,129.78,-0.93,44.22,85.19,468.16,2.98,101.13,226.98,2664.87,2.7821,45.15,0
73.69,81.77,-4.87,33.6,93.26,1443.43,5.26,26.97,135.39,1617.69,2.5,42.39,0
7.75,117.25,14.96,-0.83,50.23,2488.41,178.18,115.72,160.3,2076.11,2.5,60.84,1
15.96,64.93,12.24,25.92,17.63,119.12,89.42,116.13,277.45,3162.47,2.5,51.94,1
58.65,124.16,-8.57,36.75,78.92,2186.71,71.25,36.74,201.07,3807.43,2.5,50.24,0
7.08,117.91,-8.49,6.61,72.8,796.21,94.73,22.11,434.89,3168.79,2.5518,53.56,1
57.7,89.76,3.03,32.7,58.72,1902.48,99.63,104.77,434.04,2641.34,2.8305,40.19,0
61.42,58.05,-11.13,-9.69,98.0,725.24,166.01,128.86,362.25,2864.29,2.5,56.48,0
57.63369115106847,111.84,-9.63,1.23,10.06,1632.68,121.65,8.79,123.74,1873.38,2.5,54.7,0
28.38,112.19,0.42,-1.24,36.13,1493.27,46.39,127.52,119.42,3401.63,2.5,44.96,1
26.63,31.83,-3.95,6.8,44.98,534.15,31.71,88.67,362.16,1500.24,2.5,38.62,1
91.85,107.85,-0.64,36.81,34.69,2447.07,92.93,94.21,86.21,1708.69,2.5,38.32,0
26.02,118.6,-0.51,17.17,19.25,2279.27,20.69,125.48,111.75,3251.72,2.5,39.74,1
19.98,0.0,5.05,-7.33,88.97,294.93,34.1,0.0,2.51,2773.56,2.5,42.4,1
43.385125267885456,116.26,0.99,38.19,42.77,901.26,49.59,20.22,494.86,3259.24,2.5,42.8,0
37.83,104.38,-14.47,39.36,58.96,983.85,128.11,59.21,246.0,3153.72,2.5,57.44,1
81.38,102.45,-0.61,40.59,35.38,1924.56,137.6,128.89,392.48,3953.31,2.5,38.7,0
19.36,57.21,12.22,33.14,75.69,1462.09,107.5,97.02,364.37,3692.04,2.5,48.34,1
41.79,52.77,8.74,11.08,14.18,2284.99,65.06,129.19,120.49,3269.74,2.5,42.01,1
55.3,113.1,-10.9,23.31,31.98,1219.23,28.51,68.35,84.11,2922.99,2.5,53.69,0
66.03,12.89,-12.83,35.23,61.57,610.57,141.22,56.23,314.35,3828.61,2.5,45.66,0
24.86,99.95,-12.77,9.56,28.45,218.07,48.99,78.06,195.66,2820.53,2.5,56.6,1
29.81,68.76,5.47,0.23,64.45,952.21,34.85,4.54,138.73,3862.1,2.5,46.5,1
81.5,121.52,14.8,44.83,45.24,233.67,96.83,30.7,223.81,3424.58,2.5,61.31,0
46.665916587411715,116.61,5.76,28.86,36.11,1948.08,150.2,79.71,44.91,2971.79,2.5,46.47,0
38.26,101.27,0.38,-1.38,20.76,2428.88,140.29,95.31,214.7,2420.21,2.5,41.84,1
48.81,30.53,-6.63,32.8,92.15,1695.11,124.41,27.44,488.26,2371.61,2.615,38.09,0
34.29,0.0,-0.97,-8.31,11.62,2184.75,18.48,0.0,150.81,3335.26,2.5,34.12,0
77.13,0.0,-1.61,-4.42,12.92,1902.67,18.24,0.0,139.24,2849.04,2.5,33.89,0
79.96,0.0,-3.81,-5.21,27.8,1135.63,128.96,0.0,55.66,2104.99,2.5,38.38,0
82.08,0.0,3.09,-8.91,34.45,1746.54,70.02,0.0,238.83,2359.23,2.5,37.78,0
32.99,49.67,-5.23,1.94,22.27,58.8,174.06,49.17,89.61,3452.83,2.5,45.11,1
10.0,90.04,9.78,42.73,76.23,1120.11,141.71,42.31,264.46,2006.47,2.6489,49.89,1
11.99,19.8,-1.81,9.07,24.98,1396.23,170.64,88.45,156.65,3997.12,2.5,32.04,1
19.0,87.77,1.17,24.9,75.32,928.07,43.51,4.21,227.41,3277.28,2.7633,39.68,1
46.56,111.86,-0.39,27.38,15.74,1527.23,168.72,91.93,166.05,3317.5,2.5,40.32,0
52.89,78.92,7.93,37.09,93.43,1359.94,127.27,92.49,173.88,3831.28,2.5,45.9,0
14.1,0.0,-12.7,-8.18,62.87,1460.91,168.7,0.0,239.69,3739.38,2.5,49.59,1
41.87,86.75,-0.84,21.18,49.69,1494.34,69.13,96.06,24.73,3348.85,2.5802,38.03,0
82.91,118.58,-9.06,42.29,24.3,778.19,41.99,47.69,3.79,2760.91,2.5,53.0,0
42.4,113.83,-0.22,-0.53,55.14,2302.15,33.61,94.88,457.04,2029.02,2.6286,43.01,1
79.96,32.78,13.01,34.12,20.64,322.38,115.57,104.44,93.78,2232.19,2.5,48.75,0
85.55,29.0,-12.44,7.34,32.62,1202.11,146.86,36.31,223.64,3375.78,2.5,46.93,0
70.17,5.18,-7.11,7.54,97.41,2032.88,138.99,5.6,430.5,2275.26,2.5,36.05,0
92.82,8.72,9.79,10.65,48.4,2370.0,177.77,16.49,148.61,2263.3,2.5045,38.01,0
52.97,118.63,0.31,36.23,17.47,1574.36,144.28,116.56,140.54,2533.38,2.5,40.91,0
88.06,29.12,7.1,36.71,18.48,35.91,58.31,93.7,403.28,3612.72,2.5,41.81,0
26.7,98.48,-4.9,6.18,29.98,695.71,91.1,98.67,486.41,2228.97,2.5,47.38,1
58.24,71.12,-11.93,-2.89,76.87,749.52,76.53,92.21,139.63,2653.99,2.5756,56.18,0
79.01,44.72,-6.62,25.2,16.12,341.71,157.43,65.1,489.88,3325.61,2.5,42.42,0
41.15,75.42,8.8,21.0,71.34,1330.58,93.33,66.44,119.36,3822.74,2.5,46.6,1
44.82,65.5,-2.22,43.02,82.22,2.69,19.24,12.59,349.71,2344.59,2.9574,40.22,0
54.91,66.92,-11.53,20.88,68.37,2352.37,151.32,46.45,481.14,2994.62,2.5,46.85,0
45.397591351019734,94.58,-0.27,2.03,75.42,714.9,177.39,42.19,428.52,2346.81,2.8501,43.0,0
10.23,105.77,12.2,30.91,37.83,951.42,20.91,97.21,190.5,1613.22,2.5,54.94,1
75.57,56.04,-6.89,1.7,97.22,114.61,122.91,120.7,78.52,1537.28,2.5,47.82,0
73.71,78.4,1.42,42.51,94.74,1079.59,51.52,63.58,97.76,2593.34,2.5088,38.59,0
33.05295344532762,32.41,1.01,9.23,13.63,2394.09,72.27,19.1,377.88,3606.21,2.5,30.47,0
45.17,30.75,-3.47,43.47,14.39,905.69,155.96,44.62,276.36,1924.44,2.5,35.9,0
44.52,104.16,0.23,43.62,49.71,1895.41,57.08,108.82,68.44,3389.78,2.5,38.5,0
70.31,18.25,-2.37,17.11,93.56,1249.4,60.16,42.36,257.67,3946.81,2.5,32.45,0
20.52,38.72,-2.35,11.74,22.05,1035.58,70.15,17.19,38.11,2654.16,2.5,35.22,1
38.56822832813411,10.95,-6.34,32.85,79.55,1608.81,82.18,126.49,235.56,3590.87,2.5,35.65,0
64.33,109.0,-0.59,-8.39,32.39,746.93,175.92,111.86,287.13,3683.9,2.5,49.15,0
27.14,71.08,-3.92,42.86,49.76,1601.38,107.76,5.15,111.07,3606.62,2.5,39.7,1
24.36,90.4,-3.19,21.66,62.22,1180.04,158.63,117.55,456.38,3075.36,2.8172,41.9,1
52.76,86.38,13.78,32.15,86.54,2255.3,170.59,79.65,33.56,3379.57,2.5,51.99,0
94.33,98.31,10.12,-4.78,65.76,1283.59,175.36,17.76,138.67,3296.51,2.5,56.83,0
47.63,20.08,6.11,-4.35,79.35,2196.95,111.69,19.16,175.97,1721.66,2.5,41.0,0
20.77,100.18,0.52,15.29,71.4,892.53,46.28,94.05,433.45,2523.85,3.0957,40.4,1
78.53,119.74,-0.5,17.5,38.18,574.45,111.2,92.23,420.24,3434.37,2.5387,43.27,0
93.78,16.01,9.08,35.68,75.13,841.9,124.91,92.04,25.11,3674.18,2.5102,41.06,0
57.16,62.86,9.44,20.91,96.71,1538.43,99.43,126.34,230.94,1774.52,2.5,45.5,0
16.32,73.16,5.66,-6.26,86.68,1539.3,36.18,127.91,197.69,1724.08,2.5,48.66,1
5.11,11.51,11.38,10.09,21.22,2163.51,54.16,95.71,390.48,3611.33,2.5,40.66,1
31.35,129.84,0.33,-9.58,68.82,861.3,60.47,104.0,472.39,3205.29,2.5417,51.49,1
23.33,128.12,-5.7,23.88,87.17,532.39,40.8,40.25,90.41,2718.17,2.7187,50.56,1
48.016327534671305,65.93,-2.79,-5.4,78.06,786.79,67.41,13.94,95.89,2965.53,2.5732,45.54,0
56.25370164994988,126.21,8.73,29.16,26.07,751.7,128.88,59.09,342.15,2028.32,2.5,53.54,0
68.31,41.59,-7.01,6.17,21.37,280.04,80.01,123.23,369.84,1669.47,2.5,44.18,0
11.2,49.68,-10.49,23.11,59.05,866.88,11.63,48.37,441.54,3712.07,2.5,46.59,1
16.62,114.75,-0.9,35.76,30.84,434.45,21.0,119.84,410.41,1887.96,2.619,43.45,1
9.93,99.29,-11.59,28.02,34.75,425.15,6.8,33.08,10.74,3296.77,2.5,54.51,1
76.13,30.96,12.07,-7.56,40.33,2479.98,52.55,11.23,494.13,2430.34,2.5,50.12,0
7.34,71.86,-7.67,-0.31,25.16,101.14,82.11,39.27,415.82,2936.41,2.5,51.42,1
67.01,68.41,12.72,36.91,75.78,849.98,81.14,126.88,75.65,1810.1,2.7067,51.46,0
53.64,112.06,-0.66,43.16,72.35,198.22,5.8,108.03,346.7,1531.9,2.9457,43.33,0
79.54,65.42,8.95,38.25,69.37,1078.44,59.14,49.93,355.07,3884.44,2.5,46.13,0
25.17,33.24,7.71,-7.52,87.9,16.42,116.34,30.44,299.98,1530.25,2.5,50.06,1
59.24,64.19,11.55,13.13,62.49,2208.0,141.44,65.66,392.84,2508.02,2.6975,46.85,0
51.47,35.42,4.19,44.64,62.44,2304.21,54.03,58.32,282.28,3163.74,2.5,34.51,0
53.555248003088835,11.03,13.68,-6.7,22.67,881.69,18.56,74.09,143.23,1902.66,2.5,52.61,0
37.28,108.44,0.21,-9.66,72.16,1553.15,100.69,128.1,222.37,3777.35,2.5,47.52,1
7.39,76.87,-0.39,38.84,87.31,911.99,108.96,97.36,292.17,2192.37,2.8441,37.51,1
20.84,15.36,9.77,37.7,91.21,1000.35,177.84,28.02,387.67,2929.12,2.5266,41.5,1
27.83,47.15,-3.81,31.99,96.26,2215.16,14.01,59.7,186.8,3255.05,2.5,35.58,1
71.02,0.0,7.19,-8.04,63.03,2327.53,61.79,0.0,304.57,3599.25,2.5,41.19,0
86.32,45.77,-2.41,16.27,45.31,1176.72,60.38,60.84,249.87,2083.45,2.7649,35.82,0
72.69,116.96,1.28,2.19,85.26,578.8,128.71,72.81,411.59,1654.16,2.6303,47.0,0
55.16,116.48,0.74,-1.95,20.79,1252.69,97.7,92.2,399.89,3777.35,2.5,46.6,0
25.16,71.19,-1.64,44.88,80.91,2126.49,131.6,60.83,182.82,2749.74,2.7531,35.93,1
39.65,116.63,-3.61,19.71,37.85,1417.18,141.26,114.29,240.16,3362.83,2.5,44.95,1
85.55,26.37,7.16,4.61,20.76,421.86,51.26,38.28,239.09,3193.64,2.5,42.95,0
56.76,42.85,-3.58,-5.84,82.1,1753.26,151.46,52.99,407.74,2881.36,2.5,42.07,0
42.019863827933,42.38,-6.01,30.38,57.36,1728.76,2.62,8.77,195.05,2451.67,2.8369,38.64,0
75.72,113.92,0.57,38.45,92.59,400.45,44.79,103.03,102.59,2652.05,2.639,43.03,0
8.72,116.69,-0.21,30.28,99.74,623.21,85.1,108.49,409.99,3276.75,2.5601,42.47,1
20.21,60.8,0.38,36.99,85.96,1511.64,27.73,81.17,325.17,2608.69,2.75,34.45,1
54.81,106.97,0.75,0.03,36.93,1889.94,58.48,117.42,479.2,2388.28,2.5,43.45,0
75.2,67.75,-8.36,32.93,24.49,500.07,134.18,55.13,379.35,2021.74,2.503,46.85,0
62.85,110.3,-0.95,41.1,63.08,1249.35,18.34,110.58,235.36,3620.03,2.5928,41.37,0
61.6,85.7,10.85,-5.84,66.47,1229.06,95.63,72.28,482.96,2947.86,2.5,56.79,0
62.06,30.9,11.51,23.63,46.03,2119.42,159.82,81.76,302.55,3208.34,2.5,43.14,0
38.78,2.87,0.32,29.97,29.95,1839.89,179.26,63.92,338.97,3741.15,2.5,27.04,0
72.31,98.39,13.86,-4.06,11.27,567.62,18.55,92.6,74.64,1664.89,2.5,62.47,0
78.57,102.75,9.65,13.53,31.14,647.83,118.45,112.01,361.43,2384.66,2.5,52.14,0
21.1,9.25,-13.09,20.02,79.4,573.44,66.4,4.92,360.81,3372.76,2.5235,45.63,1
72.23,129.52,0.15,1.01,24.96,402.25,4.65,111.94,316.02,2166.03,2.5,47.92,0
