date,city,daily_cardiac_admissions
2017-05-23,Los Angeles,168
2017-05-24,Los Angeles,285
2017-05-25,Los Angeles,220
2017-05-26,Los Angeles,237
2017-05-27,Los Angeles,277
2017-05-28,Los Angeles,421
2017-05-29,Los Angeles,318
2017-05-30,Los Angeles,385
2017-05-31,Los Angeles,125
2017-06-01,Los Angeles,346
2017-06-02,Los Angeles,301
2017-06-03,Los Angeles,151
2017-06-04,Los Angeles,281
2017-06-05,Los Angeles,0
2017-06-06,Los Angeles,350
2017-06-07,Los Angeles,44
2017-06-08,Los Angeles,0
2017-06-09,Los Angeles,54
2017-06-10,Los Angeles,90
2017-06-11,Los Angeles,315
2017-06-12,Los Angeles,488
2017-06-13,Los Angeles,287
2017-06-14,Los Angeles,207
2017-06-15,Los Angeles,270
2017-06-16,Los Angeles,143
2017-06-17,Los Angeles,0
2017-06-18,Los Angeles,570
2017-06-19,Los Angeles,434
2017-06-20,Los Angeles,258
2017-06-21,Los Angeles,109
2017-06-22,Los Angeles,402
2017-06-23,Los Angeles,36
2017-06-24,Los Angeles,210
2017-06-25,Los Angeles,343
2017-06-26,Los Angeles,402
2017-06-27,Los Angeles,139
2017-06-28,Los Angeles,128
2017-06-29,Los Angeles,318
2017-06-30,Los Angeles,297
2017-07-01,Los Angeles,115
2017-07-02,Los Angeles,121
2017-07-03,Los Angeles,254
2017-07-04,Los Angeles,243
2017-07-05,Los Angeles,123
2017-07-06,Los Angeles,300
2017-07-07,Los Angeles,262
2017-07-08,Los Angeles,329
2017-07-09,Los Angeles,285
2017-07-10,Los Angeles,0
2017-07-11,Los Angeles,131
2017-07-12,Los Angeles,0
2017-07-13,Los Angeles,109
2017-07-14,Los Angeles,119
2017-07-15,Los Angeles,49
2017-07-16,Los Angeles,168
2017-07-17,Los Angeles,560
2017-07-18,Los Angeles,392
2017-07-19,Los Angeles,143
2017-07-20,Los Angeles,0
2017-07-21,Los Angeles,152
2017-07-22,Los Angeles,112
2017-07-23,Los Angeles,0
2017-07-24,Los Angeles,303
2017-07-25,Los Angeles,246
2017-07-26,Los Angeles,78
2017-07-27,Los Angeles,80
2017-07-28,Los Angeles,47
2017-07-29,Los Angeles,85
2017-07-30,Los Angeles,95
2017-07-31,Los Angeles,272
2017-08-01,Los Angeles,223
2017-08-02,Los Angeles,116
2017-08-03,Los Angeles,496
2017-08-04,Los Angeles,132
2017-08-05,Los Angeles,153
2017-08-06,Los Angeles,149
2017-08-07,Los Angeles,64
2017-08-08,Los Angeles,204
2017-08-09,Los Angeles,0
2017-08-10,Los Angeles,122
2017-08-11,Los Angeles,201
2017-08-12,Los Angeles,86
2017-08-13,Los Angeles,80
2017-08-14,Los Angeles,69
2017-08-15,Los Angeles,191
2017-08-16,Los Angeles,0
2017-08-17,Los Angeles,221
2017-08-18,Los Angeles,210
2017-08-19,Los Angeles,315
2017-08-20,Los Angeles,176
2017-08-21,Los Angeles,135
2017-08-22,Los Angeles,345
2017-08-23,Los Angeles,0
2017-08-24,Los Angeles,0
2017-08-25,Los Angeles,109
2017-08-26,Los Angeles,45
2017-08-27,Los Angeles,122
2017-08-28,Los Angeles,240
2017-08-29,Los Angeles,133
2017-08-30,Los Angeles,234
2017-08-31,Los Angeles,67
2017-09-01,Los Angeles,2
2017-09-02,Los Angeles,51
2017-09-03,Los Angeles,127
2017-09-04,Los Angeles,340
2017-09-05,Los Angeles,106
2017-09-06,Los Angeles,0
2017-09-07,Los Angeles,90
2017-09-08,Los Angeles,106
2017-09-09,Los Angeles,77
2017-09-10,Los Angeles,0
2017-09-11,Los Angeles,45
2017-09-12,Los Angeles,78
2017-09-13,Los Angeles,395
2017-09-14,Los Angeles,93
2017-09-15,Los Angeles,113
2017-09-16,Los Angeles,103
2017-09-17,Los Angeles,27
2017-09-18,Los Angeles,193
2017-09-19,Los Angeles,124
2017-09-20,Los Angeles,103
2017-09-21,Los Angeles,32
2017-09-22,Los Angeles,60
2017-09-23,Los Angeles,198
2017-09-24,Los Angeles,299
2017-09-25,Los Angeles,59
2017-09-26,Los Angeles,245
2017-09-27,Los Angeles,222
2017-09-28,Los Angeles,0
2017-09-29,Los Angeles,139
2017-09-30,Los Angeles,102
2017-10-01,Los Angeles,268
2017-10-02,Los Angeles,56
2017-10-03,Los Angeles,142
2017-10-04,Los Angeles,0
2017-10-05,Los Angeles,168
2017-10-06,Los Angeles,275
2017-10-07,Los Angeles,109
2017-10-08,Los Angeles,150
2017-10-09,Los Angeles,108
2017-10-10,Los Angeles,48
2017-10-11,Los Angeles,73
2017-10-12,Los Angeles,82
2017-10-13,Los Angeles,52
2017-10-14,Los Angeles,0
2017-10-15,Los Angeles,37
2017-10-16,Los Angeles,0
2017-10-17,Los Angeles,118
2017-10-18,Los Angeles,20
2017-10-19,Los Angeles,4
2017-10-20,Los Angeles,0
2017-10-21,Los Angeles,180
2017-10-22,Los Angeles,0
2017-10-23,Los Angeles,118
2017-10-24,Los Angeles,171
2017-10-25,Los Angeles,90
2017-10-26,Los Angeles,0
2017-10-27,Los Angeles,0
2017-10-28,Los Angeles,115
2017-10-29,Los Angeles,168
2017-10-30,Los Angeles,107
2017-10-31,Los Angeles,0
2017-11-01,Los Angeles,107
2017-11-02,Los Angeles,62
2017-11-03,Los Angeles,41
2017-11-04,Los Angeles,92
2017-11-05,Los Angeles,0
2017-11-06,Los Angeles,89
2017-11-07,Los Angeles,97
2017-11-08,Los Angeles,73
2017-11-09,Los Angeles,334
2017-11-10,Los Angeles,237
2017-11-11,Los Angeles,0
2017-11-12,Los Angeles,29
2017-11-13,Los Angeles,95
2017-11-14,Los Angeles,93
2017-11-15,Los Angeles,0
2017-11-16,Los Angeles,0
2017-11-17,Los Angeles,149
2017-11-18,Los Angeles,36
2017-11-19,Los Angeles,391
2017-11-20,Los Angeles,0
2017-11-21,Los Angeles,112
2017-11-22,Los Angeles,0
2017-11-23,Los Angeles,112
2017-11-24,Los Angeles,29
2017-11-25,Los Angeles,153
2017-11-26,Los Angeles,112
2017-11-27,Los Angeles,75
2017-11-28,Los Angeles,154
2017-11-29,Los Angeles,198
2017-11-30,Los Angeles,11
2017-12-01,Los Angeles,198
2017-12-02,Los Angeles,72
2017-12-03,Los Angeles,219
2017-12-04,Los Angeles,0
2017-12-05,Los Angeles,0
2017-12-06,Los Angeles,133
2017-12-07,Los Angeles,0
2017-12-08,Los Angeles,0
2017-12-09,Los Angeles,17
2017-12-10,Los Angeles,0
2017-12-11,Los Angeles,40
2017-12-12,Los Angeles,141
2017-12-13,Los Angeles,0
2017-12-14,Los Angeles,398
2017-12-15,Los Angeles,162
2017-12-16,Los Angeles,0
2017-12-17,Los Angeles,177
2017-12-18,Los Angeles,116
2017-12-19,Los Angeles,132
2017-12-20,Los Angeles,0
2017-12-21,Los Angeles,144
2017-12-22,Los Angeles,389
2017-12-23,Los Angeles,75
2017-12-24,Los Angeles,450
2017-12-25,Los Angeles,202
2017-12-26,Los Angeles,0
2017-12-27,Los Angeles,0
2017-12-28,Los Angeles,0
2017-12-29,Los Angeles,280
2017-12-30,Los Angeles,185
2017-12-31,Los Angeles,31
2018-01-01,Los Angeles,0
2018-01-02,Los Angeles,6
2018-01-03,Los Angeles,294
2018-01-04,Los Angeles,375
2018-01-05,Los Angeles,290
2018-01-06,Los Angeles,0
2018-01-07,Los Angeles,144
2018-01-08,Los Angeles,0
2018-01-09,Los Angeles,202
2018-01-10,Los Angeles,90
2018-01-11,Los Angeles,83
2018-01-12,Los Angeles,404
2018-01-13,Los Angeles,58
2018-01-14,Los Angeles,286
2018-01-15,Los Angeles,0
2018-01-16,Los Angeles,386
2018-01-17,Los Angeles,68
2018-01-18,Los Angeles,0
2018-01-19,Los Angeles,220
2018-01-20,Los Angeles,379
2018-01-21,Los Angeles,182
2018-01-22,Los Angeles,0
2018-01-23,Los Angeles,171
2018-01-24,Los Angeles,178
2018-01-25,Los Angeles,140
2018-01-26,Los Angeles,238
2018-01-27,Los Angeles,10
2018-01-28,Los Angeles,389
2018-01-29,Los Angeles,293
2018-01-30,Los Angeles,124
2018-01-31,Los Angeles,180
2018-02-01,Los Angeles,197
2018-02-02,Los Angeles,105
2018-02-03,Los Angeles,0
2018-02-04,Los Angeles,63
2018-02-05,Los Angeles,0
2018-02-06,Los Angeles,299
2018-02-07,Los Angeles,216
2018-02-08,Los Angeles,200
2018-02-09,Los Angeles,392
2018-02-10,Los Angeles,462
2018-02-11,Los Angeles,252
2018-02-12,Los Angeles,289
2018-02-13,Los Angeles,296
2018-02-14,Los Angeles,266
2018-02-15,Los Angeles,176
2018-02-16,Los Angeles,276
2018-02-17,Los Angeles,0
2018-02-18,Los Angeles,188
2018-02-19,Los Angeles,145
2018-02-20,Los Angeles,294
2018-02-21,Los Angeles,367
2018-02-22,Los Angeles,176
2018-02-23,Los Angeles,499
2018-02-24,Los Angeles,506
2018-02-25,Los Angeles,270
2018-02-26,Los Angeles,99
2018-02-27,Los Angeles,278
2018-02-28,Los Angeles,356
2018-03-01,Los Angeles,306
2018-03-02,Los Angeles,380
2018-03-03,Los Angeles,200
2018-03-04,Los Angeles,0
2018-03-05,Los Angeles,424
2018-03-06,Los Angeles,40
2018-03-07,Los Angeles,586
2018-03-08,Los Angeles,100
2018-03-09,Los Angeles,331
2018-03-10,Los Angeles,465
2018-03-11,Los Angeles,322
2018-03-12,Los Angeles,297
2018-03-13,Los Angeles,463
2018-03-14,Los Angeles,327
2018-03-15,Los Angeles,368
2018-03-16,Los Angeles,174
2018-03-17,Los Angeles,384
2018-03-18,Los Angeles,219
2018-03-19,Los Angeles,95
2018-03-20,Los Angeles,670
2018-03-21,Los Angeles,244
2018-03-22,Los Angeles,387
2018-03-23,Los Angeles,543
2018-03-24,Los Angeles,443
2018-03-25,Los Angeles,538
2018-03-26,Los Angeles,203
2018-03-27,Los Angeles,166
2018-03-28,Los Angeles,180
2018-03-29,Los Angeles,135
2018-03-30,Los Angeles,0
2018-03-31,Los Angeles,168
2018-04-01,Los Angeles,252
2018-04-02,Los Angeles,553
2018-04-03,Los Angeles,159
2018-04-04,Los Angeles,278
2018-04-05,Los Angeles,374
2018-04-06,Los Angeles,137
2018-04-07,Los Angeles,0
2018-04-08,Los Angeles,271
2018-04-09,Los Angeles,649
2018-04-10,Los Angeles,194
2018-04-11,Los Angeles,332
2018-04-12,Los Angeles,332
2018-04-13,Los Angeles,300
2018-04-14,Los Angeles,375
2018-04-15,Los Angeles,3
2018-04-16,Los Angeles,397
2018-04-17,Los Angeles,286
2018-04-18,Los Angeles,256
2018-04-19,Los Angeles,176
2018-04-20,Los Angeles,206
2018-04-21,Los Angeles,421
2018-04-22,Los Angeles,199
2018-04-23,Los Angeles,532
2018-04-24,Los Angeles,653
2018-04-25,Los Angeles,372
2018-04-26,Los Angeles,605
2018-04-27,Los Angeles,530
2018-04-28,Los Angeles,188
2018-04-29,Los Angeles,0
2018-04-30,Los Angeles,327
2018-05-01,Los Angeles,313
2018-05-02,Los Angeles,312
2018-05-03,Los Angeles,529
2018-05-04,Los Angeles,241
2018-05-05,Los Angeles,224
2018-05-06,Los Angeles,258
2018-05-07,Los Angeles,506
2018-05-08,Los Angeles,251
2018-05-09,Los Angeles,354
2018-05-10,Los Angeles,156
2018-05-11,Los Angeles,264
2018-05-12,Los Angeles,135
2018-05-13,Los Angeles,377
2018-05-14,Los Angeles,178
2018-05-15,Los Angeles,440
2018-05-16,Los Angeles,273
2018-05-17,Los Angeles,150
2018-05-18,Los Angeles,280
2018-05-19,Los Angeles,516
2018-05-20,Los Angeles,289
2018-05-21,Los Angeles,469
2018-05-22,Los Angeles,0
2018-05-23,Los Angeles,364
2018-05-24,Los Angeles,309
2018-05-25,Los Angeles,140
2018-05-26,Los Angeles,398
2018-05-27,Los Angeles,681
2018-05-28,Los Angeles,342
2018-05-29,Los Angeles,574
2018-05-30,Los Angeles,400
2018-05-31,Los Angeles,241
2018-06-01,Los Angeles,708
2018-06-02,Los Angeles,215
2018-06-03,Los Angeles,247
2018-06-04,Los Angeles,0
2018-06-05,Los Angeles,385
2018-06-06,Los Angeles,463
2018-06-07,Los Angeles,145
2018-06-08,Los Angeles,212
2018-06-09,Los Angeles,76
2018-06-10,Los Angeles,127
2018-06-11,Los Angeles,170
2018-06-12,Los Angeles,261
2018-06-13,Los Angeles,192
2018-06-14,Los Angeles,19
2018-06-15,Los Angeles,376
2018-06-16,Los Angeles,0
2018-06-17,Los Angeles,0
2018-06-18,Los Angeles,80
2018-06-19,Los Angeles,40
2018-06-20,Los Angeles,397
2018-06-21,Los Angeles,158
2018-06-22,Los Angeles,255
2018-06-23,Los Angeles,329
2018-06-24,Los Angeles,235
2018-06-25,Los Angeles,48
2018-06-26,Los Angeles,198
2018-06-27,Los Angeles,558
2018-06-28,Los Angeles,116
2018-06-29,Los Angeles,116
2018-06-30,Los Angeles,297
2018-07-01,Los Angeles,112
2018-07-02,Los Angeles,77
2018-07-03,Los Angeles,427
2018-07-04,Los Angeles,248
2018-07-05,Los Angeles,221
2018-07-06,Los Angeles,416
2018-07-07,Los Angeles,0
2018-07-08,Los Angeles,419
2018-07-09,Los Angeles,248
2018-07-10,Los Angeles,263
2018-07-11,Los Angeles,187
2018-07-12,Los Angeles,135
2018-07-13,Los Angeles,137
2018-07-14,Los Angeles,164
2018-07-15,Los Angeles,274
2018-07-16,Los Angeles,276
2018-07-17,Los Angeles,398
2018-07-18,Los Angeles,40
2018-07-19,Los Angeles,166
2018-07-20,Los Angeles,257
2018-07-21,Los Angeles,300
2018-07-22,Los Angeles,191
2018-07-23,Los Angeles,155
2018-07-24,Los Angeles,74
2018-07-25,Los Angeles,264
2018-07-26,Los Angeles,0
2018-07-27,Los Angeles,398
2018-07-28,Los Angeles,56
2018-07-29,Los Angeles,400
2018-07-30,Los Angeles,12
2018-07-31,Los Angeles,310
2018-08-01,Los Angeles,54
2018-08-02,Los Angeles,223
2018-08-03,Los Angeles,259
2018-08-04,Los Angeles,255
2018-08-05,Los Angeles,129
2018-08-06,Los Angeles,307
2018-08-07,Los Angeles,174
2018-08-08,Los Angeles,145
2018-08-09,Los Angeles,178
2018-08-10,Los Angeles,129
2018-08-11,Los Angeles,0
2018-08-12,Los Angeles,239
2018-08-13,Los Angeles,256
2018-08-14,Los Angeles,92
2018-08-15,Los Angeles,180
2018-08-16,Los Angeles,179
2018-08-17,Los Angeles,39
2018-08-18,Los Angeles,131
2018-08-19,Los Angeles,146
2018-08-20,Los Angeles,176
2018-08-21,Los Angeles,0
2018-08-22,Los Angeles,44
2018-08-23,Los Angeles,151
2018-08-24,Los Angeles,184
2018-08-25,Los Angeles,0
2018-08-26,Los Angeles,295
2018-08-27,Los Angeles,214
2018-08-28,Los Angeles,177
2018-08-29,Los Angeles,0
2018-08-30,Los Angeles,94
2018-08-31,Los Angeles,129
2018-09-01,Los Angeles,120
2018-09-02,Los Angeles,38
2018-09-03,Los Angeles,56
2018-09-04,Los Angeles,295
2018-09-05,Los Angeles,0
2018-09-06,Los Angeles,249
2018-09-07,Los Angeles,19
2018-09-08,Los Angeles,0
2018-09-09,Los Angeles,86
2018-09-10,Los Angeles,54
2018-09-11,Los Angeles,34
2018-09-12,Los Angeles,73
2018-09-13,Los Angeles,34
2018-09-14,Los Angeles,90
2018-09-15,Los Angeles,85
2018-09-16,Los Angeles,0
2018-09-17,Los Angeles,142
2018-09-18,Los Angeles,46
2018-09-19,Los Angeles,95
2018-09-20,Los Angeles,208
2018-09-21,Los Angeles,61
2018-09-22,Los Angeles,96
2018-09-23,Los Angeles,323
2018-09-24,Los Angeles,138
2018-09-25,Los Angeles,195
2018-09-26,Los Angeles,0
2018-09-27,Los Angeles,104
2018-09-28,Los Angeles,0
2018-09-29,Los Angeles,181
2018-09-30,Los Angeles,208
2018-10-01,Los Angeles,127
2018-10-02,Los Angeles,0
2018-10-03,Los Angeles,0
2018-10-04,Los Angeles,182
2018-10-05,Los Angeles,101
2018-10-06,Los Angeles,0
2018-10-07,Los Angeles,75
2018-10-08,Los Angeles,104
2018-10-09,Los Angeles,53
2018-10-10,Los Angeles,162
2018-10-11,Los Angeles,16
2018-10-12,Los Angeles,79
2018-10-13,Los Angeles,19
2018-10-14,Los Angeles,102
2018-10-15,Los Angeles,32
2018-10-16,Los Angeles,103
2018-10-17,Los Angeles,240
2018-10-18,Los Angeles,270
2018-10-19,Los Angeles,0
2018-10-20,Los Angeles,47
2018-10-21,Los Angeles,119
2018-10-22,Los Angeles,155
2018-10-23,Los Angeles,0
2018-10-24,Los Angeles,0
2018-10-25,Los Angeles,0
2018-10-26,Los Angeles,58
2018-10-27,Los Angeles,170
2018-10-28,Los Angeles,115
2018-10-29,Los Angeles,98
2018-10-30,Los Angeles,0
2018-10-31,Los Angeles,233
2018-11-01,Los Angeles,0
2018-11-02,Los Angeles,109
2018-11-03,Los Angeles,0
2018-11-04,Los Angeles,69
2018-11-05,Los Angeles,102
2018-11-06,Los Angeles,12
2018-11-07,Los Angeles,0
2018-11-08,Los Angeles,115
2018-11-09,Los Angeles,99
2018-11-10,Los Angeles,123
2018-11-11,Los Angeles,123
2018-11-12,Los Angeles,79
2018-11-13,Los Angeles,59
2018-11-14,Los Angeles,202
2018-11-15,Los Angeles,85
2018-11-16,Los Angeles,144
2018-11-17,Los Angeles,264
2018-11-18,Los Angeles,0
2018-11-19,Los Angeles,0
2018-11-20,Los Angeles,127
2018-11-21,Los Angeles,345
2018-11-22,Los Angeles,296
2018-11-23,Los Angeles,133
2018-11-24,Los Angeles,14
2018-11-25,Los Angeles,173
2018-11-26,Los Angeles,0
2018-11-27,Los Angeles,197
2018-11-28,Los Angeles,220
2018-11-29,Los Angeles,0
2018-11-30,Los Angeles,162
2018-12-01,Los Angeles,131
2018-12-02,Los Angeles,84
2018-12-03,Los Angeles,135
2018-12-04,Los Angeles,232
2018-12-05,Los Angeles,172
2018-12-06,Los Angeles,87
2018-12-07,Los Angeles,0
2018-12-08,Los Angeles,220
2018-12-09,Los Angeles,136
2018-12-10,Los Angeles,34
2018-12-11,Los Angeles,215
2018-12-12,Los Angeles,147
2018-12-13,Los Angeles,63
2018-12-14,Los Angeles,206
2018-12-15,Los Angeles,190
2018-12-16,Los Angeles,0
2018-12-17,Los Angeles,0
2018-12-18,Los Angeles,187
2018-12-19,Los Angeles,100
2018-12-20,Los Angeles,5
2018-12-21,Los Angeles,0
2018-12-22,Los Angeles,0
2018-12-23,Los Angeles,330
2018-12-24,Los Angeles,112
2018-12-25,Los Angeles,126
2018-12-26,Los Angeles,77
2018-12-27,Los Angeles,0
2018-12-28,Los Angeles,153
2018-12-29,Los Angeles,167
2018-12-30,Los Angeles,203
2018-12-31,Los Angeles,195
2019-01-01,Los Angeles,60
2019-01-02,Los Angeles,0
2019-01-03,Los Angeles,467
2019-01-04,Los Angeles,292
2019-01-05,Los Angeles,347
2019-01-06,Los Angeles,0
2019-01-07,Los Angeles,245
2019-01-08,Los Angeles,0
2019-01-09,Los Angeles,79
2019-01-10,Los Angeles,0
2019-01-11,Los Angeles,0
2019-01-12,Los Angeles,0
2019-01-13,Los Angeles,265
2019-01-14,Los Angeles,31
2019-01-15,Los Angeles,183
2019-01-16,Los Angeles,243
2019-01-17,Los Angeles,310
2019-01-18,Los Angeles,28
2019-01-19,Los Angeles,0
2019-01-20,Los Angeles,212
2019-01-21,Los Angeles,245
2019-01-22,Los Angeles,0
2019-01-23,Los Angeles,189
2019-01-24,Los Angeles,371
2019-01-25,Los Angeles,347
2019-01-26,Los Angeles,120
2019-01-27,Los Angeles,322
2019-01-28,Los Angeles,24
2019-01-29,Los Angeles,130
2019-01-30,Los Angeles,117
2019-01-31,Los Angeles,391
2019-02-01,Los Angeles,109
2019-02-02,Los Angeles,250
2019-02-03,Los Angeles,200
2019-02-04,Los Angeles,350
2019-02-05,Los Angeles,328
2019-02-06,Los Angeles,218
2019-02-07,Los Angeles,10
2019-02-08,Los Angeles,317
2019-02-09,Los Angeles,66
2019-02-10,Los Angeles,241
2019-02-11,Los Angeles,403
2019-02-12,Los Angeles,438
2019-02-13,Los Angeles,0
2019-02-14,Los Angeles,202
2019-02-15,Los Angeles,3
2019-02-16,Los Angeles,0
2019-02-17,Los Angeles,470
2019-02-18,Los Angeles,306
2019-02-19,Los Angeles,529
2019-02-20,Los Angeles,0
2019-02-21,Los Angeles,0
2019-02-22,Los Angeles,599
2019-02-23,Los Angeles,516
2019-02-24,Los Angeles,136
2019-02-25,Los Angeles,312
2019-02-26,Los Angeles,217
2019-02-27,Los Angeles,203
2019-02-28,Los Angeles,140
2019-03-01,Los Angeles,324
2019-03-02,Los Angeles,156
2019-03-03,Los Angeles,334
2019-03-04,Los Angeles,37
2019-03-05,Los Angeles,517
2019-03-06,Los Angeles,0
2019-03-07,Los Angeles,255
2019-03-08,Los Angeles,132
2019-03-09,Los Angeles,444
2019-03-10,Los Angeles,147
2019-03-11,Los Angeles,536
2019-03-12,Los Angeles,86
2019-03-13,Los Angeles,347
2019-03-14,Los Angeles,615
2019-03-15,Los Angeles,189
2019-03-16,Los Angeles,190
2019-03-17,Los Angeles,107
2019-03-18,Los Angeles,15
2019-03-19,Los Angeles,171
2019-03-20,Los Angeles,203
2019-03-21,Los Angeles,0
2019-03-22,Los Angeles,460
2019-03-23,Los Angeles,487
2019-03-24,Los Angeles,313
2019-03-25,Los Angeles,268
2019-03-26,Los Angeles,400
2019-03-27,Los Angeles,43
2019-03-28,Los Angeles,68
2019-03-29,Los Angeles,352
2019-03-30,Los Angeles,486
2019-03-31,Los Angeles,364
2019-04-01,Los Angeles,266
2019-04-02,Los Angeles,409
2019-04-03,Los Angeles,308
2019-04-04,Los Angeles,0
2019-04-05,Los Angeles,329
2019-04-06,Los Angeles,214
2019-04-07,Los Angeles,32
2019-04-08,Los Angeles,545
2019-04-09,Los Angeles,466
2019-04-10,Los Angeles,138
2019-04-11,Los Angeles,214
2019-04-12,Los Angeles,437
2019-04-13,Los Angeles,216
2019-04-14,Los Angeles,402
2019-04-15,Los Angeles,232
2019-04-16,Los Angeles,408
2019-04-17,Los Angeles,210
2019-04-18,Los Angeles,283
2019-04-19,Los Angeles,387
2019-04-20,Los Angeles,488
2019-04-21,Los Angeles,71
2019-04-22,Los Angeles,580
2019-04-23,Los Angeles,407
2019-04-24,Los Angeles,116
2019-04-25,Los Angeles,0
2019-04-26,Los Angeles,242
2019-04-27,Los Angeles,186
2019-04-28,Los Angeles,187
2019-04-29,Los Angeles,395
2019-04-30,Los Angeles,476
2019-05-01,Los Angeles,308
2019-05-02,Los Angeles,0
2019-05-03,Los Angeles,509
2019-05-04,Los Angeles,359
2019-05-05,Los Angeles,170
2019-05-06,Los Angeles,413
2019-05-07,Los Angeles,171
2019-05-08,Los Angeles,438
2019-05-09,Los Angeles,184
2019-05-10,Los Angeles,206
2019-05-11,Los Angeles,101
2019-05-12,Los Angeles,396
2019-05-13,Los Angeles,341
2019-05-14,Los Angeles,397
2019-05-15,Los Angeles,374
2019-05-16,Los Angeles,349
2019-05-17,Los Angeles,292
2019-05-18,Los Angeles,74
2019-05-19,Los Angeles,0
2019-05-20,Los Angeles,367
2019-05-21,Los Angeles,398
2019-05-22,Los Angeles,467
2019-05-23,Los Angeles,340
2019-05-24,Los Angeles,499
2019-05-25,Los Angeles,376
2019-05-26,Los Angeles,295
2019-05-27,Los Angeles,324
2019-05-28,Los Angeles,55
2019-05-29,Los Angeles,175
2019-05-30,Los Angeles,107
2019-05-31,Los Angeles,320
2019-06-01,Los Angeles,161
2019-06-02,Los Angeles,173
2019-06-03,Los Angeles,311
2019-06-04,Los Angeles,0
2019-06-05,Los Angeles,501
2019-06-06,Los Angeles,341
2019-06-07,Los Angeles,0
2019-06-08,Los Angeles,461
2019-06-09,Los Angeles,403
2019-06-10,Los Angeles,243
2019-06-11,Los Angeles,217
2019-06-12,Los Angeles,190
2019-06-13,Los Angeles,230
2019-06-14,Los Angeles,603
2019-06-15,Los Angeles,151
2019-06-16,Los Angeles,0
2019-06-17,Los Angeles,233
2019-06-18,Los Angeles,263
2019-06-19,Los Angeles,229
2019-06-20,Los Angeles,273
2019-06-21,Los Angeles,213
2019-06-22,Los Angeles,237
2019-06-23,Los Angeles,387
2019-06-24,Los Angeles,374
2019-06-25,Los Angeles,90
2019-06-26,Los Angeles,230
2019-06-27,Los Angeles,261
2019-06-28,Los Angeles,281
2019-06-29,Los Angeles,384
2019-06-30,Los Angeles,441
2019-07-01,Los Angeles,474
2019-07-02,Los Angeles,25
2019-07-03,Los Angeles,234
2019-07-04,Los Angeles,287
2019-07-05,Los Angeles,262
2019-07-06,Los Angeles,196
2019-07-07,Los Angeles,284
2019-07-08,Los Angeles,382
2019-07-09,Los Angeles,325
2019-07-10,Los Angeles,0
2019-07-11,Los Angeles,79
2019-07-12,Los Angeles,0
2019-07-13,Los Angeles,208
2019-07-14,Los Angeles,0
2019-07-15,Los Angeles,0
2019-07-16,Los Angeles,0
2019-07-17,Los Angeles,293
2019-07-18,Los Angeles,45
2019-07-19,Los Angeles,239
2019-07-20,Los Angeles,0
2019-07-21,Los Angeles,0
2019-07-22,Los Angeles,39
2019-07-23,Los Angeles,52
2019-07-24,Los Angeles,159
2019-07-25,Los Angeles,242
2019-07-26,Los Angeles,169
2019-07-27,Los Angeles,204
2019-07-28,Los Angeles,174
2019-07-29,Los Angeles,109
2019-07-30,Los Angeles,197
2019-07-31,Los Angeles,202
2019-08-01,Los Angeles,99
2019-08-02,Los Angeles,187
2019-08-03,Los Angeles,73
2019-08-04,Los Angeles,341
2019-08-05,Los Angeles,79
2019-08-06,Los Angeles,0
2019-08-07,Los Angeles,296
2019-08-08,Los Angeles,14
2019-08-09,Los Angeles,62
2019-08-10,Los Angeles,252
2019-08-11,Los Angeles,251
2019-08-12,Los Angeles,0
2019-08-13,Los Angeles,33
2019-08-14,Los Angeles,212
2019-08-15,Los Angeles,279
2019-08-16,Los Angeles,133
2019-08-17,Los Angeles,0
2019-08-18,Los Angeles,358
2019-08-19,Los Angeles,264
2019-08-20,Los Angeles,177
2019-08-21,Los Angeles,0
2019-08-22,Los Angeles,103
2019-08-23,Los Angeles,111
2019-08-24,Los Angeles,131
2019-08-25,Los Angeles,84
2019-08-26,Los Angeles,96
2019-08-27,Los Angeles,0
2019-08-28,Los Angeles,349
2019-08-29,Los Angeles,208
2019-08-30,Los Angeles,178
2019-08-31,Los Angeles,337
2019-09-01,Los Angeles,50
2019-09-02,Los Angeles,206
2019-09-03,Los Angeles,174
2019-09-04,Los Angeles,0
2019-09-05,Los Angeles,56
2019-09-06,Los Angeles,237
2019-09-07,Los Angeles,100
2019-09-08,Los Angeles,242
2019-09-09,Los Angeles,149
2019-09-10,Los Angeles,11
2019-09-11,Los Angeles,67
2019-09-12,Los Angeles,0
2019-09-13,Los Angeles,152
2019-09-14,Los Angeles,111
2019-09-15,Los Angeles,44
2019-09-16,Los Angeles,94
2019-09-17,Los Angeles,0
2019-09-18,Los Angeles,170
2019-09-19,Los Angeles,49
2019-09-20,Los Angeles,46
2019-09-21,Los Angeles,222
2019-09-22,Los Angeles,126
2019-09-23,Los Angeles,173
2019-09-24,Los Angeles,131
2019-09-25,Los Angeles,0
2019-09-26,Los Angeles,36
2019-09-27,Los Angeles,42
2019-09-28,Los Angeles,35
2019-09-29,Los Angeles,71
2019-09-30,Los Angeles,52
2019-10-01,Los Angeles,161
2019-10-02,Los Angeles,296
2019-10-03,Los Angeles,41
2019-10-04,Los Angeles,0
2019-10-05,Los Angeles,120
2019-10-06,Los Angeles,0
2019-10-07,Los Angeles,0
2019-10-08,Los Angeles,114
2019-10-09,Los Angeles,273
2019-10-10,Los Angeles,87
2019-10-11,Los Angeles,282
2019-10-12,Los Angeles,133
2019-10-13,Los Angeles,0
