Age,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,EmploymentType,payment_to_income,credit_to_income,employment_age_ratio,high_dti_flag,interest_rate_tier,Education_High School,Education_Master's,Education_PhD,MaritalStatus_Married,MaritalStatus_Single,HasMortgage_Yes,HasDependents_Yes,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,HasCoSigner_Yes,Income_log,LoanAmount_log
25.0,713.0,59.0,4.0,24.29,36.0,0.82,1,2.383712943884465,7.151138831653395,0.19666666666666666,0.0,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.042958693805769506,0.69457319917972
21.0,774.0,54.0,3.0,24.54,36.0,0.53,3,2.1522084325769923,6.456625297730977,0.21428571428571427,0.0,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.014068861694353185,0.5857975875795693
18.0,380.0,1.0,4.0,4.52,60.0,0.88,3,0.7825322213798332,3.912661106899166,0.004629629629629629,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06861527869081759,0.4627423702112112
39.0,676.0,2.0,2.0,19.33,60.0,0.28,2,1.8206096161203928,9.103048080601964,0.004273504273504274,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11911518196263282,0.9930264207853724
21.0,686.0,20.0,4.0,24.79,12.0,0.32,1,5.005966332836139,5.005966332836139,0.07936507936507936,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3394917750787603,0.9848836694090346
27.0,380.0,53.0,1.0,7.41,60.0,0.43,3,1.4073168576394002,7.036584288197002,0.16358024691358025,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24782188819991394,1.0648971411790102
18.0,722.0,2.0,1.0,23.88,60.0,0.73,0,0.011738701029958143,0.058693505149790715,0.009259259259259259,0.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0940490457014151,0.029916441482831322
18.0,826.0,109.0,3.0,15.13,36.0,0.81,0,0.17080859010270774,0.5124257703081232,0.5046296296296297,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7428667622772616,0.2859389499787543
49.0,669.0,8.0,1.0,13.54,12.0,0.84,1,4.5604271922365065,4.5604271922365065,0.013605442176870748,0.0,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3153706816957567,0.8924159393676818
47.0,445.0,55.0,4.0,16.39,48.0,0.55,3,2.6553817908334807,10.621527163333923,0.0975177304964539,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.10693400035634343,1.0682644939792356
37.0,478.0,110.0,2.0,23.71,24.0,0.72,0,3.1086300087568315,6.217260017513664,0.24774774774774774,0.0,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23813778576081968,0.9679274307160708
19.0,420.0,91.0,1.0,15.13,12.0,0.54,0,6.799372197309417,6.799372197309417,0.3991228070175439,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.24202501792889872,1.0323055743901306
25.0,848.0,86.0,4.0,22.78,12.0,0.72,3,2.6191932507250195,2.61919325072502,0.2866666666666667,0.0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7814744645827284,1.0911089881709715
37.0,545.0,97.0,2.0,11.03,12.0,0.89,3,8.443458457672373,8.443458457672373,0.21846846846846846,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14441662922305104,0.9957530223875959
28.0,710.0,79.0,4.0,24.83,12.0,0.17,2,6.420560747663551,6.420560747663552,0.23511904761904762,0.0,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007623967699383609,0.5703261406932186
55.0,430.0,42.0,4.0,8.34,48.0,0.36,2,3.386476134354744,13.545904537418975,0.06363636363636363,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.028827203090669853,1.0393285464629307
28.0,533.0,55.0,4.0,24.63,12.0,0.81,3,1.4785275253874934,1.4785275253874932,0.1636904761904762,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0982098876254358,1.0143952178299644
27.0,501.0,74.0,2.0,17.09,12.0,0.52,0,5.252389809247805,5.252389809247805,0.22839506172839505,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.11377850178347014,0.665832907966042
54.0,738.0,32.0,4.0,12.56,24.0,0.64,3,4.556660384844277,9.113320769688555,0.04938271604938271,0.0,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.07385326802303349,0.897151723969219
55.0,733.0,100.0,3.0,6.3,48.0,0.78,0,2.7500648256190847,11.000259302476339,0.15151515151515152,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.006312292512535042,0.849410330576735
22.0,441.0,27.0,3.0,16.43,12.0,0.21,0,6.16376388998345,6.16376388998345,0.10227272727272728,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2944194705325923,1.0529220717730694
31.0,801.0,58.0,1.0,13.87,12.0,0.27,0,12.23105118471004,12.23105118471004,0.15591397849462366,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0041272632566462155,0.9073865790396674
69.0,423.0,38.0,1.0,23.75,12.0,0.15,3,4.788177439592019,4.788177439592018,0.04589371980676329,0.0,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4126045271911417,1.0584835519871758
50.0,310.0,118.0,1.0,23.2,36.0,0.83,3,0.5651530711172073,1.695459213351622,0.19666666666666666,0.0,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0452068666098755,1.0570389022560265
20.0,842.0,102.0,3.0,6.36,60.0,0.63,2,1.6541161528691837,8.270580764345919,0.425,0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.033889946205232474,0.7530769598612888
63.0,711.0,91.0,2.0,19.22,36.0,0.18,1,2.4276051681678643,7.282815504503593,0.12037037037037036,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06829652122714198,0.7555993451527038
64.0,643.0,81.0,4.0,12.98,24.0,0.66,0,3.3002175953579655,6.600435190715931,0.10546875,0.0,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11799472884847068,0.7959150447768272
43.0,725.0,101.0,2.0,8.43,48.0,0.22,3,2.704531596452328,10.818126385809313,0.19573643410852712,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.04413800333466563,0.9342197138698393
50.0,733.0,35.0,4.0,2.84,48.0,0.88,3,2.3082873390199032,9.233149356079611,0.058333333333333334,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12427937134012794,1.0129621271215776
18.0,671.0,96.0,1.0,4.41,24.0,0.39,0,0.07885918225486839,0.15771836450973678,0.4444444444444444,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7920294956975177,0.0796524421146613
69.0,840.0,5.0,4.0,23.13,12.0,0.84,3,6.219436897999505,6.219436897999506,0.006038647342995169,0.0,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.017603948027807403,0.5754352825971258
50.0,481.0,2.0,1.0,14.66,12.0,0.45,3,6.687386373474158,6.687386373474158,0.0033333333333333335,0.0,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2559435097275953,1.0446715200694476
31.0,810.0,105.0,1.0,24.54,24.0,0.17,1,6.699895751889496,13.399791503778994,0.28225806451612906,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.00516131811351534,0.9671955939689043
27.0,381.0,107.0,1.0,2.98,24.0,0.21,0,2.780649174394933,5.561298348789866,0.33024691358024694,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15791540400424317,0.7692318585535375
68.0,758.0,8.0,1.0,12.5,12.0,0.89,0,1.4637879097314408,1.4637879097314408,0.00980392156862745,0.0,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6627379554015729,0.6372394120705441
30.0,831.0,70.0,3.0,16.47,12.0,0.66,3,8.46125851138765,8.46125851138765,0.19444444444444445,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14552071263076588,0.9992922101622964
34.0,325.0,54.0,2.0,5.58,12.0,0.64,1,9.968033826638477,9.968033826638477,0.1323529411764706,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.12078693505617813,1.056058625598331
42.0,790.0,64.0,2.0,9.74,12.0,0.63,0,5.528078038491959,5.528078038491959,0.12698412698412698,0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0025593703883655065,0.49525553824292706
31.0,310.0,113.0,1.0,10.59,48.0,0.14,0,1.7119688614985404,6.847875445994162,0.30376344086021506,0.0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21102456913350515,0.9839211461923619
39.0,835.0,33.0,2.0,23.43,60.0,0.89,3,0.7049337678551162,3.5246688392755807,0.07051282051282051,0.0,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526349919467277,1.0027920873953513
35.0,306.0,116.0,4.0,23.77,60.0,0.67,3,1.0715868019120904,5.357934009560452,0.2761904761904762,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34631697274271367,1.039043972712902
22.0,728.0,99.0,4.0,16.99,12.0,0.26,2,4.841334116410621,4.841334116410621,0.375,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.22913820747259034,0.8029330473593911
39.0,782.0,42.0,3.0,24.13,24.0,0.61,0,3.6335146956846427,7.267029391369285,0.08974358974358974,0.0,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.054127464909760475,0.725815227613886
44.0,744.0,93.0,4.0,16.11,12.0,0.57,2,9.86305987202925,9.86305987202925,0.17613636363636365,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03649759652001652,0.8596202610564923
60.0,554.0,113.0,4.0,10.49,12.0,0.56,3,5.900713582677165,5.900713582677166,0.15694444444444444,0.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.23103649804603027,0.9235798040605683
23.0,789.0,68.0,3.0,4.32,24.0,0.12,2,6.25224288128982,12.50448576257964,0.2463768115942029,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.005663187781818195,0.9251918847951917
24.0,394.0,113.0,4.0,23.12,24.0,0.86,3,0.2978681461038047,0.5957362922076094,0.3923611111111111,0.0,3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.857966579580773,0.3887037452728873
26.0,369.0,115.0,1.0,10.32,36.0,0.5,2,4.369930148715638,13.109790446146913,0.3685897435897436,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04003996782153814,1.0474891412011886
52.0,613.0,45.0,4.0,13.33,12.0,0.71,3,7.890749988951253,7.890749988951253,0.07211538461538461,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.10724067858182612,0.8797157598841581
22.0,354.0,118.0,1.0,4.88,12.0,0.6,0,1.2392864526418381,1.2392864526418381,0.44696969696969696,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.24677884125845084,0.26263507487211857
29.0,577.0,80.0,4.0,19.9,36.0,0.48,0,3.569144232302585,10.707432696907755,0.22988505747126436,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.11210824840835037,1.0851721121496303
44.0,389.0,0.0,4.0,11.52,60.0,0.19,0,1.1348696558915539,5.674348279457768,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2976536412182114,1.0036174902275388
28.0,302.0,89.0,4.0,22.72,12.0,0.34,1,0.2858089244309847,0.2858089244309847,0.2648809523809524,0.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08712195089866809,0.008425362753812537
37.0,564.0,3.0,4.0,2.66,36.0,0.54,0,2.5776526996039193,7.732958098811757,0.006756756756756757,0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.014595534202581861,0.675059743853538
68.0,449.0,16.0,1.0,17.48,12.0,0.6,0,7.450120987992513,7.450120987992513,0.0196078431372549,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09754157695077684,0.8265270206254529
19.0,842.0,27.0,1.0,19.96,60.0,0.7,1,1.4812281122571362,7.40614056128568,0.11842105263157894,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.08319667183508354,0.7947411860214186
49.0,414.0,67.0,2.0,22.84,36.0,0.85,3,2.8825944711591243,8.647783413477374,0.11394557823129252,0.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0026925889096154326,0.7061459957270139
61.0,301.0,29.0,1.0,21.64,48.0,0.46,0,2.3694212218649517,9.477684887459807,0.03961748633879782,0.0,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.11650323878456227,1.0136907241080466
42.0,618.0,24.0,1.0,23.89,12.0,0.26,3,8.755145716623655,8.755145716623655,0.047619047619047616,0.0,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013087926511252712,0.7369912707939935
19.0,613.0,53.0,2.0,14.66,24.0,0.11,1,6.556906478841746,13.113812957683493,0.2324561403508772,0.0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04199147496218292,1.0528001477773228
54.0,632.0,1.0,1.0,9.03,60.0,0.9,3,0.07666040195216588,0.38330200976082934,0.0015432098765432098,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.006406180399248,0.3150890027638597
27.0,507.0,8.0,3.0,13.01,36.0,0.48,1,3.2822575615840353,9.846772684752105,0.024691358024691357,0.0,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.01525348500623331,0.8075494728566508
50.0,643.0,91.0,3.0,13.52,12.0,0.78,0,11.311379241383907,11.311379241383907,0.15166666666666667,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.4840670378971105e-05,0.8493825286876349
18.0,669.0,88.0,2.0,7.52,36.0,0.66,1,2.7948442184852036,8.384532655455612,0.4074074074074074,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.07787023966970757,0.8557290678423796
69.0,807.0,108.0,1.0,6.76,36.0,0.36,0,2.1019555555555556,6.305866666666667,0.13043478260869565,0.0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05416964110362799,0.6524025089168287
63.0,605.0,86.0,3.0,16.1,12.0,0.15,0,5.971130242367666,5.971130242367666,0.11375661375661375,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.18784042427180628,0.8598266329755029
31.0,847.0,76.0,2.0,20.75,36.0,0.9,3,2.866493970793189,8.599481912379566,0.20430107526881722,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09890028791304786,0.9150864954727235
59.0,698.0,106.0,1.0,7.29,12.0,0.5,2,9.019357024863398,9.0193570248634,0.1497175141242938,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1202475406627097,0.9894286950505792
40.0,706.0,27.0,3.0,23.82,36.0,0.86,3,3.0076515063092506,9.022954518927751,0.05625,0.0,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14743072049282394,1.0451831069068436
24.0,482.0,1.0,3.0,3.34,12.0,0.78,2,9.127876787678769,9.127876787678767,0.003472222222222222,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.10854634140013097,0.972651389731659
60.0,632.0,112.0,3.0,19.76,36.0,0.8,0,4.194810150734592,12.584430452203778,0.15555555555555556,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.010682763304200793,0.9428218154357848
68.0,479.0,83.0,1.0,8.32,12.0,0.48,3,5.765683832474077,5.765683832474077,0.1017156862745098,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.033043147451845355,0.5699493686493884
69.0,310.0,12.0,4.0,23.82,12.0,0.51,3,1.90798676111602,1.90798676111602,0.014492753623188406,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5700593499773833,0.6904629649640572
46.0,626.0,85.0,3.0,2.3,12.0,0.7,2,6.302051459436448,6.302051459436448,0.1539855072463768,0.0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28905400098711825,1.0591797370581262
42.0,301.0,113.0,4.0,23.02,12.0,0.53,3,3.3443618794676913,3.3443618794676913,0.22420634920634921,0.0,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6031835496963998,1.0588528441053744
53.0,444.0,92.0,3.0,5.28,12.0,0.29,2,8.530014641288433,8.530014641288433,0.14465408805031446,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.010477176251574426,0.7169795846022694
29.0,384.0,103.0,1.0,10.15,24.0,0.34,0,2.983901515151515,5.96780303030303,0.2959770114942529,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.050366641456973726,0.6181797510003931
31.0,413.0,49.0,3.0,19.73,24.0,0.8,1,5.829065562295846,11.658131124591694,0.13172043010752688,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.031333012627337765,0.9491386841457785
23.0,625.0,27.0,3.0,15.55,24.0,0.68,0,5.091801533219762,10.183603066439524,0.09782608695652174,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11854852141073906,1.0655300840896793
18.0,550.0,111.0,2.0,9.78,12.0,0.33,3,6.53158622347779,6.531586223477791,0.5138888888888888,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.024014023842323522,0.6110644800718895
62.0,549.0,22.0,1.0,8.2,12.0,0.23,0,8.433874875302836,8.433874875302836,0.02956989247311828,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.17726873979467164,1.0588190214932507
24.0,690.0,0.0,2.0,22.7,36.0,0.75,1,4.026660061283279,12.079980183849838,0.0,0.0,3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0459398011808463,1.008931994537262
34.0,638.0,67.0,1.0,22.13,60.0,0.37,3,1.3041184723304755,6.520592361652377,0.1642156862745098,0.0,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.22587558782531023,0.977912564338808
65.0,684.0,4.0,1.0,9.35,12.0,0.47,2,10.715975824081616,10.715975824081616,0.005128205128205128,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11655607288929072,1.0955420247263419
30.0,385.0,62.0,2.0,23.11,12.0,0.14,1,6.477664143091159,6.477664143091158,0.17222222222222222,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10670726468188463,0.7646730027922795
22.0,839.0,36.0,2.0,21.63,12.0,0.43,0,7.1460506222178894,7.14605062221789,0.13636363636363635,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.21038743634450668,1.0103442412796113
56.0,656.0,1.0,4.0,20.7,36.0,0.1,0,1.9021141845953247,5.706342553785974,0.001488095238095238,0.0,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.30871175181846827,1.0242092872981243
23.0,351.0,118.0,4.0,16.76,60.0,0.85,3,0.1659219176055296,0.8296095880276481,0.427536231884058,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3917090509973886,0.2455361412026526
35.0,706.0,98.0,4.0,6.92,12.0,0.2,3,7.029159223189074,7.029159223189074,0.23333333333333334,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25655227709561246,1.0789981520468388
29.0,347.0,65.0,1.0,8.78,12.0,0.73,0,6.832648589427554,6.832648589427554,0.1867816091954023,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2770554011359762,1.0940928307992157
53.0,567.0,108.0,3.0,6.31,60.0,0.2,1,2.1040683270309035,10.520341635154518,0.16981132075471697,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.005013661440465529,0.820038326277649
21.0,444.0,65.0,1.0,18.98,12.0,0.13,3,1.7306817589972396,1.7306817589972396,0.25793650793650796,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9111196926008702,0.9475994316388225
52.0,626.0,3.0,3.0,2.5,12.0,0.43,2,5.277619651271258,5.277619651271257,0.004807692307692308,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33495809347351047,1.0124662596803717
37.0,656.0,64.0,4.0,18.56,12.0,0.6,3,6.15737580583997,6.15737580583997,0.14414414414414414,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.31073693282283255,1.077895389788677
23.0,608.0,11.0,4.0,4.05,12.0,0.48,1,8.53424045289765,8.53424045289765,0.03985507246376811,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07348101942088209,0.8569025005093338
34.0,407.0,114.0,3.0,16.99,12.0,0.21,1,7.234620714586974,7.234620714586973,0.27941176470588236,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23903797922957715,1.0684236310743076
45.0,322.0,100.0,3.0,20.0,24.0,0.25,3,4.6293665804608795,9.258733160921759,0.18518518518518517,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.15003986225303328,1.0676416615322568
32.0,304.0,3.0,4.0,4.96,36.0,0.78,1,2.927998613540042,8.783995840620126,0.0078125,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.08744836305590924,0.904026073066165
19.0,511.0,19.0,1.0,23.64,24.0,0.88,0,2.4402191806594233,4.880438361318847,0.08333333333333333,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3424993382332703,0.9729432101034128
56.0,705.0,52.0,3.0,22.12,12.0,0.16,2,4.785060407685347,4.785060407685348,0.07738095238095238,0.0,3,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.28899842207223064,0.8839850045003572
22.0,333.0,26.0,3.0,6.22,12.0,0.3,3,9.198546456988911,9.198546456988911,0.09848484848484848,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014171291964077917,0.7665888951214217
50.0,449.0,83.0,4.0,16.79,24.0,0.31,1,5.917294911219124,11.83458982243825,0.13833333333333334,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07382569880402556,1.064123622886791
24.0,395.0,1.0,3.0,23.93,60.0,0.39,0,0.07025554957408403,0.3512777478704202,0.003472222222222222,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.539250888103568,0.13073176945491052
34.0,825.0,34.0,4.0,15.56,48.0,0.83,3,2.7858571355315114,11.143428542126045,0.08333333333333333,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.06467218040315302,1.0025446318118614
52.0,349.0,1.0,3.0,13.63,36.0,0.53,0,3.706819238998977,11.12045771699693,0.0016025641025641025,0.0,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04236140440506874,0.9471110345734859
67.0,628.0,94.0,4.0,22.17,36.0,0.73,0,4.483440483148256,13.450321449444768,0.11691542288557213,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.03084386503158799,1.0400783984009578
59.0,311.0,18.0,4.0,10.59,48.0,0.89,3,1.8957154320466254,7.5828617281865025,0.025423728813559324,0.0,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.12115513483551456,0.8830916202116703
23.0,326.0,112.0,4.0,20.0,60.0,0.34,0,0.8033792333457388,4.016896166728694,0.4057971014492754,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1622654540978213,0.6078307508036216
