Species,IUCN_Status
Eleutherodactylus brevirostris,
Eleutherodactylus brittoni,LEAST_CONCERN
Eleutherodactylus caribe,
Eleutherodactylus casparii,
Eleutherodactylus cavernicola,CRITICALLY_ENDANGERED
Eleutherodactylus chlorophenax,
Eleutherodactylus cochranae,
Eleutherodactylus cooki,
Eleutherodactylus coqui,
Eleutherodactylus corona,
Eleutherodactylus counouspeus,ENDANGERED
Eleutherodactylus cubanus,ENDANGERED
Eleutherodactylus cundalli,VULNERABLE
Eleutherodactylus cuneatus,LEAST_CONCERN
Eleutherodactylus cystignathoides,LEAST_CONCERN
Eleutherodactylus darlingtoni,
Eleutherodactylus dennisi,
Eleutherodactylus dilatus,
Eleutherodactylus dimidiatus,
Eleutherodactylus diplasius,
Eleutherodactylus dolomedes,
Eleutherodactylus eileenae,LEAST_CONCERN
Eleutherodactylus emiliae,ENDANGERED
Eleutherodactylus eneidae,CRITICALLY_ENDANGERED
Eleutherodactylus erythroproctus,ENDANGERED
Eleutherodactylus etheridgei,VULNERABLE
Eleutherodactylus eunaster,CRITICALLY_ENDANGERED
Eleutherodactylus flavescens,NEAR_THREATENED
Eleutherodactylus fowleri,CRITICALLY_ENDANGERED
Eleutherodactylus furcyensis,CRITICALLY_ENDANGERED
Eleutherodactylus fuscus,ENDANGERED
Eleutherodactylus glamyrus,ENDANGERED
Eleutherodactylus glandulifer,CRITICALLY_ENDANGERED
Eleutherodactylus glanduliferoides,CRITICALLY_ENDANGERED
Eleutherodactylus glaphycompus,
Eleutherodactylus glaucoreius,ENDANGERED
Eleutherodactylus goini,
Eleutherodactylus gossei,VULNERABLE
Eleutherodactylus grabhami,ENDANGERED
Eleutherodactylus grahami,
Eleutherodactylus grandis,ENDANGERED
Eleutherodactylus greyi,VULNERABLE
Eleutherodactylus griphus,ENDANGERED
Eleutherodactylus gryllus,CRITICALLY_ENDANGERED
Eleutherodactylus guanahacabibes,LEAST_CONCERN
Eleutherodactylus guantanamera,VULNERABLE
Eleutherodactylus gundlachi,VULNERABLE
Eleutherodactylus guttilatus,LEAST_CONCERN
Eleutherodactylus haitianus,
Eleutherodactylus hedricki,ENDANGERED
Eleutherodactylus heminota,VULNERABLE
Eleutherodactylus hypostenor,ENDANGERED
Eleutherodactylus iberia,
Eleutherodactylus inoptatus,
Eleutherodactylus intermedius,
Eleutherodactylus interorbitalis,
Eleutherodactylus ionthus,VULNERABLE
Eleutherodactylus jamaicensis,
Eleutherodactylus jasperi,
Eleutherodactylus jaumei,CRITICALLY_ENDANGERED
Eleutherodactylus johnstonei,LEAST_CONCERN
Eleutherodactylus juanariveroi,CRITICALLY_ENDANGERED
Eleutherodactylus jugans,
Eleutherodactylus junori,CRITICALLY_ENDANGERED
Eleutherodactylus karlschmidti,
Eleutherodactylus klinikowskii,ENDANGERED
Eleutherodactylus lamprotes,CRITICALLY_ENDANGERED
Eleutherodactylus leberi,CRITICALLY_ENDANGERED
Eleutherodactylus lentus,ENDANGERED
Eleutherodactylus leoncei,ENDANGERED
Eleutherodactylus leprus,LEAST_CONCERN
Eleutherodactylus limbatus,LEAST_CONCERN
Eleutherodactylus limbensis,CRITICALLY_ENDANGERED
Eleutherodactylus locustus,
Eleutherodactylus longipes,LEAST_CONCERN
Eleutherodactylus lucioi,CRITICALLY_ENDANGERED
Eleutherodactylus luteolus,ENDANGERED
Eleutherodactylus maestrensis,
Eleutherodactylus mariposa,
Eleutherodactylus marnockii,
Eleutherodactylus martinicensis,NEAR_THREATENED
Eleutherodactylus maurus,VULNERABLE
Eleutherodactylus melacara,ENDANGERED
Eleutherodactylus melatrigonum,ENDANGERED
Eleutherodactylus michaelschmidi,CRITICALLY_ENDANGERED
Eleutherodactylus minutus,
Eleutherodactylus modestus,LEAST_CONCERN
Eleutherodactylus monensis,
Eleutherodactylus montanus,ENDANGERED
Eleutherodactylus nitidus,LEAST_CONCERN
Eleutherodactylus nivicolimae,
Eleutherodactylus nortoni,CRITICALLY_ENDANGERED
Eleutherodactylus notidodes,ENDANGERED
Eleutherodactylus nubicola,
Eleutherodactylus olibrus,VULNERABLE
Eleutherodactylus orcutti,CRITICALLY_ENDANGERED
Eleutherodactylus orientalis,CRITICALLY_ENDANGERED
Eleutherodactylus oxyrhyncus,CRITICALLY_ENDANGERED
Eleutherodactylus pallidus,LEAST_CONCERN
Eleutherodactylus pantoni,VULNERABLE
Eleutherodactylus parabates,ENDANGERED
Eleutherodactylus paralius,NEAR_THREATENED
Eleutherodactylus parapelates,CRITICALLY_ENDANGERED
Eleutherodactylus patriciae,ENDANGERED
Eleutherodactylus paulsoni,
Eleutherodactylus pentasyringos,ENDANGERED
Eleutherodactylus pezopetrus,
Eleutherodactylus pictissimus,LEAST_CONCERN
Eleutherodactylus pinarensis,VULNERABLE
Eleutherodactylus pinchoni,ENDANGERED
Eleutherodactylus pipilans,
Eleutherodactylus pituinus,ENDANGERED
Eleutherodactylus planirostris,LEAST_CONCERN
Eleutherodactylus poolei,CRITICALLY_ENDANGERED
Eleutherodactylus portoricensis,ENDANGERED
Eleutherodactylus principalis,ENDANGERED
Eleutherodactylus probolaeus,ENDANGERED
Eleutherodactylus rhodesi,CRITICALLY_ENDANGERED
Eleutherodactylus richmondi,ENDANGERED
Eleutherodactylus ricordii,VULNERABLE
Eleutherodactylus riparius,LEAST_CONCERN
Eleutherodactylus rivularis,CRITICALLY_ENDANGERED
Eleutherodactylus rogersi,LEAST_CONCERN
Eleutherodactylus ronaldi,NEAR_THREATENED
Eleutherodactylus rubrimaculatus,LEAST_CONCERN
Eleutherodactylus rucillensis,CRITICALLY_ENDANGERED
Eleutherodactylus rufescens,VULNERABLE
Eleutherodactylus rufifemoralis,ENDANGERED
Eleutherodactylus ruthae,ENDANGERED
Eleutherodactylus saxatilis,NEAR_THREATENED
Eleutherodactylus schmidti,CRITICALLY_ENDANGERED
Eleutherodactylus schwartzi,ENDANGERED
Eleutherodactylus sciagraphus,CRITICALLY_ENDANGERED
Eleutherodactylus semipalmatus,
Eleutherodactylus simulans,
Eleutherodactylus sisyphodemus,CRITICALLY_ENDANGERED
Eleutherodactylus sommeri,ENDANGERED
Eleutherodactylus staurometopon,ENDANGERED
Eleutherodactylus symingtoni,CRITICALLY_ENDANGERED
Eleutherodactylus syristes,LEAST_CONCERN
Eleutherodactylus teretistes,
Eleutherodactylus tetajulia,ENDANGERED
Eleutherodactylus thomasi,NEAR_THREATENED
Eleutherodactylus thorectes,CRITICALLY_ENDANGERED
Eleutherodactylus toa,ENDANGERED
Eleutherodactylus tonyi,VULNERABLE
Eleutherodactylus turquinensis,CRITICALLY_ENDANGERED
Eleutherodactylus tychathrous,ENDANGERED
Eleutherodactylus unicolor,
Eleutherodactylus varians,LEAST_CONCERN
Eleutherodactylus varleyi,LEAST_CONCERN
Eleutherodactylus ventrilineatus,CRITICALLY_ENDANGERED
Eleutherodactylus verrucipes,
Eleutherodactylus verruculatus,
Eleutherodactylus warreni,CRITICALLY_ENDANGERED
Eleutherodactylus weinlandi,LEAST_CONCERN
Eleutherodactylus wetmorei,VULNERABLE
Eleutherodactylus wightmanae,
Eleutherodactylus zeus,
Eleutherodactylus zugi,
Adelophryne adiastola,LEAST_CONCERN
Adelophryne baturitensis,LEAST_CONCERN
Adelophryne gutturosa,LEAST_CONCERN
Adelophryne maranguapensis,CRITICALLY_ENDANGERED
Adelophryne pachydactyla,
Adelophryne patamona,DATA_DEFICIENT
Phyzelaphryne miriamae,
Hadromophryne natalensis,
Heleophryne depressa,
Heleophryne hewitti,
Heleophryne orientalis,LEAST_CONCERN
Heleophryne purcelli,LEAST_CONCERN
Heleophryne regis,LEAST_CONCERN
Heleophryne rosei,CRITICALLY_ENDANGERED
Cryptobatrachus boulengeri,VULNERABLE
Cryptobatrachus conditus,
Cryptobatrachus fuhrmanni,VULNERABLE
Cryptobatrachus pedroruizi,ENDANGERED
Cryptobatrachus remotus,
Cryptobatrachus ruthveni,ENDANGERED
Flectonotus fissilis,
Flectonotus fitzgeraldi,
Flectonotus goeldii,
Flectonotus ohausi,
Flectonotus pygmaeus,LEAST_CONCERN
Gastrotheca abdita,DATA_DEFICIENT
Gastrotheca albolineata,LEAST_CONCERN
Gastrotheca andaquiensis,NEAR_THREATENED
Gastrotheca angustifrons,VULNERABLE
Gastrotheca antomia,CRITICALLY_ENDANGERED
Gastrotheca antoniiochoai,DATA_DEFICIENT
Gastrotheca argenteovirens,
Gastrotheca atympana,VULNERABLE
Gastrotheca aureomaculata,ENDANGERED
Gastrotheca bufona,VULNERABLE
Gastrotheca carinaceps,
Gastrotheca christiani,CRITICALLY_ENDANGERED
Gastrotheca chrysosticta,ENDANGERED
Gastrotheca cornuta,ENDANGERED
Gastrotheca dendronastes,VULNERABLE
Gastrotheca dunni,LEAST_CONCERN
Gastrotheca ernestoi,LEAST_CONCERN
Gastrotheca espeletia,ENDANGERED
Gastrotheca excubitor,VULNERABLE
Gastrotheca fissipes,
Gastrotheca flamma,
Gastrotheca fulvorufa,LEAST_CONCERN
Gastrotheca galeata,DATA_DEFICIENT
Gastrotheca gracilis,ENDANGERED
Gastrotheca griswoldi,LEAST_CONCERN
Gastrotheca guentheri,VULNERABLE
Gastrotheca helenae,ENDANGERED
Gastrotheca lateonota,VULNERABLE
Gastrotheca lauzuricae,DATA_DEFICIENT
Gastrotheca litonedis,CRITICALLY_ENDANGERED
Gastrotheca longipes,LEAST_CONCERN
Gastrotheca marsupiata,LEAST_CONCERN
Gastrotheca microdiscus,LEAST_CONCERN
Gastrotheca monticola,LEAST_CONCERN
Gastrotheca nicefori,LEAST_CONCERN
Gastrotheca ochoai,
Gastrotheca orophylax,ENDANGERED
Gastrotheca ossilaginis,DATA_DEFICIENT
Gastrotheca ovifera,VULNERABLE
Gastrotheca pacchamama,ENDANGERED
Gastrotheca peruana,LEAST_CONCERN
Gastrotheca phalarosa,DATA_DEFICIENT
Gastrotheca piperata,LEAST_CONCERN
Gastrotheca plumbea,VULNERABLE
Gastrotheca pseustes,
Gastrotheca psychrophila,ENDANGERED
Gastrotheca pulchra,LEAST_CONCERN
Gastrotheca rebeccae,ENDANGERED
Gastrotheca riobambae,
Gastrotheca ruizi,NEAR_THREATENED
Gastrotheca splendens,DATA_DEFICIENT
Gastrotheca stictopleura,ENDANGERED
Gastrotheca testudinea,LEAST_CONCERN
Gastrotheca trachyceps,ENDANGERED
Gastrotheca walkeri,VULNERABLE
Gastrotheca weinlandii,LEAST_CONCERN
Gastrotheca williamsoni,DATA_DEFICIENT
Gastrotheca zeugocystis,
Hemiphractus bubalus,NEAR_THREATENED
Hemiphractus fasciatus,
Hemiphractus helioi,LEAST_CONCERN
Hemiphractus johnsoni,ENDANGERED
Hemiphractus proboscideus,LEAST_CONCERN
Hemiphractus scutatus,LEAST_CONCERN
Stefania ackawaio,VULNERABLE
Stefania ayangannae,VULNERABLE
Stefania breweri,VULNERABLE
Stefania coxi,VULNERABLE
Stefania evansi,DATA_DEFICIENT
Stefania ginesi,NEAR_THREATENED
Stefania goini,NEAR_THREATENED
Stefania marahuaquensis,NEAR_THREATENED
Stefania neblinae,LEAST_CONCERN
Stefania oculosa,VULNERABLE
Stefania percristata,VULNERABLE
Stefania riae,NEAR_THREATENED
Stefania riveroi,VULNERABLE
Stefania roraimae,ENDANGERED
Stefania satelles,
Stefania scalae,LEAST_CONCERN
Stefania schuberti,NEAR_THREATENED
Stefania tamacuarina,DATA_DEFICIENT
Stefania woodleyi,
Hemisus barotseensis,DATA_DEFICIENT
Hemisus brachydactylus,DATA_DEFICIENT
Hemisus guineensis,LEAST_CONCERN
Hemisus guttatus,NEAR_THREATENED
Hemisus marmoratus,LEAST_CONCERN
Hemisus microscaphus,LEAST_CONCERN
Hemisus olivaceus,LEAST_CONCERN
Hemisus perreti,LEAST_CONCERN
Hemisus wittei,DATA_DEFICIENT
Hyla helenae,
Hyla imitator,DATA_DEFICIENT
Hyla nicefori,DATA_DEFICIENT
Hyla warreni,
Acris blanchardi,LEAST_CONCERN
Acris crepitans,LEAST_CONCERN
Acris gryllus,LEAST_CONCERN
Anotheca spinosa,
Aparasphenodon arapapa,
Aparasphenodon bokermanni,
Aparasphenodon brunoi,
Aparasphenodon venezolanus,LEAST_CONCERN
Aplastodiscus albofrenatus,LEAST_CONCERN
Aplastodiscus albosignatus,LEAST_CONCERN
Aplastodiscus arildae,LEAST_CONCERN
Aplastodiscus callipygius,
Aplastodiscus cavicola,LEAST_CONCERN
Aplastodiscus cochranae,LEAST_CONCERN
Aplastodiscus ehrhardti,LEAST_CONCERN
Aplastodiscus eugenioi,LEAST_CONCERN
Aplastodiscus flumineus,CRITICALLY_ENDANGERED
Aplastodiscus ibirapitanga,LEAST_CONCERN
Aplastodiscus leucopygius,LEAST_CONCERN
Aplastodiscus musicus,CRITICALLY_ENDANGERED
Aplastodiscus perviridis,LEAST_CONCERN
Aplastodiscus sibilatus,LEAST_CONCERN
Aplastodiscus weygoldti,LEAST_CONCERN
Argenteohyla siemersi,DATA_DEFICIENT
Bokermannohyla ahenea,LEAST_CONCERN
Bokermannohyla alvarengai,LEAST_CONCERN
Bokermannohyla astartea,LEAST_CONCERN
Bokermannohyla capra,LEAST_CONCERN
Bokermannohyla caramaschii,LEAST_CONCERN
Bokermannohyla carvalhoi,NEAR_THREATENED
Bokermannohyla circumdata,LEAST_CONCERN
Bokermannohyla claresignata,
Bokermannohyla clepsydra,
Bokermannohyla diamantina,LEAST_CONCERN
Bokermannohyla feioi,
Bokermannohyla gouveai,LEAST_CONCERN
Bokermannohyla hylax,LEAST_CONCERN
Bokermannohyla ibitiguara,LEAST_CONCERN
Bokermannohyla ibitipoca,LEAST_CONCERN
Bokermannohyla itapoty,LEAST_CONCERN
Bokermannohyla Izecksohni,
Bokermannohyla juiju,ENDANGERED
Bokermannohyla langei,DATA_DEFICIENT
Bokermannohyla lucianae,VULNERABLE
Bokermannohyla luctuosa,LEAST_CONCERN
Bokermannohyla martinsi,VULNERABLE
Bokermannohyla nanuzae,LEAST_CONCERN
Bokermannohyla oxente,LEAST_CONCERN
Bokermannohyla pseudopseudis,LEAST_CONCERN
Bokermannohyla ravida,CRITICALLY_ENDANGERED
Bokermannohyla saxicola,LEAST_CONCERN
Bokermannohyla sazimai,LEAST_CONCERN
Bokermannohyla vulcaniae,ENDANGERED
Bromeliohyla bromeliacia,LEAST_CONCERN
Bromeliohyla dendroscarta,ENDANGERED
Charadrahyla altipotens,ENDANGERED
Charadrahyla chaneque,VULNERABLE
Charadrahyla nephila,ENDANGERED
Charadrahyla taeniopus,VULNERABLE
Charadrahyla tecuani,DATA_DEFICIENT
Charadrahyla trux,ENDANGERED
Corythomantis greeningi,LEAST_CONCERN
Dendropsophus acreanus,LEAST_CONCERN
Dendropsophus allenorum,
Dendropsophus amicorum,CRITICALLY_ENDANGERED
Dendropsophus anataliasiasi,LEAST_CONCERN
Dendropsophus anceps,
Dendropsophus aperomeus,
Dendropsophus araguaya,LEAST_CONCERN
Dendropsophus battersbyi,DATA_DEFICIENT
Dendropsophus berthalutzae,LEAST_CONCERN
Dendropsophus bifurcus,LEAST_CONCERN
Dendropsophus bipunctatus,LEAST_CONCERN
Dendropsophus bogerti,LEAST_CONCERN
Dendropsophus bokermanni,LEAST_CONCERN
Dendropsophus branneri,LEAST_CONCERN
Dendropsophus brevifrons,LEAST_CONCERN
Dendropsophus cachimbo,LEAST_CONCERN
Dendropsophus carnifex,LEAST_CONCERN
Dendropsophus cerradensis,DATA_DEFICIENT
Dendropsophus coffeus,LEAST_CONCERN
Dendropsophus columbianus,
Dendropsophus cruzi,
Dendropsophus decipiens,LEAST_CONCERN
Dendropsophus delarivai,LEAST_CONCERN
Dendropsophus dutrai,ENDANGERED
Dendropsophus ebraccatus,LEAST_CONCERN
Dendropsophus elegans,LEAST_CONCERN
Dendropsophus elianeae,LEAST_CONCERN
Dendropsophus garagoensis,LEAST_CONCERN
Dendropsophus gaucheri,LEAST_CONCERN
Dendropsophus giesleri,LEAST_CONCERN
Dendropsophus grandisonae,DATA_DEFICIENT
Dendropsophus gryllatus,ENDANGERED
Dendropsophus haddadi,LEAST_CONCERN
Dendropsophus haraldschultzi,LEAST_CONCERN
Dendropsophus jimi,LEAST_CONCERN
Dendropsophus joannae,LEAST_CONCERN
Dendropsophus juliani,LEAST_CONCERN
Dendropsophus koechlini,LEAST_CONCERN
Dendropsophus labialis,LEAST_CONCERN
Dendropsophus leali,LEAST_CONCERN
Dendropsophus leucophyllatus,LEAST_CONCERN
Dendropsophus limai,DATA_DEFICIENT
Dendropsophus luteoocellatus,LEAST_CONCERN
Dendropsophus marmoratus,LEAST_CONCERN
Dendropsophus mathiassoni,LEAST_CONCERN
Dendropsophus melanargyreus,LEAST_CONCERN
Dendropsophus meridensis,ENDANGERED
Dendropsophus meridianus,LEAST_CONCERN
Dendropsophus microcephalus,LEAST_CONCERN
Dendropsophus microps,LEAST_CONCERN
Dendropsophus minimus,DATA_DEFICIENT
Dendropsophus minusculus,LEAST_CONCERN
Dendropsophus minutus,LEAST_CONCERN
Dendropsophus miyatai,LEAST_CONCERN
Dendropsophus nahdereri,LEAST_CONCERN
Dendropsophus nanus,LEAST_CONCERN
Dendropsophus novaisi,LEAST_CONCERN
Dendropsophus oliveirai,LEAST_CONCERN
Dendropsophus padreluna,LEAST_CONCERN
Dendropsophus parviceps,LEAST_CONCERN
Dendropsophus pauiniensis,DATA_DEFICIENT
Dendropsophus pelidna,NEAR_THREATENED
Dendropsophus phlebodes,
Dendropsophus praestans,LEAST_CONCERN
Dendropsophus pseudomeridianus,LEAST_CONCERN
Dendropsophus reichlei,LEAST_CONCERN
Dendropsophus rhea,DATA_DEFICIENT
Dendropsophus rhodopeplus,LEAST_CONCERN
Dendropsophus riveroi,LEAST_CONCERN
Dendropsophus robertmertensi,LEAST_CONCERN
Dendropsophus rossalleni,LEAST_CONCERN
Dendropsophus rubicundulus,LEAST_CONCERN
Dendropsophus ruschii,LEAST_CONCERN
Dendropsophus salli,LEAST_CONCERN
Dendropsophus sanborni,LEAST_CONCERN
Dendropsophus sarayacuensis,LEAST_CONCERN
Dendropsophus sartori,LEAST_CONCERN
Dendropsophus schubarti,
Dendropsophus seniculus,LEAST_CONCERN
Dendropsophus soaresi,
Dendropsophus stingi,
Dendropsophus studerae,ENDANGERED
Dendropsophus subocularis,LEAST_CONCERN
Dendropsophus timbeba,LEAST_CONCERN
Dendropsophus tintinnabulum,LEAST_CONCERN
Dendropsophus triangulum,LEAST_CONCERN
Dendropsophus tritaeniatus,LEAST_CONCERN
Dendropsophus virolinensis,LEAST_CONCERN
Dendropsophus walfordi,LEAST_CONCERN
Dendropsophus werneri,LEAST_CONCERN
Dendropsophus xapuriensis,LEAST_CONCERN
Dendropsophus yaracuyanus,ENDANGERED
Diaglena spatulata,
Duellmanohyla chamulae,ENDANGERED
Duellmanohyla ignicolor,NEAR_THREATENED
Duellmanohyla lythrodes,ENDANGERED
Duellmanohyla rufioculis,LEAST_CONCERN
Duellmanohyla salvavida,ENDANGERED
Duellmanohyla schmidtorum,NEAR_THREATENED
Duellmanohyla soralia,ENDANGERED
Duellmanohyla uranochroa,VULNERABLE
Ecnomiohyla echinata,CRITICALLY_ENDANGERED
Ecnomiohyla fimbrimembra,VULNERABLE
Ecnomiohyla miliaria,LEAST_CONCERN
Ecnomiohyla minera,VULNERABLE
Ecnomiohyla miotympanum,
Ecnomiohyla phantasmagoria,CRITICALLY_ENDANGERED
Ecnomiohyla rabborum,
Ecnomiohyla salvaje,ENDANGERED
Ecnomiohyla sukia,LEAST_CONCERN
Ecnomiohyla thysanota,DATA_DEFICIENT
Ecnomiohyla tuberculosa,
Ecnomiohyla valancifer,CRITICALLY_ENDANGERED
Exerodonta abdivita,NEAR_THREATENED
Exerodonta bivocata,ENDANGERED
Exerodonta catracha,
Exerodonta chimalapa,ENDANGERED
Exerodonta juanitae,
Exerodonta melanomma,VULNERABLE
Exerodonta perkinsi,ENDANGERED
Exerodonta pinorum,
Exerodonta smaragdina,LEAST_CONCERN
Exerodonta sumichrasti,LEAST_CONCERN
Exerodonta xera,VULNERABLE
Hyla andersonii,
Hyla annectans,LEAST_CONCERN
Hyla arborea,LEAST_CONCERN
Hyla arboricola,
Hyla arenicolor,
Hyla avivoca,
Hyla bocourti,
Hyla chinensis,LEAST_CONCERN
Hyla chrysoscelis,
Hyla cinerea,
Hyla euphorbiacea,
Hyla eximia,
Hyla felixarabica,LEAST_CONCERN
Hyla femoralis,
Hyla gratiosa,
Hyla hallowellii,LEAST_CONCERN
Hyla heinzsteinitzi,
Hyla immaculata,
Hyla intermedia,LEAST_CONCERN
Hyla japonica,
Hyla meridionalis,LEAST_CONCERN
Hyla molleri,LEAST_CONCERN
Hyla orientalis,LEAST_CONCERN
Hyla plicata,
Hyla sanchiangensis,LEAST_CONCERN
Hyla sarda,LEAST_CONCERN
Hyla savignyi,LEAST_CONCERN
Hyla simplex,LEAST_CONCERN
Hyla squirella,
Hyla suweonensis,
Hyla tsinlingensis,LEAST_CONCERN
Hyla versicolor,
Hyla walkeri,
Hyla wrightorum,
Hyla zhaopingensis,DATA_DEFICIENT
Hyloscirtus albopunctulatus,LEAST_CONCERN
Hyloscirtus alytolylax,NEAR_THREATENED
Hyloscirtus armatus,NEAR_THREATENED
Hyloscirtus bogotensis,NEAR_THREATENED
Hyloscirtus callipeza,NEAR_THREATENED
Hyloscirtus caucanus,ENDANGERED
Hyloscirtus charazani,CRITICALLY_ENDANGERED
Hyloscirtus chlorosteus,CRITICALLY_ENDANGERED
Hyloscirtus colymba,CRITICALLY_ENDANGERED
Hyloscirtus denticulentus,ENDANGERED
Hyloscirtus estevesi,DATA_DEFICIENT
Hyloscirtus jahni,VULNERABLE
Hyloscirtus larinopygion,NEAR_THREATENED
Hyloscirtus lascinius,LEAST_CONCERN
Hyloscirtus lindae,VULNERABLE
Hyloscirtus lynchi,ENDANGERED
Hyloscirtus pacha,ENDANGERED
Hyloscirtus palmeri,LEAST_CONCERN
Hyloscirtus pantostictus,ENDANGERED
Hyloscirtus phyllognathus,LEAST_CONCERN
Hyloscirtus piceigularis,ENDANGERED
Hyloscirtus platydactylus,VULNERABLE
Hyloscirtus psarolaimus,ENDANGERED
Hyloscirtus ptychodactylus,ENDANGERED
Hyloscirtus sarampiona,
Hyloscirtus simmonsi,VULNERABLE
Hyloscirtus staufferorum,ENDANGERED
Hyloscirtus tapichalaca,ENDANGERED
Hyloscirtus tigrinus,ENDANGERED
Hyloscirtus torrenticola,VULNERABLE
Hypsiboas aguilari,
Hypsiboas albomarginatus,
Hypsiboas alboniger,
Hypsiboas albopunctatus,DATA_DEFICIENT
Hypsiboas alemani,
Hypsiboas angelicus,
Hypsiboas atlanticus,
Hypsiboas balzani,
Hypsiboas beckeri,
Hypsiboas benitezi,
Hypsiboas bischoffi,
Hypsiboas boans,LEAST_CONCERN
Hypsiboas botumirim,
Hypsiboas buriti,
Hypsiboas caingua,
Hypsiboas caipora,
Hypsiboas calcaratus,
Hypsiboas callipleura,
Hypsiboas cinerascens,
Hypsiboas cipoensis,
Hypsiboas cordobae,
Hypsiboas crepitans,LEAST_CONCERN
Hypsiboas curupi,
Hypsiboas cymbalum,
Hypsiboas dentei,
Hypsiboas ericae,
Hypsiboas exastis,
Hypsiboas faber,
Hypsiboas fasciatus,
Hypsiboas freicanecae,
Hypsiboas fuentei,
Hypsiboas geographicus,
Hypsiboas gladiator,
Hypsiboas goianus,
Hypsiboas guentheri,
Hypsiboas heilprini,
Hypsiboas hobbsi,
Hypsiboas hutchinsi,
Hypsiboas jimenezi,
Hypsiboas joaquini,
Hypsiboas lanciformis,
Hypsiboas latistriatus,
Hypsiboas lemai,
Hypsiboas leptolineatus,
Hypsiboas leucocheilus,
Hypsiboas liliae,
Hypsiboas lundii,
Hypsiboas marginatus,
Hypsiboas marianitae,
Hypsiboas melanopleura,
Hypsiboas microderma,
Hypsiboas multifasciatus,
Hypsiboas nympha,
Hypsiboas ornatissimus,
Hypsiboas palaestes,
Hypsiboas paranaiba,
Hypsiboas pardalis,
Hypsiboas pellucens,
Hypsiboas phaeopleura,
Hypsiboas picturatus,
Hypsiboas poaju,
Hypsiboas polytaenius,
Hypsiboas pombali,
Hypsiboas prasinus,
Hypsiboas pugnax,LEAST_CONCERN
Hypsiboas pulchellus,LEAST_CONCERN
Hypsiboas pulidoi,DATA_DEFICIENT
Hypsiboas punctatus,
Hypsiboas raniceps,
Hypsiboas rhythmicus,
Hypsiboas riojanus,
Hypsiboas roraima,
Hypsiboas rosenbergi,
Hypsiboas rubracylus,
Hypsiboas rufitelus,
Hypsiboas secedens,
Hypsiboas semiguttatus,
Hypsiboas semilineatus,
Hypsiboas sibleszi,
Hypsiboas stellae,
Hypsiboas stenocephalus,
Hypsiboas tepuianus,
Hypsiboas varelae,
Hypsiboas wavrini,
Isthmohyla angustilineata,CRITICALLY_ENDANGERED
Isthmohyla calypsa,CRITICALLY_ENDANGERED
Isthmohyla debilis,CRITICALLY_ENDANGERED
Isthmohyla graceae,CRITICALLY_ENDANGERED
Isthmohyla infucata,ENDANGERED
Isthmohyla insolita,
Isthmohyla lancasteri,LEAST_CONCERN
Isthmohyla melacaena,
Isthmohyla picadoi,LEAST_CONCERN
Isthmohyla pictipes,CRITICALLY_ENDANGERED
Isthmohyla pseudopuma,LEAST_CONCERN
Isthmohyla rivularis,ENDANGERED
Isthmohyla tica,CRITICALLY_ENDANGERED
Isthmohyla xanthosticta,DATA_DEFICIENT
Isthmohyla zeteki,VULNERABLE
Itapotihyla langsdorffii,LEAST_CONCERN
Lysapsus caraya,LEAST_CONCERN
Lysapsus laevis,LEAST_CONCERN
Lysapsus limellum,LEAST_CONCERN
Megastomatohyla mixe,CRITICALLY_ENDANGERED
Megastomatohyla mixomaculata,ENDANGERED
Megastomatohyla nubicola,CRITICALLY_ENDANGERED
Megastomatohyla pellita,CRITICALLY_ENDANGERED
Myersiohyla aromatica,VULNERABLE
Myersiohyla inparquesi,NEAR_THREATENED
Myersiohyla kanaima,
Myersiohyla loveridgei,NEAR_THREATENED
Nyctimantis rugiceps,LEAST_CONCERN
Osteocephalus alboguttatus,LEAST_CONCERN
Osteocephalus buckleyi,LEAST_CONCERN
Osteocephalus cabrerai,LEAST_CONCERN
Osteocephalus carri,LEAST_CONCERN
Osteocephalus castaneicola,LEAST_CONCERN
Osteocephalus deridens,LEAST_CONCERN
Osteocephalus exophthalmus,
Osteocephalus festae,LEAST_CONCERN
Osteocephalus fuscifacies,LEAST_CONCERN
Osteocephalus heyeri,LEAST_CONCERN
Osteocephalus inframaculatus,
Osteocephalus leoniae,LEAST_CONCERN
Osteocephalus leprieurii,LEAST_CONCERN
Osteocephalus mimeticus,LEAST_CONCERN
Osteocephalus mutabor,LEAST_CONCERN
Osteocephalus oophagus,LEAST_CONCERN
Osteocephalus pearsoni,
Osteocephalus phasmatus,
Osteocephalus planiceps,LEAST_CONCERN
Osteocephalus subtilis,LEAST_CONCERN
Osteocephalus taurinus,LEAST_CONCERN
Osteocephalus verruciger,LEAST_CONCERN
Osteocephalus vilarsi,LEAST_CONCERN
Osteocephalus yasuni,LEAST_CONCERN
Osteopilus crucialis,VULNERABLE
Osteopilus dominicensis,LEAST_CONCERN
Osteopilus marianae,ENDANGERED
Osteopilus ocellatus,NEAR_THREATENED
Osteopilus pulchrilineatus,VULNERABLE
Osteopilus septentrionalis,LEAST_CONCERN
Osteopilus vastus,VULNERABLE
Osteopilus wilderi,VULNERABLE
Phyllodytes acuminatus,LEAST_CONCERN
Phyllodytes brevirostris,VULNERABLE
Phyllodytes edelmoi,LEAST_CONCERN
Phyllodytes gyrinaethes,ENDANGERED
