Species,IUCN_Status
Arthroleptella bicolor,LEAST_CONCERN
Arthroleptella drewesii,NEAR_THREATENED
Arthroleptella landdrosia,NEAR_THREATENED
Arthroleptella lightfooti,NEAR_THREATENED
Arthroleptella rugosa,CRITICALLY_ENDANGERED
Arthroleptella subvoce,CRITICALLY_ENDANGERED
Arthroleptella villiersi,LEAST_CONCERN
Cacosternum boettgeri,LEAST_CONCERN
Cacosternum capense,NEAR_THREATENED
Cacosternum karooicum,LEAST_CONCERN
Cacosternum kinangopensis,LEAST_CONCERN
Cacosternum leleupi,DATA_DEFICIENT
Cacosternum namaquense,LEAST_CONCERN
Cacosternum nanum,LEAST_CONCERN
Cacosternum parvum,LEAST_CONCERN
Cacosternum platys,NEAR_THREATENED
Cacosternum plimptoni,LEAST_CONCERN
Cacosternum poyntoni,
Cacosternum striatum,LEAST_CONCERN
Ericabatrachus baleensis,CRITICALLY_ENDANGERED
Microbatrachella capensis,CRITICALLY_ENDANGERED
Natalobatrachus bonebergi,ENDANGERED
Nothophryne broadleyi,ENDANGERED
Poyntonia paludicola,NEAR_THREATENED
Strongylopus bonaespei,LEAST_CONCERN
Strongylopus fasciatus,LEAST_CONCERN
Strongylopus fuelleborni,LEAST_CONCERN
Strongylopus Grayii,
Strongylopus kilimanjaro,DATA_DEFICIENT
Strongylopus kitumbeine,VULNERABLE
Strongylopus merumontanus,LEAST_CONCERN
Strongylopus rhodesianus,VULNERABLE
Strongylopus springbokensis,LEAST_CONCERN
Strongylopus wageri,LEAST_CONCERN
Tomopterna cryptotis,LEAST_CONCERN
Tomopterna damarensis,
Tomopterna delalandii,LEAST_CONCERN
Tomopterna krugerensis,LEAST_CONCERN
Tomopterna luganga,LEAST_CONCERN
Tomopterna marmorata,LEAST_CONCERN
Tomopterna milletihorsini,DATA_DEFICIENT
Tomopterna monticola,DATA_DEFICIENT
Tomopterna natalensis,LEAST_CONCERN
Tomopterna tandyi,LEAST_CONCERN
Tomopterna tuberculosa,LEAST_CONCERN
Aubria masako,LEAST_CONCERN
Aubria subsigillata,LEAST_CONCERN
Pyxicephalus adspersus,LEAST_CONCERN
Pyxicephalus edulis,LEAST_CONCERN
Pyxicephalus obbianus,LEAST_CONCERN
Amolops aniqiaoensis,NEAR_THREATENED
Amolops archotaphus,DATA_DEFICIENT
Amolops assamensis,VULNERABLE
Amolops bellulus,NEAR_THREATENED
Amolops caelumnoctis,LEAST_CONCERN
Amolops chakrataensis,CRITICALLY_ENDANGERED
Amolops chunganensis,LEAST_CONCERN
Amolops compotrix,LEAST_CONCERN
Amolops cremnobatus,LEAST_CONCERN
Amolops cucae,ENDANGERED
Amolops daiyunensis,NEAR_THREATENED
Amolops daorum,LEAST_CONCERN
Amolops formosus,LEAST_CONCERN
Amolops gerbillus,LEAST_CONCERN
Amolops granulosus,LEAST_CONCERN
Amolops hainanensis,ENDANGERED
Amolops himalayanus,NEAR_THREATENED
Amolops hongkongensis,ENDANGERED
Amolops iriodes,DATA_DEFICIENT
Amolops jaunsari,LEAST_CONCERN
Amolops jinjiangensis,LEAST_CONCERN
Amolops kangtingensis,
Amolops kaulbacki,DATA_DEFICIENT
Amolops kohimaensis,DATA_DEFICIENT
Amolops larutensis,LEAST_CONCERN
Amolops liangshanensis,
Amolops lifanensis,LEAST_CONCERN
Amolops loloensis,VULNERABLE
Amolops longimanus,DATA_DEFICIENT
Amolops mantzorum,LEAST_CONCERN
Amolops marmoratus,LEAST_CONCERN
Amolops medogensis,ENDANGERED
Amolops mengyangensis,DATA_DEFICIENT
Amolops minutus,ENDANGERED
Amolops monticola,ENDANGERED
Amolops nidorbellus,DATA_DEFICIENT
Amolops panhai,LEAST_CONCERN
Amolops ricketti,LEAST_CONCERN
Amolops spinapectoralis,LEAST_CONCERN
Amolops splendissimus,VULNERABLE
Amolops torrentis,VULNERABLE
Amolops viridimaculatus,LEAST_CONCERN
Amolops vitreus,VULNERABLE
Amolops wuyiensis,LEAST_CONCERN
Babina adenopleura,
Babina caldwelli,
Babina chapaensis,
Babina daunchina,
Babina hainanensis,
Babina holsti,ENDANGERED
Babina lini,
Babina okinavana,
Babina pleuraden,
Babina subaspera,ENDANGERED
Clinotarsus alticola,LEAST_CONCERN
Clinotarsus curtipes,LEAST_CONCERN
Glandirana emeljanovi,LEAST_CONCERN
Glandirana minima,ENDANGERED
Glandirana rugosa,LEAST_CONCERN
Glandirana tientaiensis,LEAST_CONCERN
Huia cavitympanum,LEAST_CONCERN
Huia masonii,
Huia modiglianii,
Huia sumatrana,
Humerana humeralis,LEAST_CONCERN
Humerana miopus,LEAST_CONCERN
Humerana oatesii,DATA_DEFICIENT
Hylarana albolabris,LEAST_CONCERN
Hylarana albotuberculata,
Hylarana amnicola,LEAST_CONCERN
Hylarana arfaki,
Hylarana asperrima,VULNERABLE
Hylarana attigua,
Hylarana aurantiaca,ENDANGERED
Hylarana aurata,
Hylarana banjarana,
Hylarana baramica,
Hylarana celebensis,
Hylarana chalconota,
Hylarana chitwanensis,DATA_DEFICIENT
Hylarana crassiovis,
Hylarana cubitalis,LEAST_CONCERN
Hylarana daemeli,
Hylarana darlingi,LEAST_CONCERN
Hylarana debussyi,
Hylarana elberti,
Hylarana erythraea,LEAST_CONCERN
Hylarana eschatia,
Hylarana everetti,
Hylarana faber,VULNERABLE
Hylarana florensis,
Hylarana fonensis,DATA_DEFICIENT
Hylarana galamensis,LEAST_CONCERN
Hylarana garoensis,DATA_DEFICIENT
Hylarana garritor,
Hylarana glandulosa,
Hylarana gracilis,LEAST_CONCERN
Hylarana grandocula,
Hylarana grisea,
Hylarana guentheri,LEAST_CONCERN
Hylarana hekouensis,
Hylarana igorota,
Hylarana jimiensis,
Hylarana kampeni,
Hylarana kreffti,
Hylarana labialis,
Hylarana laterimaculata,
Hylarana latouchii,LEAST_CONCERN
Hylarana lemairei,LEAST_CONCERN
Hylarana leptoglossa,LEAST_CONCERN
Hylarana lepus,LEAST_CONCERN
Hylarana longipes,LEAST_CONCERN
Hylarana luctuosa,LEAST_CONCERN
Hylarana luzonensis,
Hylarana macrodactyla,LEAST_CONCERN
Hylarana macrops,
Hylarana malabarica,LEAST_CONCERN
Hylarana mangyanum,
Hylarana maosonensis,LEAST_CONCERN
Hylarana margariana,DATA_DEFICIENT
Hylarana megalonesa,
Hylarana melanomenta,
Hylarana menglaensis,
Hylarana milleti,
Hylarana milneana,
Hylarana mocquardi,
Hylarana moellendorffi,
Hylarana moluccana,
Hylarana montivaga,ENDANGERED
Hylarana mortenseni,LEAST_CONCERN
Hylarana nicobariensis,LEAST_CONCERN
Hylarana nigrovittata,LEAST_CONCERN
Hylarana novaeguineae,
Hylarana occidentalis,LEAST_CONCERN
Hylarana papua,
Hylarana parkeriana,DATA_DEFICIENT
Hylarana parvacola,
Hylarana persimilis,DATA_DEFICIENT
Hylarana picturata,
Hylarana raniceps,
Hylarana rufipes,
Hylarana scutigera,
Hylarana siberu,
Hylarana signata,
Hylarana similis,
Hylarana spinulosa,VULNERABLE
Hylarana supragrisea,
Hylarana taipehensis,LEAST_CONCERN
Hylarana temporalis,VULNERABLE
Hylarana tipanan,
Hylarana tytleri,LEAST_CONCERN
Hylarana volkerjane,
Hylarana waliesa,
Lithobates areolatus,LEAST_CONCERN
Lithobates berlandieri,LEAST_CONCERN
Lithobates blairi,LEAST_CONCERN
Lithobates brownorum,LEAST_CONCERN
Lithobates bwana,LEAST_CONCERN
Lithobates capito,VULNERABLE
Lithobates catesbeianus,
Lithobates chichicuahutla,CRITICALLY_ENDANGERED
Lithobates chiricahuensis,VULNERABLE
Lithobates clamitans,
Lithobates dunni,ENDANGERED
Lithobates fisheri,EXTINCT
Lithobates forreri,LEAST_CONCERN
Lithobates grylio,
Lithobates heckscheri,
Lithobates johni,VULNERABLE
Lithobates juliani,LEAST_CONCERN
Lithobates lemosespinali,DATA_DEFICIENT
Lithobates macroglossa,VULNERABLE
Lithobates maculatus,LEAST_CONCERN
Lithobates magnaocularis,LEAST_CONCERN
Lithobates megapoda,NEAR_THREATENED
Lithobates miadis,CRITICALLY_ENDANGERED
Lithobates montezumae,LEAST_CONCERN
Lithobates neovolcanicus,LEAST_CONCERN
Lithobates okaloosae,
Lithobates omiltemanus,ENDANGERED
Lithobates onca,ENDANGERED
Lithobates palmipes,LEAST_CONCERN
Lithobates palustris,LEAST_CONCERN
Lithobates pipiens,LEAST_CONCERN
Lithobates psilonota,LEAST_CONCERN
Lithobates pueblae,CRITICALLY_ENDANGERED
Lithobates pustulosus,LEAST_CONCERN
Lithobates septentrionalis,
Lithobates sevosus,CRITICALLY_ENDANGERED
Lithobates sierramadrensis,LEAST_CONCERN
Lithobates spectabilis,LEAST_CONCERN
Lithobates sphenocephalus,LEAST_CONCERN
Lithobates sylvaticus,LEAST_CONCERN
Lithobates tarahumarae,VULNERABLE
Lithobates taylori,LEAST_CONCERN
Lithobates tlaloci,CRITICALLY_ENDANGERED
Lithobates vaillanti,LEAST_CONCERN
Lithobates vibicarius,ENDANGERED
Lithobates virgatipes,
Lithobates warszewitschii,LEAST_CONCERN
Lithobates yavapaiensis,LEAST_CONCERN
Lithobates zweifeli,LEAST_CONCERN
Meristogenys amoropalamus,LEAST_CONCERN
Meristogenys jerboa,VULNERABLE
Meristogenys kinabaluensis,LEAST_CONCERN
Meristogenys macrophthalmus,DATA_DEFICIENT
Meristogenys maryatiae,LEAST_CONCERN
Meristogenys orphnocnemis,LEAST_CONCERN
Meristogenys phaeomerus,LEAST_CONCERN
Meristogenys poecilus,LEAST_CONCERN
Meristogenys stenocephalus,NEAR_THREATENED
Meristogenys stigmachilus,NEAR_THREATENED
Meristogenys whiteheadi,LEAST_CONCERN
Odorrana absita,LEAST_CONCERN
Odorrana amamiensis,ENDANGERED
Odorrana andersonii,
Odorrana anlungensis,ENDANGERED
Odorrana aureola,LEAST_CONCERN
Odorrana bacboensis,LEAST_CONCERN
Odorrana banaorum,LEAST_CONCERN
Odorrana bolavensis,ENDANGERED
Odorrana chapaensis,LEAST_CONCERN
Odorrana chloronota,LEAST_CONCERN
Odorrana exiliversabilis,LEAST_CONCERN
Odorrana geminata,VULNERABLE
Odorrana gigatympana,LEAST_CONCERN
Odorrana grahami,VULNERABLE
Odorrana graminea,LEAST_CONCERN
Odorrana hainanensis,VULNERABLE
Odorrana hejiangensis,VULNERABLE
Odorrana hosii,LEAST_CONCERN
Odorrana huanggangensis,LEAST_CONCERN
Odorrana indeprensa,VULNERABLE
Odorrana ishikawae,ENDANGERED
Odorrana jingdongensis,VULNERABLE
Odorrana junlianensis,LEAST_CONCERN
Odorrana khalam,LEAST_CONCERN
Odorrana kuangwuensis,VULNERABLE
Odorrana leporipes,DATA_DEFICIENT
Odorrana livida,LEAST_CONCERN
Odorrana lungshengensis,LEAST_CONCERN
Odorrana macrotympana,DATA_DEFICIENT
Odorrana margaretae,LEAST_CONCERN
Odorrana mawphlangensis,DATA_DEFICIENT
Odorrana melasma,
Odorrana monjerai,DATA_DEFICIENT
Odorrana morafkai,LEAST_CONCERN
Odorrana nanjiangensis,NEAR_THREATENED
Odorrana narina,ENDANGERED
Odorrana nasica,LEAST_CONCERN
Odorrana nasuta,LEAST_CONCERN
Odorrana orba,LEAST_CONCERN
Odorrana rotodora,LEAST_CONCERN
Odorrana schmackeri,LEAST_CONCERN
Odorrana sinica,DATA_DEFICIENT
Odorrana supranarina,ENDANGERED
Odorrana swinhoana,LEAST_CONCERN
Odorrana tiannanensis,LEAST_CONCERN
Odorrana tormota,LEAST_CONCERN
Odorrana trankieni,NEAR_THREATENED
Odorrana utsunomiyaorum,ENDANGERED
Odorrana versabilis,LEAST_CONCERN
Odorrana wuchuanensis,VULNERABLE
Odorrana yentuensis,ENDANGERED
Odorrana yizhangensis,LEAST_CONCERN
Odorrana zhaoi,LEAST_CONCERN
Pelophylax bedriagae,LEAST_CONCERN
Pelophylax bergeri,
Pelophylax caralitanus,VULNERABLE
Pelophylax cerigensis,ENDANGERED
Pelophylax chosenicus,VULNERABLE
Pelophylax cretensis,ENDANGERED
Pelophylax demarchii,DATA_DEFICIENT
Pelophylax epeiroticus,NEAR_THREATENED
Pelophylax fukienensis,LEAST_CONCERN
Pelophylax hubeiensis,LEAST_CONCERN
Pelophylax kurtmuelleri,LEAST_CONCERN
Pelophylax lateralis,
Pelophylax lessonae,LEAST_CONCERN
Pelophylax nigromaculatus,LEAST_CONCERN
Pelophylax perezi,LEAST_CONCERN
Pelophylax plancyi,LEAST_CONCERN
Pelophylax porosus,LEAST_CONCERN
Pelophylax ridibundus,LEAST_CONCERN
Pelophylax saharicus,LEAST_CONCERN
Pelophylax shqipericus,VULNERABLE
Pelophylax tenggerensis,ENDANGERED
Pelophylax terentievi,LEAST_CONCERN
Pseudorana sangzhiensis,
Pseudorana weiningensis,LEAST_CONCERN
Pterorana khare,LEAST_CONCERN
Rana okinavana,NOT_EVALUATED
Rana amurensis,LEAST_CONCERN
Rana arvalis,LEAST_CONCERN
Rana asiatica,VULNERABLE
Rana aurora,LEAST_CONCERN
Rana boylii,NEAR_THREATENED
Rana cangyuanensis,
Rana cascadae,LEAST_CONCERN
Rana chaochiaoensis,LEAST_CONCERN
Rana chensinensis,LEAST_CONCERN
Rana chevronta,CRITICALLY_ENDANGERED
Rana coreana,LEAST_CONCERN
Rana culaiensis,DATA_DEFICIENT
Rana dalmatina,LEAST_CONCERN
Rana draytonii,NEAR_THREATENED
Rana dybowskii,NEAR_THREATENED
Rana graeca,LEAST_CONCERN
Rana hanluica,LEAST_CONCERN
Rana huanrensis,LEAST_CONCERN
Rana iberica,VULNERABLE
Rana italica,LEAST_CONCERN
Rana japonica,LEAST_CONCERN
Rana johnsi,LEAST_CONCERN
Rana kukunoris,LEAST_CONCERN
Rana kunyuensis,
Rana latastei,VULNERABLE
Rana longicrus,VULNERABLE
Rana luteiventris,LEAST_CONCERN
Rana macrocnemis,LEAST_CONCERN
Rana maoershanensis,
Rana multidenticulata,
Rana muscosa,ENDANGERED
Rana omeimontis,LEAST_CONCERN
Rana ornativentris,LEAST_CONCERN
Rana pirica,LEAST_CONCERN
Rana pretiosa,VULNERABLE
Rana pseudodalmatina,LEAST_CONCERN
Rana pyrenaica,ENDANGERED
Rana sakuraii,LEAST_CONCERN
Rana sauteri,VULNERABLE
Rana shuchinae,LEAST_CONCERN
Rana sierrae,VULNERABLE
Rana tagoi,LEAST_CONCERN
Rana tavasensis,CRITICALLY_ENDANGERED
Rana temporaria,LEAST_CONCERN
Rana tsushimensis,NEAR_THREATENED
Rana zhengi,
Rana zhenhaiensis,LEAST_CONCERN
Sanguirana sanguinea,LEAST_CONCERN
Sanguirana varians,
Staurois guttatus,LEAST_CONCERN
Staurois latopalmatus,LEAST_CONCERN
Staurois natator,LEAST_CONCERN
Staurois parvus,VULNERABLE
Staurois tuberilinguis,LEAST_CONCERN
Indirana beddomii,ENDANGERED
Indirana brachytarsus,LEAST_CONCERN
Indirana diplosticta,
Indirana gundia,NEAR_THREATENED
Indirana leithii,LEAST_CONCERN
Indirana leptodactyla,
Indirana longicrus,DATA_DEFICIENT
Indirana phrynoderma,
Indirana semipalmata,LEAST_CONCERN
Indirana tenuilingua,
Buergeria buergeri,LEAST_CONCERN
Buergeria japonica,LEAST_CONCERN
Buergeria oxycephala,VULNERABLE
Buergeria robusta,LEAST_CONCERN
Chiromantis cherrapunjiae,
Chiromantis doriae,
Chiromantis dudhwaensis,
Chiromantis hansenae,
Chiromantis kelleri,
Chiromantis laevis,
Chiromantis nongkhorensis,
Chiromantis petersii,LEAST_CONCERN
Chiromantis punctatus,
Chiromantis rufescens,LEAST_CONCERN
Chiromantis samkosensis,
Chiromantis senapatiensis,
Chiromantis shyamrupus,
Chiromantis simus,
Chiromantis vittatus,
Chiromantis xerampelina,LEAST_CONCERN
Feihyla fuhua,LEAST_CONCERN
Feihyla palpebralis,LEAST_CONCERN
Ghatixalus asterops,NEAR_THREATENED
Ghatixalus variabilis,ENDANGERED
Gracixalus gracilipes,LEAST_CONCERN
Gracixalus jinxiuensis,DATA_DEFICIENT
Gracixalus medogensis,DATA_DEFICIENT
Gracixalus quyeti,VULNERABLE
Gracixalus supercornutus,NEAR_THREATENED
Kurixalus ananjevae,
Kurixalus baliogaster,LEAST_CONCERN
Kurixalus banaensis,LEAST_CONCERN
Kurixalus bisacculus,LEAST_CONCERN
Kurixalus carinensis,
Kurixalus eiffingeri,LEAST_CONCERN
Kurixalus idiootocus,LEAST_CONCERN
Kurixalus naso,LEAST_CONCERN
Kurixalus odontotarsus,LEAST_CONCERN
Kurixalus verrucosus,LEAST_CONCERN
Liuixalus hainanus,VULNERABLE
Liuixalus ocellatus,VULNERABLE
Liuixalus romeri,ENDANGERED
Nyctixalus margaritifer,LEAST_CONCERN
Nyctixalus pictus,LEAST_CONCERN
Nyctixalus spinosus,LEAST_CONCERN
Philautus abditus,LEAST_CONCERN
Philautus acutirostris,LEAST_CONCERN
Philautus acutus,LEAST_CONCERN
Philautus amoenus,LEAST_CONCERN
Philautus aurantium,VULNERABLE
Philautus aurifasciatus,LEAST_CONCERN
Philautus bunitus,LEAST_CONCERN
Philautus cardamonus,ENDANGERED
Philautus cinerascens,DATA_DEFICIENT
Philautus cornutus,ENDANGERED
Philautus davidlabangi,LEAST_CONCERN
Philautus disgregus,NEAR_THREATENED
Philautus dubius,DATA_DEFICIENT
Philautus erythrophthalmus,ENDANGERED
Philautus garo,
Philautus gunungensis,LEAST_CONCERN
Philautus hosii,LEAST_CONCERN
Philautus ingeri,VULNERABLE
Philautus jacobsoni,CRITICALLY_ENDANGERED
Philautus jerdonii,
Philautus juliandringi,NEAR_THREATENED
Philautus kempiae,
Philautus kempii,DATA_DEFICIENT
Philautus kerangae,VULNERABLE
Philautus leitensis,LEAST_CONCERN
Philautus longicrus,VULNERABLE
Philautus maosonensis,DATA_DEFICIENT
Philautus microdiscus,CRITICALLY_ENDANGERED
Philautus mjobergi,LEAST_CONCERN
Philautus namdaphaensis,VULNERABLE
Philautus pallidipes,LEAST_CONCERN
Philautus petersi,DATA_DEFICIENT
Philautus petilus,
Philautus poecilius,LEAST_CONCERN
Philautus refugii,VULNERABLE
Philautus sanctisilvaticus,
Philautus saueri,LEAST_CONCERN
Philautus schmackeri,ENDANGERED
Philautus similipalensis,
Philautus similis,
Philautus surdus,LEAST_CONCERN
Philautus surrufus,NEAR_THREATENED
Philautus tectus,LEAST_CONCERN
Philautus truongsonensis,
Philautus tytthus,DATA_DEFICIENT
Philautus umbra,LEAST_CONCERN
Philautus vermiculatus,LEAST_CONCERN
Philautus vittiger,
Philautus worcesteri,LEAST_CONCERN
Polypedates assamensis,LEAST_CONCERN
Polypedates chlorophthalmus,DATA_DEFICIENT
Polypedates colletti,LEAST_CONCERN
Polypedates cruciger,LEAST_CONCERN
Polypedates eques,
Polypedates fastigo,
Polypedates hecticus,DATA_DEFICIENT
Polypedates impresus,LEAST_CONCERN
Polypedates insularis,NEAR_THREATENED
Polypedates leucomystax,LEAST_CONCERN
Polypedates longinasus,
Polypedates macrotis,LEAST_CONCERN
Polypedates maculatus,LEAST_CONCERN
Polypedates megacephalus,LEAST_CONCERN
Polypedates mutus,LEAST_CONCERN
Polypedates occidentalis,LEAST_CONCERN
Polypedates otilophus,LEAST_CONCERN
Polypedates pseudocruciger,LEAST_CONCERN
Polypedates spinus,
Polypedates subansiriensis,DATA_DEFICIENT
Polypedates taeniatus,LEAST_CONCERN
Polypedates teraiensis,LEAST_CONCERN
Polypedates zed,DATA_DEFICIENT
Pseudophilautus abundus,ENDANGERED
Pseudophilautus adspersus,EXTINCT
Pseudophilautus alto,ENDANGERED
Pseudophilautus amboli,LEAST_CONCERN
Pseudophilautus asankai,ENDANGERED
Pseudophilautus auratus,ENDANGERED
Pseudophilautus caeruleus,ENDANGERED
Pseudophilautus cavirostris,VULNERABLE
Pseudophilautus cuspis,ENDANGERED
Pseudophilautus decoris,CRITICALLY_ENDANGERED
Pseudophilautus dimbullae,EXTINCT
Pseudophilautus eximius,EXTINCT
Pseudophilautus extirpo,EXTINCT
Pseudophilautus femoralis,ENDANGERED
Pseudophilautus fergusonianus,LEAST_CONCERN
Pseudophilautus folicola,VULNERABLE
Pseudophilautus frankenbergi,ENDANGERED
Pseudophilautus fulvus,ENDANGERED
Pseudophilautus hallidayi,
Pseudophilautus halyi,EXTINCT
Pseudophilautus hoffmanni,
Pseudophilautus hoipolloi,
Pseudophilautus hypomelas,ENDANGERED
Pseudophilautus kani,LEAST_CONCERN
Pseudophilautus leucorhinus,EXTINCT
Pseudophilautus limbus,ENDANGERED
Pseudophilautus lunatus,CRITICALLY_ENDANGERED
Pseudophilautus macropus,ENDANGERED
Pseudophilautus maia,EXTINCT
Pseudophilautus malcolmsmithi,EXTINCT
Pseudophilautus microtympanum,ENDANGERED
Pseudophilautus mittermeieri,VULNERABLE
Pseudophilautus mooreorum,CRITICALLY_ENDANGERED
Pseudophilautus nanus,EXTINCT
Pseudophilautus nasutus,EXTINCT
Pseudophilautus nemus,ENDANGERED
Pseudophilautus ocularis,CRITICALLY_ENDANGERED
Pseudophilautus oxyrhynchus,EXTINCT
Pseudophilautus papillosus,
Pseudophilautus pardus,EXTINCT
Pseudophilautus pleurotaenia,VULNERABLE
Pseudophilautus poppiae,CRITICALLY_ENDANGERED
Pseudophilautus popularis,VULNERABLE
Pseudophilautus procax,
Pseudophilautus regius,LEAST_CONCERN
Pseudophilautus reticulatus,VULNERABLE
Pseudophilautus rugatus,EXTINCT
Pseudophilautus rus,NEAR_THREATENED
Pseudophilautus sarasinorum,ENDANGERED
Pseudophilautus schmarda,ENDANGERED
Pseudophilautus semiruber,ENDANGERED
Pseudophilautus silus,
Pseudophilautus silvaticus,
Pseudophilautus simba,CRITICALLY_ENDANGERED
Pseudophilautus singu,ENDANGERED
Pseudophilautus sordidus,VULNERABLE
Pseudophilautus steineri,ENDANGERED
Pseudophilautus stellatus,CRITICALLY_ENDANGERED
Pseudophilautus stictomerus,VULNERABLE
Pseudophilautus stuarti,CRITICALLY_ENDANGERED
Pseudophilautus tanu,ENDANGERED
Pseudophilautus temporalis,EXTINCT
Pseudophilautus variabilis,EXTINCT
Pseudophilautus viridis,ENDANGERED
Pseudophilautus wynaadensis,LEAST_CONCERN
Pseudophilautus zal,EXTINCT
Pseudophilautus zimmeri,EXTINCT
Pseudophilautus zorro,VULNERABLE
Raorchestes akroparallagi,LEAST_CONCERN
Raorchestes anili,LEAST_CONCERN
Raorchestes annandalii,LEAST_CONCERN
Raorchestes beddomii,LEAST_CONCERN
Raorchestes bobingeri,NEAR_THREATENED
Raorchestes bombayensis,LEAST_CONCERN
Raorchestes chalazodes,VULNERABLE
Raorchestes charius,LEAST_CONCERN
Raorchestes chlorosomma,ENDANGERED
Raorchestes chotta,ENDANGERED
Raorchestes chromasynchysi,VULNERABLE
Raorchestes coonoorensis,ENDANGERED
Raorchestes dubois,VULNERABLE
Raorchestes flaviventris,VULNERABLE
Raorchestes glandulosus,VULNERABLE
Raorchestes graminirupes,LEAST_CONCERN
Raorchestes griet,VULNERABLE
Raorchestes gryllus,VULNERABLE
Raorchestes jayarami,ENDANGERED
Raorchestes kaikatti,ENDANGERED
Raorchestes longchuanensis,LEAST_CONCERN
Raorchestes luteolus,LEAST_CONCERN
Raorchestes manipurensis,DATA_DEFICIENT
Raorchestes marki,CRITICALLY_ENDANGERED
Raorchestes menglaensis,LEAST_CONCERN
Raorchestes munnarensis,ENDANGERED
Raorchestes nerostagona,VULNERABLE
Raorchestes ochlandrae,LEAST_CONCERN
Raorchestes parvulus,LEAST_CONCERN
Raorchestes ponmudi,LEAST_CONCERN
Raorchestes resplendens,ENDANGERED
Raorchestes sahai,DATA_DEFICIENT
Raorchestes shillongensis,LEAST_CONCERN
Raorchestes signatus,ENDANGERED
Raorchestes sushili,ENDANGERED
Raorchestes terebrans,
Raorchestes tinniens,ENDANGERED
Raorchestes travancoricus,ENDANGERED
Raorchestes tuberohumerus,LEAST_CONCERN
Rhacophorus achantharrhena,
Rhacophorus angulirostris,
Rhacophorus annamensis,LEAST_CONCERN
Rhacophorus appendiculatus,
Rhacophorus arboreus,
Rhacophorus arvalis,
Rhacophorus aurantiventris,
Rhacophorus baluensis,LEAST_CONCERN
Rhacophorus barisani,LEAST_CONCERN
Rhacophorus belalongensis,
Rhacophorus bifasciatus,LEAST_CONCERN
Rhacophorus bimaculatus,
Rhacophorus bipunctatus,LEAST_CONCERN
Rhacophorus burmanus,
Rhacophorus calcadensis,VULNERABLE
Rhacophorus calcaneus,ENDANGERED
Rhacophorus catamitus,LEAST_CONCERN
Rhacophorus chenfui,
Rhacophorus chuyangsinensis,
Rhacophorus cyanopunctatus,
Rhacophorus dennysi,
Rhacophorus dorsoviridis,
Rhacophorus duboisi,
Rhacophorus dugritei,
Rhacophorus dulitensis,
Rhacophorus edentulus,LEAST_CONCERN
Rhacophorus everetti,
Rhacophorus exechopygus,LEAST_CONCERN
Rhacophorus fasciatus,
Rhacophorus feae,
Rhacophorus gadingensis,
Rhacophorus gauni,
Rhacophorus georgii,LEAST_CONCERN
Rhacophorus harrissoni,
Rhacophorus hoanglienensis,LEAST_CONCERN
Rhacophorus hui,
Rhacophorus hungfuensis,
Rhacophorus jarujini,
Rhacophorus kajau,
Rhacophorus kio,LEAST_CONCERN
Rhacophorus laoshan,DATA_DEFICIENT
Rhacophorus lateralis,VULNERABLE
Rhacophorus leucofasciatus,
Rhacophorus malabaricus,LEAST_CONCERN
Rhacophorus margaritifer,LEAST_CONCERN
Rhacophorus marmoridorsum,VULNERABLE
Rhacophorus maximus,
Rhacophorus minimus,
Rhacophorus modestus,LEAST_CONCERN
Rhacophorus moltrechti,
Rhacophorus monticola,VULNERABLE
Rhacophorus nigropalmatus,LEAST_CONCERN
Rhacophorus nigropunctatus,
Rhacophorus omeimontis,
Rhacophorus orlovi,LEAST_CONCERN
Rhacophorus owstoni,
Rhacophorus pardalis,LEAST_CONCERN
Rhacophorus penanorum,
Rhacophorus poecilonotus,LEAST_CONCERN
Rhacophorus prasinatus,
Rhacophorus prominanus,
Rhacophorus pseudomalabaricus,VULNERABLE
Rhacophorus puerensis,
Rhacophorus reinwardtii,LEAST_CONCERN
Rhacophorus rhodopus,LEAST_CONCERN
Rhacophorus robinsonii,
Rhacophorus rufipes,
Rhacophorus schlegelii,
Rhacophorus spelaeus,VULNERABLE
Rhacophorus subansiriensis,DATA_DEFICIENT
Rhacophorus suffry,
Rhacophorus taipeianus,
Rhacophorus translineatus,NEAR_THREATENED
Rhacophorus tuberculatus,DATA_DEFICIENT
Rhacophorus turpes,DATA_DEFICIENT
Rhacophorus vampyrus,
Rhacophorus verrucopus,NEAR_THREATENED
Rhacophorus viridis,
Rhacophorus yaoshanensis,
Rhacophorus yinggelingensis,
Theloderma andersoni,
Theloderma asperum,LEAST_CONCERN
Theloderma baibengensis,
Theloderma bicolor,LEAST_CONCERN
Theloderma corticale,LEAST_CONCERN
Theloderma gordoni,LEAST_CONCERN
Theloderma horridum,LEAST_CONCERN
Theloderma kwangsiense,
Theloderma lateriticum,LEAST_CONCERN
Theloderma leporosum,LEAST_CONCERN
Theloderma licin,LEAST_CONCERN
Theloderma moloch,LEAST_CONCERN
Theloderma nagalandense,DATA_DEFICIENT
Theloderma phrynoderma,LEAST_CONCERN
Theloderma rhododiscus,LEAST_CONCERN
Theloderma ryabovi,ENDANGERED
Theloderma stellatum,LEAST_CONCERN
Rhinophrynus dorsalis,LEAST_CONCERN
Scaphiopus couchii,LEAST_CONCERN
Scaphiopus holbrookii,LEAST_CONCERN
Scaphiopus hurterii,LEAST_CONCERN
Spea bombifrons,LEAST_CONCERN
Spea hammondii,NEAR_THREATENED
