uid,startDate,endDate,namedLocation,testedDate,batchID,cqValue,controlType,testPathogenName,criteriaMet,remarks,dataQF
"f1bcd7ba-21ad-4ce9-8b09-8e49bfa109a2","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate46_NI_20260406",0.00,"mixedSampleNegative","HardTick DNA Quality","Y",,
"25f6fa01-d6d5-4326-93f3-9c17602976b8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate5_Ixodes_20260414",0.00,"mixedSampleNegative","HardTick DNA Quality","Y",,
"3911ca3e-3437-4704-9ec3-6b9045a5d1c5","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate5_NI_20260319",0.00,"extractionNegative","Rickettsia rickettsii","Y",,
"92c0451d-a889-4ee4-b242-f389a07733ad","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate17_Ixodes_20260417",21.57,"positive","Anaplasma phagocytophilum","Y",,
"2846b03a-d368-48b3-817c-f444c4fde6d6","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate12_NI_20260323",0.00,"extractionNegative","Ixodes pacificus","Y",,
"4471cf19-211c-4b52-ae35-bdb7054204f4","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate22_NI_20260331",0.00,"masterMixNegative","Francisella tularensis","Y",,
"d75a450f-97c0-42af-829f-7bbff3d23462","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate69_NI_20260410",0.00,"mixedSampleNegative","Amblyomma americanum","Y",,
"1db57955-b025-46a1-90ed-80b6badd7476","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate31_NI_20260401",19.36,"positive","Amblyomma americanum","Y",,
"ba82af5c-e401-4491-b0cc-f306e37e3738","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate55_NI_20260408",0.00,"extractionNegative","Francisella tularensis","Y",,
"13efd862-0621-49e5-a2c6-10fef15e7d81","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate42_NI_20260406",0.00,"masterMixNegative","Borrelia sp.","Y",,
"1d0cea15-78a1-4c03-af98-1907b5db0572","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate30_NI_20260401",0.00,"masterMixNegative","HardTick DNA Quality","Y",,
"78ec339f-fd54-4f2f-b2b8-872dd6aebeaa","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate32_NI_20260401",0.00,"masterMixNegative","Francisella tularensis","Y",,
"552322a0-82dd-43c7-aab1-d3795cbe773d","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate41_NI_20260406",0.00,"extractionNegative","Borrelia lonestari","Y",,
"0192ff26-7858-4c3a-9a25-f5bf38b65526","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate13_NI_20260323",0.00,"mixedSampleNegative","Ixodes pacificus","Y",,
"2d3f38e1-888c-48cd-b043-c22cf1df5398","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate39_NI_20260402",17.47,"positive","Dermacentor variabilis","Y",,
"0ea55421-b79e-45d8-82b2-cc3478d2530f","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate24_NI_20260331",0.00,"mixedSampleNegative","Rickettsia rickettsii","Y",,
"24f5351c-5766-420d-8219-a1f91fdfcd84","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate3_Ixodes_20260414",0.00,"mixedSampleNegative","Borrelia sp.","Y",,
"bb2642de-c465-45a2-ba3e-15122c4271b8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate55_NI_20260408",0.00,"mixedSampleNegative","Borrelia sp.","Y",,
"317c22db-4c95-49ea-8892-d8eea8a6239e","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate14_Ixodes_20260415",0.00,"masterMixNegative","Babesia microti","Y",,
"6f3d6bbc-5f64-4a99-b3a8-fd587a2b78ec","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate70_NI_20260410",0.00,"extractionNegative","Anaplasma phagocytophilum","Y",,
"4c5d3630-9218-4f3d-bc16-7dfa80569305","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate64_NI_20260409",0.00,"mixedSampleNegative","Francisella tularensis","Y",,
"893ce4d8-d100-4bcd-b74c-8804e1d47724","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate20_Ixodes_20260417",0.00,"mixedSampleNegative","Ehrlichia muris-like","Y",,
"5dae71a3-abfb-439a-8cb5-198e57c83d10","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-21","Plate27_Ixodes_20260417",0.00,"mixedSampleNegative","Anaplasma phagocytophilum","Y",,
"217ee3cc-5f5a-49c0-a150-e8db7cca08cb","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate12_NI_20260323",22.31,"positive","Borrelia lonestari","Y",,
"fc6216d0-c46d-46c9-aac9-fda205be0f06","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate10_Ixodes_20260415",20.77,"positive","Anaplasma phagocytophilum","Y",,
"462158fa-2d1c-447c-9d9a-d547011d86c0","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate46_NI_20260406",22.10,"positive","Ehrlichia chaffeensis","Y",,
"97f0c7e1-6a82-489e-9279-d6e9306b61ee","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate56_NI_20260408",19.86,"positive","Amblyomma americanum","Y",,
"50006734-a625-41c6-aefb-1949f82d90d1","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate19_NI_20260331",0.00,"extractionNegative","Ixodes pacificus","Y",,
"38d04f10-ea07-48c3-8f24-98d0c0d31488","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate15_NI_20260323",0.00,"extractionNegative","Anaplasma phagocytophilum","Y",,
"adacaa74-a191-40aa-a7d0-8aeb1b7c4426","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate3_Ixodes_20260414",0.00,"extractionNegative","Anaplasma phagocytophilum","Y",,
"f248925d-1a2a-4c71-9d64-e8ae10250bf6","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate37_NI_20260402",0.00,"mixedSampleNegative","Rickettsia parkeri","Y",,
"97450b89-1297-47c1-8baa-7af4ba0af7ec","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate26_NI_20260401",0.00,"masterMixNegative","Rickettsia philipii","Y",,
"1467fda5-3e85-484c-b3c2-c3b59a4d3454","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate58_NI_20260409",0.00,"mixedSampleNegative","Ehrlichia chaffeensis","Y",,
"8734a64b-1bbc-46eb-badf-3fed66417bef","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate58_NI_20260409",18.88,"positive","Anaplasma phagocytophilum","Y",,
"cbdd820c-90f1-4c12-9a70-d19fd5c3174a","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate67_NI_20260410",0.00,"masterMixNegative","Ixodes pacificus","Y",,
"15409d4a-a5e4-4a38-abdc-db69119a5478","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate22_NI_20260331",0.00,"masterMixNegative","Ehrlichia chaffeensis","Y",,
"d65617b0-4096-4c0b-bc47-d9e94772c739","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate14_NI_20260323",18.38,"positive","Dermacentor variabilis","Y",,
"8dd7ac9c-4a12-4a7f-823a-71fd0050128c","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate22_Ixodes_20260417",0.00,"masterMixNegative","Borrelia burgdorferi sensu lato","Y",,
"ab2700f6-af50-4e90-a41a-43a2e89f2557","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate43_NI_20260406",23.05,"positive","HardTick DNA Quality","Y",,
"b2413c53-9b7e-4934-8f2c-f59719a0812d","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate68_NI_20260410",17.89,"positive","Rickettsia philipii","Y",,
"eeda0f63-c4dd-4430-8fc2-c31eb2f1e670","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate63_NI_20260409",0.00,"extractionNegative","Ixodes pacificus","Y",,
"41dd1647-8a93-4dce-a49f-adcfa1a8a1ae","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate20_NI_20260331",0.00,"extractionNegative","Rickettsia rickettsii","Y",,
"e9d6d996-360f-49dd-91fe-9d922eaf48f8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate38_NI_20260402",0.00,"masterMixNegative","Ehrlichia chaffeensis","Y",,
"c6fd1972-64fe-4c54-969f-d4d7de106e5f","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate30_NI_20260401",0.00,"mixedSampleNegative","Anaplasma phagocytophilum","Y",,
"88cca0b1-8a9a-425c-a95c-931c28e9a5d2","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate21_Ixodes_20260417",0.00,"masterMixNegative","Borrelia miyamotoi","Y",,
"84a721bb-9444-4a60-9163-a5b046864c30","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate13_Ixodes_20260415",0.00,"masterMixNegative","Babesia microti","Y",,
"08ddae0b-25c2-4707-850d-c7069d878547","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate26_NI_20260401",0.00,"extractionNegative","Borrelia lonestari","Y",,
"6b1f3529-9f3f-4ad1-97d3-e58e92ea78d0","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate7_Ixodes_20260414",0.00,"masterMixNegative","Amblyomma americanum","Y",,
"bb1ff349-0ac1-40ea-aa7e-61bb333ac4ef","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate56_NI_20260408",0.00,"mixedSampleNegative","Rickettsia parkeri","Y",,
"55b28058-8fbe-4fc5-8e63-6cd08c148207","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate47_NI_20260406",0.00,"masterMixNegative","Ixodes pacificus","Y",,
"e9ac425d-c062-47cb-9958-1ea1c61d15cb","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate22_Ixodes_20260417",0.00,"extractionNegative","Borrelia burgdorferi sensu lato","Y",,
"11ba66bd-f12a-418a-80f4-ac6d84b1ae10","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate3_Ixodes_20260414",0.00,"masterMixNegative","Amblyomma americanum","Y",,
"74ce975a-74a7-472c-941d-2751c5c4826e","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate22_NI_20260331",18.63,"positive","Ixodes scapularis","Y",,
"fd45e064-7214-437a-86b4-9133d70b3298","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate58_NI_20260409",0.00,"mixedSampleNegative","Rickettsia parkeri","Y",,
"d91df680-5782-4234-b041-98f5d41f7d07","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate1_NI_20260319",0.00,"mixedSampleNegative","Ixodes pacificus","Y",,
"5ce05084-faed-418e-b47c-77a8202705a8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate24_NI_20260331",21.35,"positive","Rickettsia rickettsii","Y",,
"97c0eda4-c432-4b14-ba74-046237a0e2f3","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate51_NI_20260408",0.00,"masterMixNegative","Borrelia lonestari","Y",,
"63e4f44e-a3f7-424c-aa3f-1da498f1ad70","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-21","Plate25_Ixodes_20260417",0.00,"masterMixNegative","Ehrlichia muris-like","Y",,
"da4c8c64-ba88-43c0-8e0b-93774682e46f","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate23_Ixodes_20260417",0.00,"mixedSampleNegative","Borrelia burgdorferi sensu lato","Y",,
"8fc4ef53-8be6-4d89-8335-df2675845bb8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate15_NI_20260323",23.87,"positive","HardTick DNA Quality","Y",,
"82f4660c-ff32-4e02-a5ec-fd7f5c654c8e","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate3_Ixodes_20260414",0.00,"mixedSampleNegative","HardTick DNA Quality","Y",,
"c9420692-e097-41de-9350-f6202a4020ef","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate69_NI_20260410",18.06,"positive","Borrelia lonestari","Y",,
"99d0f72f-2084-4348-9cb1-bfbc64c8114c","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate40_NI_20260402",0.00,"extractionNegative","Rickettsia parkeri","Y",,
"3ac03444-ca22-4697-9f81-0307fb1a4f5f","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate67_NI_20260410",0.00,"extractionNegative","Rickettsia parkeri","Y",,
"a4912b81-2f53-48dc-9cc8-74f4301e978c","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate5_NI_20260319",0.00,"mixedSampleNegative","Ehrlichia chaffeensis","Y",,
"f398f761-94e8-4d3f-8219-677ac7ead696","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate19_NI_20260331",21.56,"positive","Anaplasma phagocytophilum","Y",,
"0c505ea5-aeec-4e16-905a-4deea44f6c15","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate6_Ixodes_20260414",0.00,"mixedSampleNegative","Anaplasma phagocytophilum","Y",,
"eab90193-fea6-4595-a0df-c9f58dfee44d","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate26_NI_20260401",0.00,"mixedSampleNegative","Francisella tularensis","Y",,
"5e7fe68d-58e2-4f47-963c-80a5c38f3f0d","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate66_NI_20260410",0.00,"masterMixNegative","Rickettsia rickettsii","Y",,
"c54a3306-b888-4635-950d-a41a04a3160f","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate60_NI_20260409",0.00,"extractionNegative","Borrelia lonestari","Y",,
"c58d5974-499e-477d-b22b-1ab5035c322f","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate28_NI_20260401",21.80,"positive","Rickettsia rickettsii","Y",,
"f2ef8338-cef0-4324-8ff1-775e6b94101d","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate31_NI_20260401",0.00,"masterMixNegative","Borrelia sp.","Y",,
"bbda3c6e-47b8-4436-ae33-03f2cb5f72d8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate54_NI_20260408",0.00,"masterMixNegative","Amblyomma americanum","Y",,
"561b6f2a-1623-4b17-b278-9d632fdd5a8b","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate24_Ixodes_20260417",0.00,"masterMixNegative","HardTick DNA Quality","Y",,
"13252e71-36d5-4281-a59e-792ab17897c4","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate18_Ixodes_20260417",0.00,"extractionNegative","Babesia microti","Y",,
"93f967c4-1406-4fb0-a399-1ddaadd868f2","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate16_Ixodes_20260415",0.00,"extractionNegative","Borrelia mayonii","Y",,
"24fdf345-6fbc-4e12-aa3f-bc67b78de311","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate13_Ixodes_20260415",17.59,"positive","Amblyomma americanum","Y",,
"98e85839-208c-4a25-9432-7985fef531a0","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate48_NI_20260406",18.19,"positive","Dermacentor variabilis","Y",,
"dcc009f9-597b-4ee8-b63c-c9fbabf0a6c1","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate24_Ixodes_20260417",20.95,"positive","Anaplasma phagocytophilum","Y",,
"65ebc71a-7681-41b2-a2c8-c27670a82733","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate27_NI_20260401",0.00,"masterMixNegative","Rickettsia rickettsii","Y",,
"cf40c6ad-674e-4465-8791-ba9217de3844","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate17_Ixodes_20260417",0.00,"masterMixNegative","Ixodes pacificus","Y",,
"72811379-6fa2-45d1-886e-4752acce31de","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate15_Ixodes_20260415",0.00,"masterMixNegative","HardTick DNA Quality","Y",,
"a694e27c-6699-4b89-81c8-048c64dcc208","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate53_NI_20260408",0.00,"masterMixNegative","Rickettsia philipii","Y",,
"be014ff1-dfb0-42c0-a737-593242a3da98","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate30_NI_20260401",0.00,"masterMixNegative","Amblyomma americanum","Y",,
"01135e9a-526a-4e79-96b9-3b4ffee53e19","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate11_Ixodes_20260415",0.00,"mixedSampleNegative","Ixodes pacificus","Y",,
"a8a45e86-cd2c-4327-a807-90ed267b4266","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate6_NI_20260319",0.00,"extractionNegative","Anaplasma phagocytophilum","Y",,
"80011608-162b-4534-a2b9-552a2ee817eb","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate11_Ixodes_20260415",0.00,"mixedSampleNegative","Ixodes scapularis","Y",,
"5d793c9a-2c8a-47dd-a138-3fd2a65e34e3","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate16_NI_20260323",0.00,"masterMixNegative","Ixodes scapularis","Y",,
"67ab2eed-a979-48fa-8d02-6b3f6ba99eca","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate4_Ixodes_20260414",0.00,"mixedSampleNegative","Borrelia burgdorferi sensu lato","Y",,
"9ec3503b-7085-4c90-8b69-c7ce72e8db15","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate22_Ixodes_20260417",0.00,"mixedSampleNegative","Ixodes pacificus","Y",,
"3b1e5c6b-140d-44dc-bf98-a13bf9b4d01a","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate64_NI_20260409",19.55,"positive","HardTick DNA Quality","Y",,
"1aa5823e-b249-4339-bd2a-82f74e2e9f90","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate2_Ixodes_20260414",19.33,"positive","HardTick DNA Quality","Y",,
"bed6ac97-b5e7-4a5b-8a85-b6e2d1947152","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate57_NI_20260409",0.00,"masterMixNegative","Ehrlichia ewingii","Y",,
"7fcc3859-9ff6-4d1a-a759-86b45c26a8d2","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate20_Ixodes_20260417",17.92,"positive","Ixodes pacificus","Y",,
"0d5065f2-b340-48fc-b73e-490e067afc59","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate24_Ixodes_20260417",0.00,"mixedSampleNegative","Ixodes scapularis","Y",,
"3f920df0-891f-48ca-a39f-f2b6c8ccc8d5","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate18_NI_20260331",0.00,"masterMixNegative","Ehrlichia chaffeensis","Y",,
"933a5287-1a30-495f-a901-4cc84528e76c","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate2_NI_20260319",0.00,"mixedSampleNegative","Ehrlichia chaffeensis","Y",,
"4f4e3659-bcef-4885-9df3-e79af42391a8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate5_Ixodes_20260414",19.86,"positive","Borrelia burgdorferi sensu lato","Y",,
"a10f73d9-e299-451b-80c2-886872ae0068","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate9_NI_20260323",0.00,"masterMixNegative","Borrelia lonestari","Y",,
"592e06b1-58d4-4181-8a34-ab390667bbd1","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate14_Ixodes_20260415",0.00,"mixedSampleNegative","HardTick DNA Quality","Y",,
"3c3bedb9-098a-40e8-9242-4b7fc02b5be6","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate21_NI_20260331",0.00,"masterMixNegative","Ixodes scapularis","Y",,
"86fb9c3c-0f42-49e6-9c18-69b068739544","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate45_NI_20260406",0.00,"mixedSampleNegative","Rickettsia parkeri","Y",,
"1b1372b0-2c23-4a09-9db7-67ca39c55b5c","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate55_NI_20260408",0.00,"mixedSampleNegative","Borrelia lonestari","Y",,
"ff49c954-ccc9-419e-b204-89c5cc6da831","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate38_NI_20260402",0.00,"extractionNegative","Rickettsia rickettsii","Y",,
"cb1177b1-f115-4a8e-9382-d54014f67f14","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate11_NI_20260323",22.71,"positive","Ehrlichia ewingii","Y",,
"c4c96e09-e36e-41a5-ab37-106652a785d2","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate2_Ixodes_20260414",0.00,"masterMixNegative","HardTick DNA Quality","Y",,
"194617a6-0f2b-46f3-bd13-fa74daf66f53","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate13_Ixodes_20260415",0.00,"mixedSampleNegative","Ixodes pacificus","Y",,
"f4cf817f-450b-4447-8e79-ab56b170bb66","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate21_NI_20260331",0.00,"masterMixNegative","Francisella tularensis","Y",,
"89972a71-ddd4-496f-9390-cb448ceefdf9","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate18_Ixodes_20260417",21.10,"positive","Borrelia sp.","Y",,
"f9f31fc7-eb15-4f5f-9e66-0ed85b69cc72","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate9_Ixodes_20260415",0.00,"masterMixNegative","Ixodes pacificus","Y",,
"1935f0fd-0cec-49ce-b6d2-fef9b12d29e7","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate66_NI_20260410",0.00,"extractionNegative","Ixodes scapularis","Y",,
"64479a58-f9f9-4018-8501-f41619f56999","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate64_NI_20260409",18.11,"positive","Rickettsia rickettsii","Y",,
