bio_1_mean,bio_2_mean,bio_3_mean,bio_4_mean,bio_5_mean,bio_6_mean,bio_7_mean,bio_8_mean,bio_9_mean,bio_10_mean,bio_11_mean,bio_12_mean,bio_13_mean,bio_14_mean,bio_15_mean,bio_16_mean,bio_17_mean,bio_18_mean,bio_19_mean,Species,range_size_deg2
21.39854,9.248334,65.347694,165.5725,28.454752,14.302249,14.152499,21.25442,21.305752,23.155628,19.132084,1303.0,177.0,32.0,46.762184,491.0,118.0,316.0,209.0,Craugastor chrysozetetes,0.0
19.918991,10.806213,66.27214,163.28685,28.091679,11.786824,16.304846,20.619946,18.64156,21.63837,17.661526,1211.15,213.85,14.75,78.25295,525.65,49.7,429.4,61.6,Craugastor emleni,0.034988648234000726
23.411121,11.0412,70.89996,135.4957,31.613785,16.051826,15.561964,24.129791,23.324032,24.927086,21.652493,1688.75,268.95,32.1,62.637043,718.6,121.9,413.65,232.3,Craugastor laevissimus,7.020010625418003
24.25759,11.214624,62.885956,197.88403,33.390648,15.582812,17.80784,25.080547,24.570055,26.346054,21.543066,2947.8,445.85,94.25,55.293907,1208.85,321.05,628.35,522.15,Craugastor pelorus,3.3283744108729887
25.50249,8.286621,64.38008,154.11641,31.578884,18.706339,12.872548,26.714909,23.62229,27.296368,23.543695,1159.9,188.95,36.1,54.378456,445.95,119.05,328.3,134.3,Eleutherodactylus atkinsi,9.81925632287602
18.162098,10.738895,72.77275,123.55829,24.911999,10.155249,14.75675,19.34771,16.496334,19.556458,16.496334,1446.0,252.0,27.0,61.75233,611.0,92.0,481.0,92.0,Eleutherodactylus fowleri,0.00133021257855009
23.964588,7.362486,61.615017,154.21736,29.582327,17.634888,11.947437,24.298023,22.286089,25.747675,22.017937,1715.8889,257.0,78.22222,37.958942,608.3333,256.33334,416.44446,341.0,Eleutherodactylus toa,0.44384648733000476
26.083223,9.173077,66.686005,157.44727,32.54985,18.795244,13.754608,27.49633,23.98135,27.81305,23.98135,1000.0,153.0,29.0,52.55127,390.5,103.5,320.5,103.5,Eleutherodactylus tonyi,0.029061549999998455
22.682943,8.320109,63.684906,154.90048,28.952896,15.888405,13.064493,23.848791,20.666065,24.463528,20.666065,1462.0,222.0,38.0,54.204536,550.0,127.0,485.0,127.0,Eleutherodactylus turquinensis,0.0016649999999998736
22.515432,11.2030735,75.12385,115.78688,29.644001,14.7295,14.9145,23.564875,20.930603,23.80804,20.930603,1211.5,199.5,17.5,63.16886,497.5,66.0,412.5,66.0,Eleutherodactylus tychathrous,0.012295561235999307
25.569254,9.91149,71.35235,129.85559,32.360603,18.469696,13.890913,25.059847,26.93157,26.93157,23.808207,1513.0,278.0,61.0,48.77703,635.0,238.0,238.0,434.0,Eleutherodactylus warreni,6.74729999999975e-05
20.337072,10.7995205,84.39269,49.32663,26.71325,13.9165,12.796749,20.602625,19.733,20.784542,19.632542,1103.0,123.0,59.0,20.951815,350.0,202.0,279.0,220.0,Gastrotheca abdita,0.0
17.033197,10.087521,89.38281,23.349442,22.76675,11.481,11.28575,16.700333,17.096542,17.304417,16.700333,2630.0,349.0,88.0,38.46907,985.0,342.0,729.0,985.0,Gastrotheca trachyceps,0.0
25.681202,10.22452,74.079285,81.88993,32.179775,18.35725,13.822525,26.102482,24.571274,26.442135,24.529781,2420.4,353.55,71.45,53.794903,1000.85,235.15,701.95,270.75,Dendropsophus pauiniensis,44.071780566095995
18.321255,9.9510975,91.25262,25.432165,23.85464,12.941361,10.913278,18.304932,18.444643,18.629295,18.036467,1956.4445,220.11111,100.0,24.55281,621.55554,344.66666,526.0,557.6667,Dendropsophus praestans,1.5758984584379991
16.620008,8.651134,90.66943,24.21455,21.35761,11.813849,9.543762,16.73114,16.569307,16.972807,16.383528,1740.55,258.8,36.5,54.3391,742.7,163.1,668.9,406.4,Hyloscirtus alytolylax,1.6102616442720001
19.977375,11.694851,63.638214,214.39078,28.98442,10.639515,18.344906,21.272835,18.033699,22.205286,16.97607,1693.375,310.125,35.4375,75.6272,829.875,123.25,448.125,149.75,Megastomatohyla nubicola,1.9919995199999923
26.489864,11.509645,88.282776,42.254368,33.3835,20.34625,13.037249,25.947792,26.672167,26.878542,25.882833,2779.0,371.0,93.0,42.938416,1076.0,320.0,515.0,997.0,Myersiohyla inparquesi,0.0
23.626474,9.59841,87.23612,46.396393,29.211338,18.207739,11.003599,23.42507,23.954636,24.079668,22.933517,3469.4,378.9,214.75,18.476486,1068.35,680.1,791.7,945.35,Osteocephalus alboguttatus,1.2436146429940063
25.83103,8.968167,83.93244,48.58133,31.103424,20.428638,10.6747875,25.813162,25.899878,26.308819,25.134914,2824.5,300.7,166.3,19.242218,853.55,532.3,649.8,672.8,Osteocephalus deridens,26.11923793572496
19.377232,10.468217,86.59282,32.63358,25.655863,13.5657625,12.0901,19.404001,19.260092,19.678858,18.902172,1450.05,190.4,73.6,33.185722,520.05,237.65,326.05,341.25,Osteocephalus festae,7.892287603511998
25.134869,11.910927,66.87074,90.36934,33.399757,15.593887,17.805866,25.274487,24.030848,26.07703,23.9159,1621.0,272.45,4.25,80.24235,781.9,21.05,400.5,83.9,Pseudis tocantins,44.70782824999999
20.132536,11.848317,75.53389,101.19731,27.558773,11.851037,15.707736,20.721104,18.769232,21.206932,18.731525,1786.15,372.9,5.2,98.23668,964.4,23.7,525.95,33.25,Ptychohyla euthysanota,5.600395360286998
17.028387,10.29169,51.301785,370.43503,28.51371,8.329005,20.184708,12.873367,21.476044,21.794058,12.821048,864.1053,161.8421,14.736842,74.54503,435.1579,54.105263,63.842106,428.5263,Litoria adelaidensis,9.761653774572004
21.351788,9.126823,50.6161,329.8797,29.445847,11.352916,18.092928,24.42065,17.974464,25.012997,16.90447,1627.75,280.15,37.3,59.528473,761.6,145.95,671.75,184.05,Litoria gracilenta,132.0652439403179
22.494791,7.6158743,52.70401,251.26628,29.296717,14.845897,14.450824,24.965527,19.688492,25.20233,19.047375,1967.65,441.8,36.85,86.99424,1125.85,119.35,955.9,125.15,Litoria myola,0.09999999999999432
23.181417,8.342166,90.03956,35.062717,27.843,18.578,9.265001,23.373083,23.36075,23.486124,22.681,3506.0,334.0,242.0,9.572821,948.0,763.0,799.0,918.0,Litoria napaea,0.002363000000003386
21.337223,8.72728,53.504627,275.07294,28.984192,12.695737,16.288458,23.846462,18.944128,24.298584,17.574657,1960.4,417.45,30.85,85.86784,1088.65,114.75,920.3,175.95,Litoria serrata,0.2943156913199927
21.079575,10.135959,86.11672,61.446556,26.881435,15.135698,11.745737,21.589401,20.819977,21.67163,20.215961,3136.2,329.95,186.05,19.683468,940.1,591.9,871.7,626.9,Litoria spinifera,11.405246697731991
12.820257,11.85764,47.48619,486.1456,25.958324,0.94499606,25.013329,17.67052,9.21531,18.763102,6.7220283,818.5,94.5,47.35,19.670506,248.7,155.6,240.95,180.85,Litoria verreauxii,23.72734116919987
25.096573,8.085978,71.41598,101.041336,31.035007,19.684624,11.350376,25.684332,24.979298,26.17768,23.685148,2188.4,256.1,108.8,24.777536,721.85,372.65,657.15,431.8,Litoria vocivincens,0.7275360433508221
18.440372,10.415461,59.287373,230.49602,26.69025,9.122499,17.567749,21.115208,15.58721,21.294079,15.58721,1613.0,276.0,37.0,64.36022,742.0,123.0,674.0,123.0,Hylodes charadranaetes,0.00025678543199995267
17.265839,8.988774,50.717815,322.53345,26.050726,8.374562,17.676163,17.834436,16.943058,21.251537,13.380895,1719.8,174.75,111.3,13.430888,484.65,380.5,476.45,413.35,Hylodes meridionalis,4.991866193753999
18.56683,9.271216,51.18772,316.50027,27.397238,9.296697,18.100542,22.428394,15.086737,22.433235,14.694794,1628.6,200.8,92.8,25.306356,548.1,299.35,547.4,315.2,Hylodes perplicatus,1.4621913786240022
26.545908,10.313505,68.26517,141.6644,34.9405,19.685013,15.255488,25.22285,26.680176,28.44875,24.884949,1137.65,201.35,8.65,72.60567,517.05,45.25,207.5,463.6,Afrixalus weidholzi,286.067661599211
16.843775,9.329968,77.680664,43.012367,22.745174,10.730276,12.0149,16.881165,16.353886,17.259575,16.27206,1606.6,219.7,13.55,57.43949,605.4,68.1,347.75,157.7,Chrysobatrachus cupreonitens,0.005977271500000019
24.426168,9.564878,82.006424,66.68666,30.582401,18.91269,11.669711,24.235626,24.144894,25.210075,23.560242,1713.75,248.1,45.85,43.353733,631.65,195.65,461.55,336.1,Cryptothylax greshoffii,66.85968005513001
20.49319,11.295655,77.81801,75.69253,27.557987,12.7602,14.797788,20.709265,19.827364,21.27261,19.504414,1264.65,200.25,23.3,59.36194,505.9,97.7,331.5,204.65,Hyperolius lateralis,227.86774864620003
27.04366,10.109154,65.61736,131.67694,35.262028,19.57923,15.682797,26.074413,27.206293,28.844267,25.653227,2481.0908,679.2727,3.090909,112.30402,1640.091,20.545454,219.0,1539.0,Hyperolius occidentalis,126.88731850366399
25.70285,6.4927063,65.82411,105.62716,30.668512,20.828602,9.839908,25.84794,24.388447,26.827188,24.297827,2583.55,447.7,9.6,68.69144,1137.8,67.85,814.8,161.9,Hyperolius phantasticus,41.78080979054501
19.848724,13.835645,61.088623,175.1562,30.231226,7.565001,22.666224,20.68283,17.424557,21.425272,17.299496,1395.8,276.5,0.0,96.442665,748.7,4.2,321.6,10.3,Kassinula wittei,21.65736339962999
17.244411,9.690767,55.92992,253.81363,25.293848,7.9414644,17.352388,20.050013,14.069567,20.292622,14.059273,1730.05,253.5,61.55,46.058357,706.6,219.9,645.0,221.85,Physalaemus maculiventris,60.13012852971597
23.37941,9.273529,60.375122,198.68028,30.77879,15.419934,15.358858,24.894794,20.945332,25.794409,20.889233,1235.1,190.75,50.1,48.513474,522.85,160.95,340.85,161.0,Physalaemus obtectus,1.1439261675240016
20.935852,11.128788,49.122883,420.8632,32.49339,9.817113,22.676277,23.628859,15.734459,26.114658,15.734459,1338.45,158.9,58.45,29.663437,427.85,205.35,381.6,205.35,Physalaemus santafecinus,16.983318187008013
25.297596,11.89939,68.46687,223.76338,33.58696,15.63339,17.953573,27.300968,24.814669,27.840445,22.535803,2084.8,344.65,56.5,85.66811,925.15,197.6,592.5,470.5,Leptodactylus melanonotus,349.60829154820806
16.305328,9.821929,53.101185,332.6339,26.762085,8.126937,18.63515,12.566687,20.231747,20.57379,12.518098,935.7,164.65,18.65,68.54774,446.0,64.0,74.7,441.4,Heleioporus eyrei,10.475735120531999
16.4054,11.716571,50.31224,437.59253,29.741604,6.376252,23.36535,11.436441,21.768806,22.013195,11.436441,874.8,166.8,13.25,77.03914,458.25,51.7,60.7,458.25,Heleioporus inornatus,3.9594288779460034
16.85765,12.83094,51.346832,461.389,31.05795,5.972484,25.085466,11.674929,22.441269,22.677637,11.570746,655.4,119.3,11.3,72.39608,331.6,47.95,57.0,330.45,Heleioporus psammophilus,36.29269754028495
20.697708,9.105166,89.49666,35.87139,25.89175,15.718,10.17375,20.314,20.583668,21.101086,20.19904,2761.0,325.0,148.0,25.59116,869.0,498.0,788.0,801.0,Atelopus sonsonensis,0.0
17.595863,8.214891,48.855873,320.176,25.890297,9.102158,16.78814,20.916971,18.642824,21.585564,13.73785,1678.8889,166.66667,109.888885,12.357564,464.44446,381.44446,464.22223,405.22223,Melanophryniscus macrogranulosus,0.06579160870600023
22.903507,8.709555,67.33101,137.01474,28.7862,15.85985,12.926351,23.913284,21.0973,24.333792,21.034662,1143.4,244.4,11.1,87.62795,607.7,39.0,391.4,39.7,Mertensophryne loveridgei,12.87168889
22.52746,10.426577,60.51259,215.96173,30.637083,13.411166,17.225916,24.218248,19.757723,25.14479,19.757723,1092.0,187.33333,26.333334,61.20468,508.0,85.666664,365.33334,85.666664,Euparkerella robusta,0.021479930955000063
19.96983,10.001829,62.141735,200.7801,27.548325,11.45295,16.095377,21.54279,17.39735,22.376871,17.39735,1305.5,200.1,49.8,50.323753,566.2,161.7,383.2,161.7,Euparkerella tridactyla,0.16610041496400094
15.413884,12.249188,60.235485,246.88306,24.370752,4.0352507,20.335499,18.1955,12.181,18.1955,12.181,1822.0,313.0,28.0,72.22368,897.0,103.0,897.0,103.0,Holoaden bradei,0.0
16.772533,11.469383,57.912556,258.48944,25.739826,5.894025,19.8458,19.692768,13.428209,19.707586,13.428209,1672.5,292.4,30.0,68.658035,808.7,115.4,764.5,115.4,Holoaden luederwaldti,2.8944851935660014
19.827152,13.190344,67.77067,200.71332,28.172688,8.717062,19.455626,21.486656,17.072874,21.663416,17.018187,2395.25,392.5,79.5,55.820095,1044.75,266.5,807.25,279.0,Noblella carrascoicola,0.18146454697800124
15.003021,9.2596245,90.86527,20.98156,20.08775,9.89725,10.190499,15.1484165,15.004791,15.306084,14.797292,1630.0,248.0,29.0,54.537983,714.0,154.0,646.0,405.0,Noblella coloma,0.0
19.920849,10.581891,84.19145,39.685074,26.396,13.8276005,12.568399,20.285393,19.478231,20.388775,19.44871,860.8,172.8,21.6,72.24332,436.6,74.4,295.4,80.2,Noblella heyeri,0.26930668120499357
19.512974,9.690722,87.17574,35.8811,25.29605,14.174901,11.12115,19.211884,19.66744,19.857956,18.97173,2462.5,292.3,139.5,24.44704,811.6,436.3,509.2,745.5,Noblella lochites,2.6450276624999782
24.331884,8.898121,84.696335,42.747887,29.586147,19.093475,10.492675,24.1981,24.441357,24.789331,23.72993,3166.8,345.3,186.1,20.240915,969.1,589.5,718.2,790.4,Noblella myrmecoides,35.848530785427954
14.600098,13.201204,74.29866,106.40025,22.44535,4.58565,17.859701,15.226608,13.1677,15.592549,13.049591,983.0,150.2,24.0,64.52315,421.4,87.4,286.8,88.6,Noblella peruviana,6.239121507557976
10.612041,14.486166,72.380165,127.16333,19.15625,-0.85775006,20.014,11.398334,8.926667,11.7994585,8.748917,555.0,103.0,7.0,76.69718,284.0,30.0,164.0,32.0,Noblella pygmaea,0.0004753005839998724
17.759115,13.910188,68.28678,204.71498,26.51025,6.14,20.37025,19.438,15.015333,19.698166,14.905958,1954.0,328.0,56.0,57.850872,870.0,204.0,587.0,229.0,Noblella ritarasquinae,0.0
15.0199995,8.076416,90.66731,25.84753,19.49475,10.587,8.907749,14.810917,14.794458,15.304874,14.697958,2536.0,297.0,144.0,24.193518,769.0,457.0,733.0,691.0,Atopophrynus syntomopus,0.0
23.124264,8.846731,80.53973,55.402496,28.200714,17.215801,10.984912,22.943861,22.650396,23.766026,22.419523,1335.4,261.0,10.0,73.64816,614.8,44.1,410.7,80.9,Geobatrachus walkeri,0.023829553593001266
18.516293,8.932,85.672485,34.246876,23.82825,13.402499,10.425751,18.214664,18.337376,18.798876,18.129,1752.0,253.0,55.0,39.66422,603.0,229.0,475.0,526.0,Hypodactylus adercus,0.0
18.763594,9.11428,89.78767,27.87284,23.907084,13.753944,10.153138,18.558386,18.733482,19.080769,18.402916,2139.4443,271.33334,91.77778,33.647934,715.0,333.66666,575.2222,629.2222,Hypodactylus babax,25.917907513900012
12.2457905,8.559542,86.62188,50.346992,17.005499,7.1239996,9.8815,11.925375,12.479082,12.6495,11.51925,2157.0,300.0,123.0,32.15533,772.0,371.0,582.0,665.0,Hypodactylus brunneus,3.7516336000025096e-05
19.073486,9.395875,88.61697,33.027153,24.413902,13.811549,10.60235,18.847313,19.244509,19.375612,18.57643,2765.5,311.1,157.5,22.350002,875.4,507.9,598.3,804.4,Hypodactylus dolops,0.671318642588994
10.811282,9.04563,90.24978,40.06651,15.807276,5.7851,10.022176,10.725021,10.754801,11.226834,10.227701,2179.0,238.7,128.4,18.806015,661.3,440.9,596.9,543.1,Hypodactylus elassodiscus,0.0689072505239979
15.640125,8.77418,89.074135,28.702429,20.608917,10.751834,9.857083,15.374291,15.630639,15.95625,15.27468,2329.6667,299.33334,108.333336,30.977285,743.6667,372.0,671.6667,674.0,Hypodactylus latens,0.36936290889300233
19.615475,9.72089,90.09328,23.303562,25.061625,14.2718,10.7898245,19.329779,19.573154,19.880417,19.329779,1729.5,229.6,70.8,33.032593,573.6,280.1,452.6,573.6,Hypodactylus mantipus,0.0027091480000019
23.251917,9.46372,88.63606,40.92347,28.642399,17.957453,10.684949,22.928867,23.572145,23.65655,22.667377,3510.1,390.7,204.8,20.954706,1107.1,655.5,776.8,1006.5,Hypodactylus nigrovittatus,10.237640065429
15.704806,10.351123,85.47383,30.985235,22.095022,9.991449,12.103575,15.750055,15.548307,15.99274,15.2599745,1120.4,168.8,48.2,43.909725,451.9,161.0,224.5,196.4,Lynchius flavomaculatus,1.2087587809000067
17.485464,11.482473,86.24721,46.165977,24.109226,10.797075,13.312149,17.943466,17.02227,17.95252,16.935291,684.9,168.0,13.0,84.7929,383.2,47.2,368.4,50.4,Lynchius nebulanastes,0.4722049969999958
12.083247,10.310263,87.73638,19.670757,18.218525,6.4668503,11.751675,12.161058,11.885146,12.276804,11.828075,1049.0,199.5,37.6,60.109306,495.7,125.6,387.8,135.4,Lynchius parkeri,0.056424959999999615
12.450836,8.650152,89.8348,20.503357,17.248,7.6187997,9.629201,12.249974,12.435521,12.667917,12.212696,1766.4,244.9,86.6,32.89959,574.3,297.8,506.6,559.8,Niceforonia adenobrachia,0.7245606410199977
8.7414465,8.26566,77.10195,38.998276,14.073474,3.353325,10.720149,8.897417,8.76832,9.207737,8.287588,1056.1,168.4,14.3,51.834007,424.1,95.1,319.4,320.0,Niceforonia nana,0.018857089882000466
26.061874,10.572125,82.61249,49.64098,32.08275,19.2855,12.797249,26.23721,25.323,26.492085,25.323,1704.0,231.0,49.0,41.473145,616.0,193.0,522.0,193.0,Phrynopus auriculatus,0.0
14.6625595,13.088466,81.56103,50.519756,21.983833,5.931333,16.0525,14.642723,13.99475,15.245625,13.99475,860.3333,126.0,18.333334,56.57243,359.0,66.666664,243.66667,66.666664,Phrynopus dagmarae,54.09310000000001
10.001319,12.659846,79.403625,60.319683,16.95375,1.00455,15.949201,10.2658415,9.107016,10.583982,9.107016,926.4,143.0,18.6,59.067036,411.8,68.6,279.6,68.6,Phrynopus montium,0.02787299999999951
21.757488,9.484454,87.784454,40.231377,27.270649,16.463175,10.807474,21.61995,21.968845,22.119152,21.14677,3540.8,390.1,223.8,18.962269,1095.4,700.0,792.7,980.2,Pristimantis acuminatus,16.06108829740796
18.326797,11.896553,79.87567,69.36847,25.09725,10.2036,14.893649,18.691442,17.300632,18.945883,17.300632,1534.6,211.8,51.8,45.66507,610.4,166.6,476.0,166.6,Pristimantis albertus,0.026399999999999726
20.913315,8.860712,78.504196,67.6453,26.835102,15.5454235,11.289675,20.802557,21.341633,21.772058,20.099035,3461.4,403.2,84.6,38.575203,1175.5,371.1,499.7,889.4,Pristimantis altae,0.8647079590049995
15.945974,9.996963,84.072975,33.24569,22.314775,10.421474,11.8933,16.06574,15.626532,16.269173,15.459875,1183.6,161.7,60.1,33.068375,436.8,202.2,254.2,225.8,Pristimantis andinognomus,0.2402606011199949
17.117071,8.682229,90.33167,24.927536,21.86,12.248499,9.611502,17.340878,17.099958,17.482542,16.856207,2066.0,319.0,42.0,58.847607,930.0,204.0,840.0,377.0,Pristimantis appendiculatus,0.00035977868000007713
19.045532,9.249105,86.770676,39.442017,24.561,13.901751,10.65925,18.644375,19.184666,19.38667,18.437542,3325.0,403.0,202.0,21.065945,1063.0,635.0,717.0,996.0,Pristimantis ardalonychus,8.164160000006663e-05
15.336261,9.910063,84.28001,32.874878,21.647497,9.889,11.758499,15.435499,14.97275,15.665293,14.860918,1265.0,172.0,62.0,33.948814,473.0,211.0,273.0,234.0,Pristimantis bellator,0.0
21.710442,9.517138,86.641075,35.310238,27.4818,16.499302,10.9825,21.438238,21.55206,22.058197,21.236937,2123.5,312.9,82.6,39.410713,745.9,326.2,471.1,680.4,Pristimantis bicolor,1.9189735895400004
8.897994,9.228354,89.208824,34.84503,14.016225,3.6528,10.363424,8.812322,8.979434,9.212742,8.421796,1392.0,163.7,83.1,21.383648,421.2,279.6,376.0,388.3,Pristimantis buckleyi,11.927896618368035
11.816791,10.318876,87.9156,19.251842,17.938,6.2007494,11.737249,11.898292,11.6223755,12.007667,11.568708,1039.0,201.0,37.0,61.263073,496.0,123.0,404.0,133.0,Pristimantis caeruleonotus,0.004975544999999972
20.080423,8.8817425,79.79861,58.687744,25.21755,14.085001,11.13255,19.9835,19.523418,20.749146,19.319828,1509.9,281.2,11.9,70.626724,667.7,53.7,480.0,67.2,Pristimantis carmelitae,0.13054149999999548
16.872791,8.990387,77.693695,54.256176,22.967749,11.402275,11.5654745,16.382145,17.164112,17.522678,16.241741,2462.8,390.1,31.0,61.159782,1102.2,157.8,298.0,1060.3,Pristimantis carranguerorum,0.10937164431299812
26.232443,8.634916,82.777145,51.307934,31.366276,20.94675,10.419525,26.173645,26.403011,26.75117,25.504917,2819.2,304.5,159.4,21.089035,864.5,510.4,620.1,697.6,Pristimantis carvalhoi,10.686752243375
20.43775,8.802717,80.0894,62.83088,26.038074,15.042099,10.995975,20.367962,20.756369,21.189856,19.65223,3500.4,413.9,111.9,34.563213,1162.1,438.2,606.0,893.6,Pristimantis caryophyllaceus,13.857250067838015
14.0303545,9.246302,90.32202,27.949993,19.066702,8.80675,10.259951,14.208101,13.771574,14.405499,13.721646,1228.8,189.6,25.5,55.334465,528.9,105.5,485.8,126.8,Pristimantis celator,4.5487812899999645
22.696766,8.73369,79.055374,68.72631,28.467615,17.426031,11.041584,22.58052,23.158785,23.60125,21.887949,3263.9,375.1,111.3,35.027046,1064.7,407.1,550.5,904.1,Pristimantis cerasinus,6.918968105280012
17.909245,8.285932,90.52053,26.39529,22.503874,13.347875,9.156,17.912663,17.792942,18.285547,17.660686,1849.9,254.2,58.3,46.520424,697.8,225.9,609.1,491.8,Pristimantis chalceus,9.752902276709996
26.106834,6.519776,76.730995,62.098217,30.242891,21.747507,8.495385,26.124704,25.609991,26.67362,25.245554,2130.3333,276.5,67.833336,42.177555,756.1667,238.66667,709.1667,382.0,Pristimantis charlottevillensis,0.06560103111199928
25.05387,8.784694,77.425674,48.329437,31.41395,20.076574,11.337375,24.999043,25.657032,25.663864,24.461294,2817.5,418.5,74.9,47.717293,1104.4,279.1,282.1,854.0,Pristimantis chiastonotus,1.079242003223999
14.655531,11.976396,86.91144,47.129433,21.299747,7.51975,13.779999,15.1033325,14.014958,15.112124,14.014958,865.0,156.0,31.0,50.245663,369.0,105.0,339.0,105.0,Pristimantis chimu,0.0
10.186116,8.862402,88.64364,47.17583,15.137075,5.1390495,9.998025,10.410013,10.377375,10.598401,9.482333,1612.5,169.8,101.1,17.483368,472.0,327.0,464.1,382.7,Pristimantis chloronotus,0.2106424658160001
20.86175,10.204842,86.913246,33.38188,27.020624,15.280325,11.7403,20.721191,20.907455,21.207005,20.372257,1619.4,187.2,95.4,23.002277,526.5,295.1,348.4,459.1,Pristimantis citriogaster,0.29106853584599846
16.161093,10.144159,84.392395,40.540302,22.554276,10.53405,12.020224,16.129358,16.346565,16.519482,15.557249,1212.2,140.7,71.8,22.428288,389.2,228.0,271.9,322.2,Pristimantis colodactylus,1.190974542180005
11.88851,8.738258,86.34648,48.933044,16.949825,6.828475,10.12135,11.767121,12.096958,12.293062,11.165767,1590.4,191.1,93.6,21.549358,501.6,300.4,411.8,440.0,Pristimantis colonensis,1.5486462721120065
20.843096,10.253952,86.876465,32.61873,27.023401,15.219525,11.803875,20.764013,20.838964,21.180979,20.372923,1670.1,190.8,101.1,21.765789,536.2,317.1,364.8,445.1,Pristimantis condor,1.8275096560400255
12.04113,11.223614,82.669334,43.60476,18.583,5.0125,13.5705,12.101875,11.438209,12.564459,11.438209,1359.0,182.5,58.0,35.725353,465.0,184.5,407.0,184.5,Pristimantis corrugatus,0.19406842000000385
16.746668,12.137201,79.912,63.944996,23.614376,8.426199,15.188176,16.910223,15.830267,17.40089,15.830267,1312.4,185.4,42.6,49.257343,535.4,139.3,378.1,139.3,Pristimantis cruciocularis,0.5262348220249933
8.775771,8.047209,79.07444,45.173027,13.18725,3.0105,10.17675,9.060333,8.1255,9.156834,8.1255,973.0,136.0,11.0,59.595802,392.0,44.0,330.0,44.0,Pristimantis culatensis,0.0
19.253897,8.837271,91.64535,23.673962,24.143066,14.496572,9.646494,18.970354,19.326523,19.545292,18.956226,2489.0,312.8,118.1,29.632954,810.2,423.8,644.2,805.0,Pristimantis deinops,2.6221837430640114
22.54227,9.366198,87.897194,42.537254,27.9693,17.30645,10.662849,22.254038,22.831594,22.966051,21.925732,3251.4,363.0,202.2,19.287735,1012.8,630.7,716.0,918.2,Pristimantis delius,5.729236730909991
15.601715,9.187462,90.60494,21.223572,20.658,10.51845,10.139549,15.754733,15.605242,15.906519,15.388191,1603.4,241.4,28.8,54.766304,696.8,147.2,632.6,411.6,Pristimantis dissimulatus,0.044587860107997916
18.206934,8.862236,90.05685,29.843988,23.238575,13.397824,9.840749,17.884048,18.099491,18.518057,17.794779,2568.5,314.7,137.9,28.587168,819.9,471.2,754.8,759.5,Pristimantis dorsopictus,0.05754372660000031
17.457062,8.658917,91.49319,23.547176,22.22775,12.76375,9.464002,17.116419,17.560581,17.649416,17.116419,1797.0,242.0,87.0,32.080017,593.0,325.0,460.0,593.0,Pristimantis duende,0.0
14.887747,9.5235405,86.627464,40.46584,20.542725,9.545325,10.9974,14.553358,15.048688,15.229861,14.276291,2060.2,254.5,107.7,27.127384,690.6,350.1,440.0,658.9,Pristimantis eriphus,10.99761800634001
15.223602,9.243204,90.67678,21.254206,20.300575,10.106125,10.194448,15.380363,15.2092,15.529126,15.014203,1678.9,254.3,32.4,54.42428,733.2,160.5,666.1,390.1,Pristimantis eugeniae,0.05561588664999724
21.564009,10.374857,87.357506,32.025368,27.723776,15.848349,11.875424,21.587872,21.563997,21.845432,21.084988,1703.9,185.3,111.3,18.795683,533.5,350.0,372.6,453.6,Pristimantis exoristus,0.31495506995200334
21.32151,9.053229,78.783676,59.53368,26.5315,15.04025,11.49125,21.34925,20.673584,21.92525,20.482666,1445.0,246.0,26.0,59.513206,607.0,115.0,322.0,119.0,Pristimantis fasciatus,0.0
23.124762,10.993383,75.83555,100.668564,29.971975,15.407225,14.564751,23.841799,21.713997,23.990536,21.686634,2596.4,381.9,84.2,51.50525,1068.2,286.1,791.7,296.4,Pristimantis fenestratus,26.66004180446799
18.171429,8.80998,90.10232,29.50111,23.175,13.39725,9.777749,17.857958,18.051208,18.476124,17.76446,2628.0,320.0,147.0,27.586353,832.0,499.0,792.0,778.0,Pristimantis fetosus,0.004876708791999952
10.090937,10.386499,86.646225,46.647266,16.242,4.25475,11.987251,10.423459,10.372084,10.425208,9.399168,1000.0,115.0,58.0,21.177536,323.0,203.0,300.0,245.0,Pristimantis gagliardoi,5.790900000014955e-07
16.41615,9.835576,85.65471,34.5893,22.467724,10.975076,11.492648,16.362783,16.269058,16.749296,15.903279,1860.7,235.3,96.9,30.089672,651.0,317.8,382.9,490.1,Pristimantis galdi,6.337479689437974
9.073382,10.622297,86.949715,36.743927,15.139575,2.918275,12.2213,9.251196,8.799037,9.388333,8.542246,755.6,102.0,24.9,41.014538,293.9,93.8,216.3,112.4,Pristimantis gentryi,0.36662498639998997
11.419523,10.53798,74.59044,106.37333,18.19305,3.5191498,14.6739,12.1963,10.689717,12.482208,9.989542,834.0,127.2,9.0,65.26829,345.4,38.2,278.4,40.6,Pristimantis ginesi,469.389451943023
7.8100066,10.208884,87.860214,43.86969,13.54875,1.9314998,11.61725,7.6385536,7.9038925,8.148012,7.167408,1159.3,119.1,69.2,16.864422,340.2,235.5,278.3,293.8,Pristimantis glandulosus,0.3873575422079955
18.870255,8.705943,88.69438,27.722605,23.8441,14.03535,9.808749,18.493145,18.982258,19.111374,18.480236,2253.9,283.5,115.7,27.140528,707.4,417.4,494.1,690.2,Pristimantis gracilis,0.7233690475000173
