sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
3.389;-11.336;-2.106;-0.517;-9.784;0.409;-3.922;1.806;2.357;0.6478;0.1879;-1.6607;5.0;-32.75;28.5;19.37;342.92;82.84;78.63;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39823;2020-02-12 14:02:32:623
3.389;-11.336;-2.106;-0.517;-9.784;0.409;-3.922;1.806;2.357;0.6478;0.1879;-1.6607;5.0;-32.75;28.5;19.37;342.92;82.84;78.63;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39833;2020-02-12 14:02:32:633
3.389;-11.336;-2.106;-0.517;-9.784;0.409;-3.922;1.806;2.357;-0.6853;0.2932;-2.3323;5.0;-32.75;28.5;19.37;342.92;82.84;78.63;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39842;2020-02-12 14:02:32:642
3.102;-9.785;-1.665;0.157;-9.802;0.217;-3.097;0.167;2.314;-0.6853;0.2932;-2.3323;5.0;-29.76;33.78;16.44;342.92;82.84;78.63;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39853;2020-02-12 14:02:32:653
3.102;-9.785;-1.665;0.157;-9.802;0.217;-3.097;0.167;2.314;-0.6853;0.2932;-2.3323;5.0;-29.76;33.78;16.44;342.92;82.84;78.63;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39862;2020-02-12 14:02:32:662
3.102;-9.785;-1.665;0.157;-9.802;0.217;-3.097;0.167;2.314;-0.6853;0.2932;-2.3323;5.0;-29.76;33.78;16.44;342.92;82.84;78.63;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39872;2020-02-12 14:02:32:672
0.574;-8.751;2.01;0.157;-9.802;0.217;-3.097;0.167;2.314;-0.7773;0.2423;-1.9878;5.0;-27.48;36.0;16.74;91.92;88.43;-35.89;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39883;2020-02-12 14:02:32:683
0.574;-8.751;2.01;0.893;-9.765;-0.045;0.784;-1.212;-2.088;-0.7773;0.2423;-1.9878;5.0;-27.48;36.0;16.74;91.92;88.43;-35.89;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39893;2020-02-12 14:02:32:693
0.574;-8.751;2.01;0.893;-9.765;-0.045;0.784;-1.212;-2.088;-0.7773;0.2423;-1.9878;5.0;-27.48;36.0;16.74;91.92;88.43;-35.89;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39902;2020-02-12 14:02:32:702
-0.497;-8.061;0.574;0.893;-9.765;-0.045;0.784;-1.212;-2.088;-0.2927;0.1218;-0.9034;5.0;-27.48;36.0;16.74;91.92;88.43;-35.89;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39912;2020-02-12 14:02:32:712
-0.497;-8.061;0.574;1.153;-9.737;-0.124;2.107;-1.851;-0.22;-0.2927;0.1218;-0.9034;5.0;-25.43;37.14;17.58;91.92;88.43;-35.89;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39922;2020-02-12 14:02:32:722
-0.497;-8.061;0.574;1.153;-9.737;-0.124;2.107;-1.851;-0.22;-0.2927;0.1218;-0.9034;5.0;-25.43;37.14;17.58;91.92;88.43;-35.89;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39932;2020-02-12 14:02:32:732
-0.497;-8.061;0.574;1.153;-9.737;-0.124;2.107;-1.851;-0.22;-0.2927;0.1218;-0.9034;5.0;-25.43;37.14;17.58;91.92;88.43;-35.89;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39942;2020-02-12 14:02:32:742
-1.531;-7.621;-0.057;1.153;-9.737;-0.124;2.107;-1.851;-0.22;0.4;0.2043;0.7699;5.0;-23.76;37.68;18.24;144.01;83.21;-96.14;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39952;2020-02-12 14:02:32:752
-1.531;-7.621;-0.057;0.946;-9.76;0.0;1.586;-2.446;0.054;0.4;0.2043;0.7699;5.0;-23.76;37.68;18.24;144.01;83.21;-96.14;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39962;2020-02-12 14:02:32:762
-1.531;-7.621;-0.057;0.946;-9.76;0.0;1.586;-2.446;0.054;0.4;0.2043;0.7699;5.0;-23.76;37.68;18.24;144.01;83.21;-96.14;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39972;2020-02-12 14:02:32:772
3.063;-6.568;0.038;0.946;-9.76;0.0;1.586;-2.446;0.054;0.7004;-0.2364;1.0167;5.0;-23.76;37.68;18.24;144.01;83.21;-96.14;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39982;2020-02-12 14:02:32:782
3.063;-6.568;0.038;0.659;-9.782;0.196;-2.881;-3.476;-0.143;0.7004;-0.2364;1.0167;5.0;-21.42;37.8;19.74;144.01;83.21;-96.14;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;39992;2020-02-12 14:02:32:792
3.063;-6.568;0.038;0.659;-9.782;0.196;-2.881;-3.476;-0.143;0.7004;-0.2364;1.0167;5.0;-21.42;37.8;19.74;144.01;83.21;-96.14;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40002;2020-02-12 14:02:32:802
3.063;-6.568;0.038;0.659;-9.782;0.196;-2.881;-3.476;-0.143;0.7004;-0.2364;1.0167;7.0;-21.42;37.8;19.74;144.01;83.21;-96.14;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40012;2020-02-12 14:02:32:812
4.155;-6.127;0.421;0.659;-9.782;0.196;-2.881;-3.476;-0.143;0.3229;-1.8955;-0.8157;7.0;-21.42;37.8;19.74;144.01;83.21;-96.14;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40022;2020-02-12 14:02:32:822
4.155;-6.127;0.421;0.873;-9.762;0.301;-3.048;-3.647;0.151;0.3229;-1.8955;-0.8157;7.0;-20.03;37.98;21.06;112.1;85.98;-73.44;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40033;2020-02-12 14:02:32:833
4.155;-6.127;0.421;0.873;-9.762;0.301;-3.048;-3.647;0.151;0.3229;-1.8955;-0.8157;7.0;-20.03;37.98;21.06;112.1;85.98;-73.44;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40042;2020-02-12 14:02:32:842
4.155;-6.127;0.421;0.873;-9.762;0.301;-3.048;-3.647;0.151;0.3229;-1.8955;-0.8157;7.0;-20.03;37.98;21.06;112.1;85.98;-73.44;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40052;2020-02-12 14:02:32:852
2.795;-6.606;-0.153;0.873;-9.762;0.301;-3.048;-3.647;0.151;0.8212;-4.1358;-1.9501;7.0;-19.74;38.21;22.08;112.1;85.98;-73.44;0.0;31.174;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40062;2020-02-12 14:02:32:862
2.795;-6.606;-0.153;1.71;-9.646;0.434;-0.727;-2.931;0.842;0.8212;-4.1358;-1.9501;7.0;-19.74;38.21;22.08;112.1;85.98;-73.44;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40072;2020-02-12 14:02:32:872
2.795;-6.606;-0.153;1.71;-9.646;0.434;-0.727;-2.931;0.842;0.8212;-4.1358;-1.9501;7.0;-19.74;38.21;22.08;112.1;85.98;-73.44;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40082;2020-02-12 14:02:32:882
0.976;-7.449;0.727;1.71;-9.646;0.434;-0.727;-2.931;0.842;1.3618;-5.0907;-2.1777;7.0;-19.74;38.21;22.08;112.1;85.98;-73.44;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40092;2020-02-12 14:02:32:892
0.976;-7.449;0.727;2.386;-9.498;0.501;2.699;-1.476;-1.487;1.3618;-5.0907;-2.1777;7.0;-20.03;37.43;22.68;104.12;79.64;-75.76;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40102;2020-02-12 14:02:32:902
0.976;-7.449;0.727;2.386;-9.498;0.501;2.699;-1.476;-1.487;1.3618;-5.0907;-2.1777;7.0;-20.03;37.43;22.68;104.12;79.64;-75.76;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40112;2020-02-12 14:02:32:912
-4.059;-10.091;4.155;2.386;-9.498;0.501;2.699;-1.476;-1.487;1.3618;-5.0907;-2.1777;7.0;-20.03;37.43;22.68;104.12;79.64;-75.76;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40122;2020-02-12 14:02:32:922
-4.059;-10.091;4.155;2.386;-9.498;0.501;2.699;-1.476;-1.487;0.7516;0.5804;1.5764;7.0;-20.03;37.43;22.68;104.12;79.64;-75.76;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40133;2020-02-12 14:02:32:933
-4.059;-10.091;4.155;2.0;-9.569;0.775;9.042;2.852;-1.839;0.7516;0.5804;1.5764;7.0;-22.92;35.93;22.8;104.12;79.64;-75.76;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40142;2020-02-12 14:02:32:942
-9.019;-13.921;-2.01;2.0;-9.569;0.775;9.042;2.852;-1.839;0.7516;0.5804;1.5764;7.0;-22.92;35.93;22.8;104.12;79.64;-75.76;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40152;2020-02-12 14:02:32:952
-9.019;-13.921;-2.01;2.0;-9.569;0.775;9.042;2.852;-1.839;0.2032;3.0681;3.9291;7.0;-22.92;35.93;22.8;104.12;79.64;-75.76;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40162;2020-02-12 14:02:32:962
-9.019;-13.921;-2.01;0.805;-9.724;0.98;12.191;5.19;2.397;0.2032;3.0681;3.9291;7.0;-26.28;33.89;22.26;105.8;77.37;-68.82;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40173;2020-02-12 14:02:32:973
-9.019;-13.921;-2.01;0.805;-9.724;0.98;12.191;5.19;2.397;0.2032;3.0681;3.9291;7.0;-26.28;33.89;22.26;105.8;77.37;-68.82;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40182;2020-02-12 14:02:32:982
-10.187;-13.117;-0.038;0.805;-9.724;0.98;12.191;5.19;2.397;0.2032;3.0681;3.9291;7.0;-26.28;33.89;22.26;105.8;77.37;-68.82;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40192;2020-02-12 14:02:32:992
-10.187;-13.117;-0.038;0.805;-9.724;0.98;12.191;5.19;2.397;0.4834;3.2803;4.6807;7.0;-26.28;33.89;22.26;105.8;77.37;-68.82;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40202;2020-02-12 14:02:33:002
-10.187;-13.117;-0.038;-1.143;-9.674;1.123;5.939;-1.23;1.518;0.4834;3.2803;4.6807;7.0;-29.16;31.62;21.96;105.8;77.37;-68.82;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40213;2020-02-12 14:02:33:013
-4.346;-5.553;-0.631;-1.143;-9.674;1.123;5.939;-1.23;1.518;0.4834;3.2803;4.6807;7.0;-29.16;31.62;21.96;105.8;77.37;-68.82;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40222;2020-02-12 14:02:33:022
-4.346;-5.553;-0.631;-1.143;-9.674;1.123;5.939;-1.23;1.518;0.2213;2.9683;4.167;7.0;-29.16;31.62;21.96;105.8;77.37;-68.82;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40232;2020-02-12 14:02:33:032
-4.346;-5.553;-0.631;-1.143;-9.674;1.123;5.939;-1.23;1.518;0.2213;2.9683;4.167;7.0;-29.16;31.62;21.96;105.8;77.37;-68.82;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40242;2020-02-12 14:02:33:042
-4.346;-5.553;-0.631;-2.421;-9.447;1.022;-0.364;-2.678;1.226;0.2213;2.9683;4.167;7.0;-29.51;29.64;22.98;6.29;80.6;45.51;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40253;2020-02-12 14:02:33:053
-0.919;-12.236;1.57;-2.421;-9.447;1.022;-0.364;-2.678;1.226;0.2213;2.9683;4.167;7.0;-29.51;29.64;22.98;6.29;80.6;45.51;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40262;2020-02-12 14:02:33:062
-0.919;-12.236;1.57;-2.421;-9.447;1.022;-0.364;-2.678;1.226;-0.1589;2.0051;1.8194;7.0;-29.51;29.64;22.98;6.29;80.6;45.51;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40272;2020-02-12 14:02:33:072
-0.919;-12.236;1.57;-3.282;-9.212;0.72;-3.595;8.262;-2.875;-0.1589;2.0051;1.8194;7.0;-29.51;29.64;22.98;6.29;80.6;45.51;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40282;2020-02-12 14:02:33:082
1.34;-18.823;2.317;-3.282;-9.212;0.72;-3.595;8.262;-2.875;-0.1589;2.0051;1.8194;7.0;-29.93;28.01;23.7;6.29;80.6;45.51;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40292;2020-02-12 14:02:33:092
1.34;-18.823;2.317;-3.282;-9.212;0.72;-3.595;8.262;-2.875;-0.1589;2.0051;1.8194;7.0;-29.93;28.01;23.7;6.29;80.6;45.51;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40302;2020-02-12 14:02:33:102
1.34;-18.823;2.317;-3.282;-9.212;0.72;-3.595;8.262;-2.875;0.1679;0.4985;-0.9561;7.0;-29.93;28.01;23.7;6.29;80.6;45.51;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40312;2020-02-12 14:02:33:112
1.34;-18.823;2.317;-2.827;-9.361;0.728;-4.87;3.482;0.197;0.1679;0.4985;-0.9561;7.0;-30.54;27.72;23.88;340.04;72.68;75.56;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40323;2020-02-12 14:02:33:123
1.034;-7.812;0.057;-2.827;-9.361;0.728;-4.87;3.482;0.197;0.1679;0.4985;-0.9561;7.0;-30.54;27.72;23.88;340.04;72.68;75.56;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40332;2020-02-12 14:02:33:132
1.034;-7.812;0.057;-2.827;-9.361;0.728;-4.87;3.482;0.197;0.06;-0.6971;-2.7251;7.0;-30.54;27.72;23.88;340.04;72.68;75.56;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40342;2020-02-12 14:02:33:142
1.034;-7.812;0.057;-2.05;-9.556;0.802;-3.303;-6.055;-0.069;0.06;-0.6971;-2.7251;7.0;-29.51;28.62;24.6;340.04;72.68;75.56;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40353;2020-02-12 14:02:33:153
1.034;-7.812;0.057;-2.05;-9.556;0.802;-3.303;-6.055;-0.069;0.06;-0.6971;-2.7251;7.0;-29.51;28.62;24.6;340.04;72.68;75.56;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40362;2020-02-12 14:02:33:162
2.623;-1.244;0.9;-2.05;-9.556;0.802;-3.303;-6.055;-0.069;0.06;-0.6971;-2.7251;7.0;-29.51;28.62;24.6;340.04;72.68;75.56;0.0;30.052;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40372;2020-02-12 14:02:33:172
2.623;-1.244;0.9;-2.05;-9.556;0.802;-3.303;-6.055;-0.069;0.0275;-1.3294;-2.9444;7.0;-27.12;29.82;26.09;340.44;77.03;68.63;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40383;2020-02-12 14:02:33:183
2.623;-1.244;0.9;-0.865;-9.728;0.876;-5.223;-6.214;5.371;0.0275;-1.3294;-2.9444;7.0;-27.12;29.82;26.09;340.44;77.03;68.63;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40392;2020-02-12 14:02:33:192
4.787;-7.87;-4.5;-0.865;-9.728;0.876;-5.223;-6.214;5.371;0.0275;-1.3294;-2.9444;7.0;-27.12;29.82;26.09;340.44;77.03;68.63;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40402;2020-02-12 14:02:33:202
4.787;-7.87;-4.5;-0.865;-9.728;0.876;-5.223;-6.214;5.371;-1.9212;-1.2282;-3.9381;2.0;-27.12;29.82;26.09;340.44;77.03;68.63;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40412;2020-02-12 14:02:33:212
4.787;-7.87;-4.5;0.288;-9.796;0.333;-3.47;1.971;5.386;-1.9212;-1.2282;-3.9381;2.0;-24.24;30.48;27.35;340.44;77.03;68.63;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40422;2020-02-12 14:02:33:222
2.987;-11.566;-5.438;0.288;-9.796;0.333;-3.47;1.971;5.386;-1.9212;-1.2282;-3.9381;2.0;-24.24;30.48;27.35;340.44;77.03;68.63;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40434;2020-02-12 14:02:33:234
2.987;-11.566;-5.438;0.288;-9.796;0.333;-3.47;1.971;5.386;-1.9212;-1.2282;-3.9381;2.0;-24.24;30.48;27.35;340.44;77.03;68.63;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40442;2020-02-12 14:02:33:242
2.987;-11.566;-5.438;0.288;-9.796;0.333;-3.47;1.971;5.386;-3.5928;-0.0504;-3.0318;2.0;-24.24;30.48;27.35;340.44;77.03;68.63;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40453;2020-02-12 14:02:33:253
2.987;-11.566;-5.438;1.542;-9.635;-0.978;-1.508;0.661;2.576;-3.5928;-0.0504;-3.0318;2.0;-23.93;30.42;27.48;80.39;87.43;-40.86;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40463;2020-02-12 14:02:33:263
2.527;-9.651;-1.914;1.542;-9.635;-0.978;-1.508;0.661;2.576;-3.5928;-0.0504;-3.0318;2.0;-23.93;30.42;27.48;80.39;87.43;-40.86;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40472;2020-02-12 14:02:33:272
2.527;-9.651;-1.914;1.542;-9.635;-0.978;-1.508;0.661;2.576;-3.5928;-0.0504;-3.0318;2.0;-23.93;30.42;27.48;80.39;87.43;-40.86;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40482;2020-02-12 14:02:33:282
2.527;-9.651;-1.914;1.542;-9.635;-0.978;-1.508;0.661;2.576;-2.8198;-0.0166;-1.7805;2.0;-23.93;30.42;27.48;80.39;87.43;-40.86;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40492;2020-02-12 14:02:33:292
1.378;-8.214;-0.919;2.158;-9.371;-1.92;0.591;-1.035;-0.912;-2.8198;-0.0166;-1.7805;2.0;-26.82;29.51;26.76;80.39;87.43;-40.86;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40502;2020-02-12 14:02:33:302
1.378;-8.214;-0.919;2.158;-9.371;-1.92;0.591;-1.035;-0.912;-2.8198;-0.0166;-1.7805;2.0;-26.82;29.51;26.76;80.39;87.43;-40.86;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40512;2020-02-12 14:02:33:312
1.378;-8.214;-0.919;2.158;-9.371;-1.92;0.591;-1.035;-0.912;-0.7369;-0.3565;-0.2003;2.0;-26.82;29.51;26.76;80.39;87.43;-40.86;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40522;2020-02-12 14:02:33:322
-0.114;-8.195;-0.229;2.202;-9.31;-2.152;2.107;-1.192;-1.662;-0.7369;-0.3565;-0.2003;2.0;-26.82;29.51;26.76;80.39;87.43;-40.86;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40532;2020-02-12 14:02:33:332
-0.114;-8.195;-0.229;2.202;-9.31;-2.152;2.107;-1.192;-1.662;-0.7369;-0.3565;-0.2003;2.0;-29.04;28.14;27.06;181.91;71.7;-134.34;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40542;2020-02-12 14:02:33:342
-0.114;-8.195;-0.229;2.202;-9.31;-2.152;2.107;-1.192;-1.662;-0.7369;-0.3565;-0.2003;2.0;-29.04;28.14;27.06;181.91;71.7;-134.34;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40553;2020-02-12 14:02:33:353
-0.114;-8.195;-0.229;2.202;-9.31;-2.152;2.107;-1.192;-1.662;1.4238;-0.5677;0.8896;2.0;-29.04;28.14;27.06;181.91;71.7;-134.34;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40562;2020-02-12 14:02:33:362
-1.436;-9.287;5.036;1.872;-9.462;-1.77;3.738;-0.35;-7.776;1.4238;-0.5677;0.8896;2.0;-30.78;25.38;26.76;181.91;71.7;-134.34;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40572;2020-02-12 14:02:33:372
-1.436;-9.287;5.036;1.872;-9.462;-1.77;3.738;-0.35;-7.776;1.4238;-0.5677;0.8896;2.0;-30.78;25.38;26.76;181.91;71.7;-134.34;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40582;2020-02-12 14:02:33:382
-1.436;-9.287;5.036;1.872;-9.462;-1.77;3.738;-0.35;-7.776;2.5656;-0.1785;1.5782;2.0;-30.78;25.38;26.76;181.91;71.7;-134.34;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40593;2020-02-12 14:02:33:393
0.019;-10.129;-1.474;1.426;-9.643;-1.063;1.317;0.435;0.08;2.5656;-0.1785;1.5782;2.0;-30.78;25.38;26.76;181.91;71.7;-134.34;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40602;2020-02-12 14:02:33:402
0.019;-10.129;-1.474;1.426;-9.643;-1.063;1.317;0.435;0.08;2.5656;-0.1785;1.5782;2.0;-32.04;23.51;26.04;177.28;79.55;-126.7;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40612;2020-02-12 14:02:33:412
0.019;-10.129;-1.474;1.426;-9.643;-1.063;1.317;0.435;0.08;2.5656;-0.1785;1.5782;2.0;-32.04;23.51;26.04;177.28;79.55;-126.7;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40622;2020-02-12 14:02:33:422
0.019;-10.129;-1.474;1.426;-9.643;-1.063;1.317;0.435;0.08;1.3855;0.5294;1.5571;2.0;-32.04;23.51;26.04;177.28;79.55;-126.7;0.0;28.184;22.497007;88.371414;34.84;NaN;0.0;15.16129;0.0;12 / 12;40632;2020-02-12 14:02:33:432
-1.014;-9.268;-3.58;0.836;-9.76;-0.451;1.884;-0.457;2.898;1.3855;0.5294;1.5571;2.0;-33.84;22.02;25.68;177.28;79.55;-126.7;0.0;28.184;22.497011;88.37141;34.84;NaN;0.0;15.16129;0.0;12 / 12;40643;2020-02-12 14:02:33:443
-1.014;-9.268;-3.58;0.836;-9.76;-0.451;1.884;-0.457;2.898;1.3855;0.5294;1.5571;2.0;-33.84;22.02;25.68;177.28;79.55;-126.7;0.0;28.184;22.497011;88.37141;34.84;NaN;0.0;15.16129;0.0;12 / 12;40652;2020-02-12 14:02:33:452
-1.014;-9.268;-3.58;0.836;-9.76;-0.451;1.884;-0.457;2.898;0.0824;1.0826;1.5263;2.0;-33.84;22.02;25.68;177.28;79.55;-126.7;0.0;28.184;22.497011;88.37141;34.84;NaN;0.0;15.16129;0.0;12 / 12;40662;2020-02-12 14:02:33:462
-1.014;-9.268;-3.58;0.836;-9.76;-0.451;1.884;-0.457;2.898;0.0824;1.0826;1.5263;2.0;-34.43;20.88;25.5;170.44;84.44;-118.35;0.0;28.184;22.497011;88.37141;34.84;NaN;0.0;15.16129;0.0;12 / 12;40672;2020-02-12 14:02:33:472
-0.957;-9.746;-3.389;0.406;-9.788;-0.427;1.278;-0.063;3.208;0.0824;1.0826;1.5263;2.0;-34.43;20.88;25.5;170.44;84.44;-118.35;0.0;28.184;22.497011;88.37141;34.84;NaN;0.0;15.16129;0.0;12 / 12;40682;2020-02-12 14:02:33:482
-0.957;-9.746;-3.389;0.406;-9.788;-0.427;1.278;-0.063;3.208;0.0824;1.0826;1.5263;2.0;-34.43;20.88;25.5;170.44;84.44;-118.35;0.0;28.184;22.497011;88.37141;34.84;NaN;0.0;15.16129;0.0;12 / 12;40692;2020-02-12 14:02:33:492
-1.225;-9.919;-1.972;0.073;-9.768;-0.861;1.278;-0.063;3.208;-1.8496;1.8853;1.2207;2.0;-34.68;18.42;26.16;170.44;84.44;-118.35;0.0;28.184;22.497011;88.37141;34.84;NaN;0.0;15.16129;0.0;12 / 12;40702;2020-02-12 14:02:33:502
-1.225;-9.919;-1.972;0.073;-9.768;-0.861;1.136;-0.054;0.574;-1.8496;1.8853;1.2207;2.0;-34.68;18.42;26.16;170.44;84.44;-118.35;0.0;26.886;22.497011;88.37141;34.84;NaN;0.0;15.16129;0.0;12 / 12;40713;2020-02-12 14:02:33:513
